XID,URL,Project Name,Builder Name,Location,Price Range,Price per Sqft,Configurations,Completion Date,Unit Size Range,LandMarks,Project Size,Launch Date,RERA Number,Total Number of Units,USP,BHK,Amenity Count,Amenities,Specifications,Photo Count,Video Count,Rating count,Price Trend,Builder URL,Builder Experience,Total Projects,Ongoing Projects,Past Projects,Builder Info,Project Status
400416,https://www.squareyards.com/ahmedabad-residential-property/nila-vida/228348/project,Nila Vida,Nila Spaces Limited,"Gift City, Ahmedabad",Rs62.80 Lac - 1.56 Cr,N/A,"1, 2, 3 BHK Flats",Ask for Details,483 Sq. Ft to 1180 Sq. Ft (Carpet),N/A,1.26 Acres,Ask for Details,PR/GJ/GANDHINAGAR/GANDHINAGAR/GIFT,496 units,,"1, 2, 3 BHK",15,Gymnasium; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Hall; Indoor Games; Normal Park / Central Green; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,1,0,N/A,,https://www.squareyards.com/nila-spaces-limited-projects/19349/builder,N/A,1,1,N/A,N/A,Ready to Move
421330,https://www.squareyards.com/ahmedabad-residential-property/constera-anamika-high-point/244764/project,Constera Anamika High Point,Constera Realty,"Bodakdev, Ahmedabad",Rs2.89 Cr - 5.52 Cr,N/A,"4, 5 BHK Flats",Ask for Details,1767 Sq. Ft to 3356 Sq. Ft (Carpet),N/A,7.84 Acres,Ask for Details,PR/GJ/AHMEDABAD/AHMEDABAD,580 units,,"4, 5 BHK",31,Cafe / Coffee Bar; Mini Theatre; Party Hall; Clubhouse; Indoor Games; Luxurious Clubhouse; Senior Citizen Area; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Power Backup; Treated Water Supply; Day Care Center; 24*7 Water Supply; Lift; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,28,0,N/A,,https://www.squareyards.com/constera-realty-projects/21175/builder,N/A,2,1,1,N/A,New Launch
428567,https://www.squareyards.com/ahmedabad-residential-property/polaris-callisto/248517/project,Polaris Callisto,Polaris Group,"Koteshwar, Ahmedabad",Price on Request,N/A,4 BHK Flats,Ask for Details,1938 Sq. Ft to 2010 Sq. Ft (Carpet),N/A,0.58 Acres,Ask for Details,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar,28 units,,4 BHK,9,Gymnasium; Kids' Play Areas / Sand Pits; Power Backup; 24*7 Water Supply; Lift; 24 x 7 Security; CCTV / Video Surveillance; Indoor Games; Normal Park / Central Green,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,9,0,N/A,,https://www.squareyards.com/polaris-group-projects/21634/builder,N/A,6,2,4,N/A,New Launch
433366,https://www.squareyards.com/ahmedabad-residential-property/krishna-solitude/307760/project,Krishna Solitude,Krishna Infra,"Ranip, Ahmedabad",Price on Request,N/A,4 BHK Flats,Ask for Details,216 Sq. Ft to 1466 Sq. Ft (Carpet),N/A,0.5 Acres,Ask for Details,PR/GJ/AHMEDABAD/AHMEDABAD,49 units,,4 BHK,10,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Power Backup; 24*7 Water Supply; Lift; Indoor Games; High Street Retail; Kids' Play Areas / Sand Pits; Normal Park / Central Green,Master Bedroom-Walls: Others; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Others; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,7,0,N/A,,https://www.squareyards.com/krishna-infra-projects/21461/builder,N/A,2,2,N/A,N/A,New Launch
416927,https://www.squareyards.com/ahmedabad-residential-property/tulsi-paradise/248406/project,Tulsi Paradise,Tulsi Paradise,"Sughad, Ahmedabad",Rs70.05 Lac,N/A,3 BHK Flats,Ask for Details,837 Sq. Ft (Carpet),N/A,0.99 Acres,Ask for Details,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA12307/250923,120 units,,3 BHK,10,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; 24 x 7 Security; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Indoor Games; Normal Park / Central Green,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,10,0,N/A,,https://www.squareyards.com/tulsi-paradise-projects/29495/builder,N/A,1,1,N/A,N/A,New Launch
422985,https://www.squareyards.com/ahmedabad-residential-property/serenity-shivam/246845/project,Serenity Shivam,Shivam Buildcon Ahmedabad,"South Bopal, Ahmedabad",Rs75.03 Lac - 75.74 Lac,N/A,3 BHK Flats,Ask for Details,850 Sq. Ft to 858 Sq. Ft (Carpet),N/A,1.87 Acres,Ask for Details,PR/GJ/AHMEDABAD/AHMEDABAD,402 units,,3 BHK,13,Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Indoor Games; Power Backup; Treated Water Supply; Concierge Desk; Lift; Normal Park / Central Green; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,8,1,N/A,,https://www.squareyards.com/shivam-buildcon-ahmedabad-projects/21702/builder,N/A,1,1,N/A,N/A,New Launch
405940,https://www.squareyards.com/ahmedabad-residential-property/shlok-abhilasha/250291/project,Shlok Abhilasha,Shlok Realtors,"Gota, Ahmedabad",Price on Request,N/A,4 BHK Flats,Ask for Details,3546 Sq. Ft (Saleable),N/A,0.67 Acres,Ask for Details,PR/GJ/AHMEDABAD/AHMEDABAD,60 units,,4 BHK,9,Power Backup; 24*7 Water Supply; Lift; 24 x 7 Security; CCTV / Video Surveillance; Indoor Games; Normal Park / Central Green; Kids' Play Areas / Sand Pits; Yoga Areas,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,1,0,N/A,,https://www.squareyards.com/shlok-realtors-projects/23767/builder,N/A,1,1,N/A,N/A,New Launch
410064,https://www.squareyards.com/ahmedabad-residential-property/vivaan-aura/229652/project,Vivaan Aura,Vivaan Group,"Zundal, Ahmedabad",Rs53.00 Lac - 71.00 Lac,N/A,"2, 3 BHK Flats",Ask for Details,740 Sq. Ft to 974 Sq. Ft (Carpet),N/A,0.7 Acres,Ask for Details,PR,140 units,"Strategically located on Sardar Patel Ring Road, Ahmedabad.,Approved by RERA with project ID MAA11761.,Elegant apartments with master bedrooms boasting oil-bound distemper walls.,Spacious floor plans with vitrified tiles in master bedrooms.,Enjoy power backup for a comfortable and worry-free living.","2, 3 BHK",16,Power Backup; 24*7 Water Supply; Automatic Boom Barriers; Lift; Gymnasium; Kids' Play Areas / Sand Pits; Gazebo; Party Hall; Clubhouse; Indoor Games; Senior Citizen Area; Normal Park / Central Green; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,14,1,N/A,,https://www.squareyards.com/vivaan-group-projects/19538/builder,N/A,9,5,4,N/A,New Launch
428573,https://www.squareyards.com/ahmedabad-residential-property/ekarth-sarvam/249645/project,Ekarth Sarvam,Ekarth Buildcon,"Koba, Ahmedabad",Rs1.72 Cr - 1.92 Cr,N/A,4 BHK Flats,Ask for Details,3599 Sq. Ft to 4000 Sq. Ft (Carpet),N/A,2.37 Acres,Ask for Details,PR/GJ/GANDHINAGAR/GANDHINAGAR/Gandhinagar,106 units,,4 BHK,12,Power Backup; 24*7 Water Supply; Lift; Gymnasium; Kids' Play Areas / Sand Pits; Yoga Areas; Gazebo; 24 x 7 Security; CCTV / Video Surveillance; Indoor Games; Senior Citizen Area; Normal Park / Central Green,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,1,0,N/A,,https://www.squareyards.com/ekarth-buildcon-projects/23303/builder,N/A,1,1,N/A,N/A,New Launch
411905,https://www.squareyards.com/ahmedabad-residential-property/polaris-calice/246778/project,Polaris Calice,Polaris Group,"Randesan, Ahmedabad",Rs1.28 Cr - 2.50 Cr,N/A,"3, 4 BHK Flats",Ask for Details,2511 Sq. Ft to 4050 Sq. Ft (Saleable),N/A,1.11 Acres,Ask for Details,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/RAA11904/030623,148 units,,"3, 4 BHK",14,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Power Backup; 24*7 Water Supply; Lift; Swimming Pool; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Normal Park / Central Green; Amphitheater; Indoor Games; Senior Citizen Area,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,15,0,N/A,,https://www.squareyards.com/polaris-group-projects/21634/builder,N/A,6,2,4,N/A,New Launch
402612,https://www.squareyards.com/ahmedabad-residential-property/shoolin-kopren-park-view/250625/project,Shoolin Kopren Park View,Ask for Details,"Ognaj, Ahmedabad",Price on Request,N/A,"2, 3 BHK Flats",Ask for Details,1278 Sq. Ft to 1800 Sq. Ft (Saleable),N/A,0.92 Acres,Ask for Details,PR/GJ/AHMEDABAD/AHMEDABAD,148 units,,"2, 3 BHK",9,Power Backup; 24*7 Water Supply; Lift; 24 x 7 Security; CCTV / Video Surveillance; Indoor Games; Normal Park / Central Green; Kids' Play Areas / Sand Pits; Yoga Areas,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,1,0,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,Mid Stage
387280,https://www.squareyards.com/ahmedabad-residential-property/supercity-joy/222439/project,Supercity Joy,Shrinivas Organisors Pvt Ltd,"Science City, Ahmedabad",Rs26.35 Lac - 39.50 Lac,N/A,"1, 2 BHK Flats",Ask for Details,720 Sq. Ft to 1035 Sq. Ft (Saleable),N/A,3.68 Acres,Ask for Details,PR/GJ/GANDHINAGAR/KALOL/AUDA/RAA09873/280222,808 units,,"1, 2 BHK",17,Power Backup; 24*7 Water Supply; Lift; Reading Room/Library; Indoor Games; 24 x 7 Security; CCTV / Video Surveillance; Large Green Area; Gymnasium; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,14,1,N/A,,https://www.squareyards.com/shrinivas-organisors-pvt-ltd-projects/20465/builder,N/A,6,1,3,N/A,Mid Stage
