XID,Configuration,List Item,Price
r332999,"2 BHK Apartment
54.71 L - 91.31 L",1145 SQ.FT,₹ 58.93 L
r332999,"2 BHK Apartment
54.71 L - 91.31 L",1196 SQ.FT,₹ 61.56 L
r332999,"2 BHK Apartment
54.71 L - 91.31 L",1206 SQ.FT,₹ 62.07 L
r332999,"2 BHK Apartment
54.71 L - 91.31 L",1292 SQ.FT,₹ 66.5 L
r332999,"2 BHK Apartment
54.71 L - 91.31 L",1774 SQ.FT,₹ 91.31 L
r332999,"3 BHK Apartment
66.76 L - 1.05 Cr",1297 SQ.FT,₹ 66.76 L
r332999,"3 BHK Apartment
66.76 L - 1.05 Cr",1343 SQ.FT,₹ 69.12 L
r332999,"3 BHK Apartment
66.76 L - 1.05 Cr",1364 SQ.FT,₹ 70.21 L
r332999,"3 BHK Apartment
66.76 L - 1.05 Cr",1422 SQ.FT,₹ 73.19 L
r332999,"3 BHK Apartment
66.76 L - 1.05 Cr",1516 SQ.FT,₹ 78.03 L
r332999,"3 BHK Apartment
66.76 L - 1.05 Cr",1763 SQ.FT,₹ 90.74 L
r332999,"3 BHK Apartment
66.76 L - 1.05 Cr",1803 SQ.FT,₹ 92.8 L
r332999,"3 BHK Apartment
66.76 L - 1.05 Cr",1980 SQ.FT,₹ 1.02 Cr
r332999,"3 BHK Apartment
66.76 L - 1.05 Cr",2038 SQ.FT,₹ 1.05 Cr
r416320,"2.5 BHK Apartment
1.95 Cr - 2.08 Cr",1015 SQ.FT,"₹ 1.95 Cr
i"
r416320,"2.5 BHK Apartment
1.95 Cr - 2.08 Cr",1085 SQ.FT,"₹ 2.08 Cr
i"
r416320,"3 BHK Apartment
2.21 Cr",1140 SQ.FT,"₹ 2.21 Cr
i"
r306817,"Plot
21 L - 70 L",1200 SQ.FT,₹ 21.0 L
r306817,"Plot
21 L - 70 L",1500 SQ.FT,₹ 26.25 L
r306817,"Plot
21 L - 70 L",2400 SQ.FT,₹ 42.0 L
r306817,"Plot
21 L - 70 L",4000 SQ.FT,₹ 70.0 L
r388209,"3 BHK Apartment
86.01 L",1760 SQ.FT,₹ 86.01 L
r393393,"3 BHK Apartment
64.96 L - 66.21 L",859 SQ.FT,₹ 64.96 L
r393393,"3 BHK Apartment
64.96 L - 66.21 L",875 SQ.FT,₹ 66.21 L
r206111,"2 BHK Apartment
1.42 Cr",1417 SQ.FT,"₹ 1.42 Cr
i"
r206111,"2.5 BHK Apartment
1.5 Cr",1503 SQ.FT,"₹ 1.5 Cr
i"
r206111,"3 BHK Apartment
1.75 Cr - 1.81 Cr",1745 SQ.FT,"₹ 1.75 Cr
i"
r206111,"3 BHK Apartment
1.75 Cr - 1.81 Cr",1814 SQ.FT,"₹ 1.81 Cr
i"
r390246,"3 BHK Apartment
1.7 Cr - 2.3 Cr",1958 SQ.FT,₹ 1.7 Cr
r390246,"3 BHK Apartment
1.7 Cr - 2.3 Cr",2064 SQ.FT,₹ 1.79 Cr
r390246,"3 BHK Apartment
1.7 Cr - 2.3 Cr",2540 SQ.FT,₹ 2.2 Cr
r390246,"3 BHK Apartment
1.7 Cr - 2.3 Cr",2548 SQ.FT,₹ 2.21 Cr
r390246,"3 BHK Apartment
1.7 Cr - 2.3 Cr",2567 SQ.FT,₹ 2.23 Cr
r390246,"3 BHK Apartment
1.7 Cr - 2.3 Cr",2656 SQ.FT,₹ 2.3 Cr
r425506,"3 BHK Apartment
1.23 Cr",1697 SQ.FT,"₹ 1.23 Cr
i"
r425506,"3 BHK Apartment
1.23 Cr",1700 SQ.FT,"₹ 1.23 Cr
i"
r425506,"3 BHK Apartment
1.23 Cr",1764 SQ.FT,"₹ 1.23 Cr
i"
r411643,3 BHK Apartment,203 SQ.YD,Price on Request
r433359,"2 BHK Apartment
78.8 L - 95.99 L",1085 SQ.FT,₹ 78.8 L
r433359,"2 BHK Apartment
78.8 L - 95.99 L",1225 SQ.FT,₹ 87.99 L
r433359,"2 BHK Apartment
78.8 L - 95.99 L",1275 SQ.FT,₹ 95.99 L
r433359,"3 BHK Apartment
94 L - 1.27 Cr",1285 SQ.FT,₹ 94.0 L
r433359,"3 BHK Apartment
94 L - 1.27 Cr",1550 SQ.FT,₹ 1.08 Cr
r433359,"3 BHK Apartment
94 L - 1.27 Cr",1590 SQ.FT,₹ 1.08 Cr
r433359,"3 BHK Apartment
94 L - 1.27 Cr",1755 SQ.FT,₹ 1.27 Cr
r434569,"2 BHK Apartment
36.53 L - 45.87 L",950 SQ.FT,₹ 36.53 L
r434569,"2 BHK Apartment
36.53 L - 45.87 L",1193 SQ.FT,₹ 45.87 L
r434569,3 BHK Apartment,1286 SQ.FT,₹ 52.02 L
r434569,3 BHK Apartment,1472 SQ.FT,Price on Request
r434569,3 BHK Apartment,1476 SQ.FT,₹ 59.7 L
r433762,"Plot
33 L - 1.32 Cr",600 SQ.FT,₹ 33 L
r433762,"Plot
33 L - 1.32 Cr",900 SQ.FT,₹ 49.5 L
r433762,"Plot
33 L - 1.32 Cr",1200 SQ.FT,₹ 66 L
r433762,"Plot
33 L - 1.32 Cr",1500 SQ.FT,₹ 82.5 L
r433762,"Plot
33 L - 1.32 Cr",1800 SQ.FT,₹ 99 L
r433762,"Plot
33 L - 1.32 Cr",2400 SQ.FT,₹ 1.32 Cr
r418956,2 BHK Apartment,868 SQ.FT,₹ 39.06 L
r418956,2 BHK Apartment,892 SQ.FT,₹ 40.14 L
r418956,2 BHK Apartment,893 SQ.FT,Price on Request
r418956,2 BHK Apartment,933 SQ.FT,₹ 41.99 L
r418956,2 BHK Apartment,980 SQ.FT,₹ 44.1 L
r418956,2 BHK Apartment,984 SQ.FT,₹ 44.28 L
r418956,"3 BHK Apartment
51.66 L - 66.51 L",1148 SQ.FT,₹ 51.66 L
r418956,"3 BHK Apartment
51.66 L - 66.51 L",1153 SQ.FT,₹ 51.89 L
r418956,"3 BHK Apartment
51.66 L - 66.51 L",1180 SQ.FT,₹ 53.1 L
r418956,"3 BHK Apartment
51.66 L - 66.51 L",1472 SQ.FT,₹ 66.24 L
r418956,"3 BHK Apartment
51.66 L - 66.51 L",1478 SQ.FT,₹ 66.51 L
r429459,"2 BHK Apartment
72 L - 80.11 L",1056 SQ.FT,₹ 72.0 L
r429459,"2 BHK Apartment
72 L - 80.11 L",1117 SQ.FT,₹ 76.16 L
r429459,"2 BHK Apartment
72 L - 80.11 L",1175 SQ.FT,₹ 80.11 L
r429459,"3 BHK Apartment
92 L",1388 SQ.FT,₹ 92.0 L
r415891,"2 BHK Apartment
2.48 Cr - 2.69 Cr",856 SQ.FT,₹ 2.48 Cr
r415891,"2 BHK Apartment
2.48 Cr - 2.69 Cr",929 SQ.FT,₹ 2.69 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",1174 SQ.FT,₹ 3.4 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",1175 SQ.FT,₹ 3.4 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",1320 SQ.FT,₹ 3.82 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",1668 SQ.FT,₹ 4.83 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",2070 SQ.FT,₹ 6.0 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",2090 SQ.FT,₹ 6.06 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",2130 SQ.FT,₹ 6.17 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",2310 SQ.FT,₹ 6.69 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",2425 SQ.FT,₹ 7.03 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",2460 SQ.FT,₹ 7.13 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",2595 SQ.FT,₹ 7.52 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",2670 SQ.FT,₹ 7.74 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",2905 SQ.FT,₹ 8.42 Cr
r415891,"3 BHK Apartment
3.4 Cr - 9.68 Cr",3340 SQ.FT,₹ 9.68 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",1690 SQ.FT,₹ 4.9 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",1967 SQ.FT,₹ 5.7 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",2091 SQ.FT,₹ 6.06 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",2529 SQ.FT,₹ 7.33 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",2530 SQ.FT,₹ 7.33 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",2940 SQ.FT,₹ 8.52 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",3395 SQ.FT,₹ 9.84 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",3730 SQ.FT,₹ 10.81 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",3935 SQ.FT,₹ 11.4 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",3985 SQ.FT,₹ 11.55 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",4260 SQ.FT,₹ 12.34 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",4300 SQ.FT,₹ 12.46 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",4900 SQ.FT,₹ 14.2 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",5150 SQ.FT,₹ 14.92 Cr
r415891,"4 BHK Apartment
4.9 Cr - 16.11 Cr",5560 SQ.FT,₹ 16.11 Cr
r415891,"5 BHK Apartment
8.64 Cr",2981 SQ.FT,₹ 8.64 Cr
r393354,3 BHK Apartment,945 SQ.FT,Price on Request
r393354,3 BHK Apartment,1069 SQ.FT,Price on Request
r393354,4 BHK Apartment,1547 SQ.FT,Price on Request
r393354,4 BHK Apartment,1555 SQ.FT,Price on Request
r407174,"Plot
48.43 L",167 SQ.YD,₹ 48.43 L
r407585,4 BHK Villa,2768 SQ.FT,Price on Request
r407585,4 BHK Villa,2770 SQ.FT,Price on Request
r407585,4 BHK Villa,3448 SQ.FT,₹ 2.5 Cr
r407585,4 BHK Villa,3834 SQ.FT,₹ 3.5 Cr
r407585,4 BHK Villa,4521 SQ.FT,₹ 4.0 Cr
r406648,"Plot
99.38 L",1875 SQ.FT,₹ 99.38 L
r405172,"3 BHK Apartment
1.08 Cr - 1.57 Cr",1595 SQ.FT,₹ 1.08 Cr
r405172,"3 BHK Apartment
1.08 Cr - 1.57 Cr",1880 SQ.FT,₹ 1.27 Cr
r405172,"3 BHK Apartment
1.08 Cr - 1.57 Cr",1905 SQ.FT,₹ 1.29 Cr
r405172,"3 BHK Apartment
1.08 Cr - 1.57 Cr",1910 SQ.FT,₹ 1.29 Cr
r405172,"3 BHK Apartment
1.08 Cr - 1.57 Cr",2055 SQ.FT,₹ 1.39 Cr
r405172,"3 BHK Apartment
1.08 Cr - 1.57 Cr",2305 SQ.FT,₹ 1.56 Cr
r405172,"3 BHK Apartment
1.08 Cr - 1.57 Cr",2320 SQ.FT,₹ 1.57 Cr
r405172,"3 BHK Apartment
1.08 Cr - 1.57 Cr",2320 SQ.FT,₹ 1.57 Cr
r405172,"4 BHK Apartment
1.52 Cr - 1.88 Cr",2255 SQ.FT,₹ 1.52 Cr
r405172,"4 BHK Apartment
1.52 Cr - 1.88 Cr",2685 SQ.FT,₹ 1.81 Cr
r405172,"4 BHK Apartment
1.52 Cr - 1.88 Cr",2710 SQ.FT,₹ 1.83 Cr
r405172,"4 BHK Apartment
1.52 Cr - 1.88 Cr",2780 SQ.FT,₹ 1.88 Cr
r405172,"4 BHK Apartment
1.52 Cr - 1.88 Cr",2780 SQ.FT,₹ 1.88 Cr
r410495,2 BHK Apartment,855 SQ.FT,Price on Request
r410495,2 BHK Apartment,1069 SQ.FT,₹ 41.69 L
r410495,"3 BHK Apartment
53.98 L - 55.15 L",1384 SQ.FT,₹ 53.98 L
r410495,"3 BHK Apartment
53.98 L - 55.15 L",1414 SQ.FT,₹ 55.15 L
r397111,"4 BHK Villa
1.2 Cr - 1.21 Cr",1580 SQ.FT,₹ 1.2 Cr
r397111,"4 BHK Villa
1.2 Cr - 1.21 Cr",1596 SQ.FT,₹ 1.21 Cr
r347199,"2 BHK Apartment
23.8 L",905 SQ.FT,₹ 23.8 L
r378542,"2.5 BHK Villa
46 L",1185 SQ.FT,₹ 46.0 L
r378542,"3 BHK Villa
54.99 L - 55 L",1287 SQ.FT,₹ 54.99 L
r378542,"3 BHK Villa
54.99 L - 55 L",1585 SQ.FT,₹ 55.0 L
r402370,"2 BHK Apartment
75.33 L",1235 SQ.FT,₹ 75.33 L
r402370,"3 BHK Apartment
1.11 Cr - 1.43 Cr",1820 SQ.FT,₹ 1.11 Cr
r402370,"3 BHK Apartment
1.11 Cr - 1.43 Cr",2120 SQ.FT,₹ 1.29 Cr
r402370,"3 BHK Apartment
1.11 Cr - 1.43 Cr",2350 SQ.FT,₹ 1.43 Cr
r434412,3 BHK Apartment,1945 SQ.FT,Price on Request
r434412,3 BHK Apartment,1950 SQ.FT,Price on Request
r434412,3 BHK Apartment,1965 SQ.FT,Price on Request
r434412,3 BHK Apartment,2051 SQ.FT,Price on Request
r434412,3 BHK Apartment,2054 SQ.FT,Price on Request
r434412,3 BHK Apartment,2057 SQ.FT,Price on Request
r434412,4 BHK Apartment,2702 SQ.FT,Price on Request
r434412,4 BHK Apartment,2702 SQ.FT,Price on Request
r434412,4 BHK Apartment,2745 SQ.FT,Price on Request
r434412,4 BHK Apartment,2745 SQ.FT,Price on Request
r434412,4 BHK Apartment,2746 SQ.FT,Price on Request
r434412,4 BHK Apartment,2747 SQ.FT,Price on Request
r434412,4 BHK Apartment,2823 SQ.FT,Price on Request
r434412,4 BHK Apartment,2832 SQ.FT,Price on Request
r375399,"3 BHK Apartment
99.28 L - 1.47 Cr",1655 SQ.FT,₹ 99.28 L
r375399,"3 BHK Apartment
99.28 L - 1.47 Cr",1855 SQ.FT,₹ 1.11 Cr
r375399,"3 BHK Apartment
99.28 L - 1.47 Cr",2155 SQ.FT,₹ 1.29 Cr
r375399,"3 BHK Apartment
99.28 L - 1.47 Cr",2455 SQ.FT,₹ 1.47 Cr
r294215,"1 BHK Apartment
43.55 L - 47.44 L",335 SQ.FT,₹ 43.55 L
r294215,"1 BHK Apartment
43.55 L - 47.44 L",365 SQ.FT,₹ 47.44 L
r294215,"2 BHK Apartment
74.09 L",570 SQ.FT,₹ 74.09 L
r415650,"3 BHK Apartment
2.19 Cr",1905 SQ.FT,₹ 2.19 Cr
r415650,"4 BHK Apartment
3.16 Cr - 3.77 Cr",2755 SQ.FT,₹ 3.16 Cr
r415650,"4 BHK Apartment
3.16 Cr - 3.77 Cr",3300 SQ.FT,₹ 3.77 Cr
r428837,"2 BHK Apartment
44.08 L - 44.27 L",1160 SQ.FT,₹ 44.08 L
r428837,"2 BHK Apartment
44.08 L - 44.27 L",1165 SQ.FT,₹ 44.27 L
r428837,"3 BHK Apartment
54.72 L",1440 SQ.FT,₹ 54.72 L
r430414,"2 BHK Apartment
81.52 L - 83.12 L",1173 SQ.FT,₹ 81.52 L
r430414,"2 BHK Apartment
81.52 L - 83.12 L",1196 SQ.FT,₹ 83.12 L
r430414,"3 BHK Apartment
96.88 L - 1.13 Cr",1394 SQ.FT,₹ 96.88 L
r430414,"3 BHK Apartment
96.88 L - 1.13 Cr",1577 SQ.FT,₹ 1.1 Cr
r430414,"3 BHK Apartment
96.88 L - 1.13 Cr",1620 SQ.FT,₹ 1.13 Cr
r428685,"2 BHK Apartment
50.92 L - 58.12 L",926 SQ.FT,₹ 50.92 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",928 SQ.FT,₹ 51.03 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",941 SQ.FT,₹ 51.75 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",950 SQ.FT,₹ 52.24 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",954 SQ.FT,₹ 52.46 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",966 SQ.FT,₹ 53.12 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",970 SQ.FT,₹ 53.34 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",971 SQ.FT,₹ 53.4 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",975 SQ.FT,₹ 53.62 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",978 SQ.FT,₹ 53.78 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",980 SQ.FT,₹ 53.89 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",984 SQ.FT,₹ 54.11 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",991 SQ.FT,₹ 54.5 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",992 SQ.FT,₹ 54.55 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",996 SQ.FT,₹ 54.77 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",1001 SQ.FT,₹ 55.04 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",1006 SQ.FT,₹ 55.32 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",1009 SQ.FT,₹ 55.48 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",1013 SQ.FT,₹ 55.7 L
r428685,"2 BHK Apartment
50.92 L - 58.12 L",1057 SQ.FT,₹ 58.12 L
r428685,"3 BHK Apartment
64.78 L - 72.37 L",1178 SQ.FT,₹ 64.78 L
r428685,"3 BHK Apartment
64.78 L - 72.37 L",1283 SQ.FT,₹ 70.55 L
r428685,"3 BHK Apartment
64.78 L - 72.37 L",1316 SQ.FT,₹ 72.37 L
r404615,"2 BHK Apartment
71.56 L - 73.39 L",1101 SQ.FT,₹ 71.57 L
r404615,"2 BHK Apartment
71.56 L - 73.39 L",1129 SQ.FT,₹ 73.39 L
r410183,"3 BHK Villa
2.4 Cr - 2.8 Cr",2419 SQ.FT,₹ 2.4 Cr
r410183,"3 BHK Villa
2.4 Cr - 2.8 Cr",2616 SQ.FT,₹ 2.65 Cr
r410183,"3 BHK Villa
2.4 Cr - 2.8 Cr",2648 SQ.FT,₹ 2.8 Cr
r420548,"3.5 BHK Apartment
1.47 Cr",3268 SQ.FT,₹ 1.47 Cr
r420548,"4 BHK Apartment
1.51 Cr - 1.83 Cr",3349 SQ.FT,₹ 1.51 Cr
r420548,"4 BHK Apartment
1.51 Cr - 1.83 Cr",3916 SQ.FT,₹ 1.76 Cr
r420548,"4 BHK Apartment
1.51 Cr - 1.83 Cr",3931 SQ.FT,₹ 1.77 Cr
r420548,"4 BHK Apartment
1.51 Cr - 1.83 Cr",4064 SQ.FT,₹ 1.83 Cr
r420548,"4.5 BHK Apartment
1.92 Cr",4277 SQ.FT,₹ 1.92 Cr
r336711,"3 BHK Villa
4.77 Cr - 5 Cr",3976 SQ.FT,₹ 4.77 Cr
r336711,"3 BHK Villa
4.77 Cr - 5 Cr",4170 SQ.FT,₹ 5.0 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",3671 SQ.FT,₹ 4.41 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",3740 SQ.FT,₹ 4.49 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",3796 SQ.FT,₹ 4.56 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",4175 SQ.FT,₹ 5.01 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",4342 SQ.FT,₹ 5.21 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",4387 SQ.FT,₹ 5.26 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",4489 SQ.FT,₹ 5.39 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",4505 SQ.FT,₹ 5.41 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",4715 SQ.FT,₹ 5.66 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",4939 SQ.FT,₹ 5.93 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",5030 SQ.FT,₹ 6.04 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",5254 SQ.FT,₹ 6.3 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",5401 SQ.FT,₹ 6.48 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",5942 SQ.FT,₹ 7.13 Cr
r336711,"4 BHK Villa
4.41 Cr - 7.77 Cr",6475 SQ.FT,₹ 7.77 Cr
r336711,"5 BHK Villa
6.47 Cr - 7.31 Cr",5393 SQ.FT,₹ 6.47 Cr
r336711,"5 BHK Villa
6.47 Cr - 7.31 Cr",5935 SQ.FT,₹ 7.12 Cr
r336711,"5 BHK Villa
6.47 Cr - 7.31 Cr",6093 SQ.FT,₹ 7.31 Cr
r336711,"6 BHK Villa
9.5 Cr",7917 SQ.FT,₹ 9.5 Cr
r394748,"2 BHK Apartment
54.44 L - 79.06 L",1012 SQ.FT,"₹ 54.44 L
i"
r394748,"2 BHK Apartment
54.44 L - 79.06 L",1292 SQ.FT,"₹ 68.2 L
i"
r394748,"2 BHK Apartment
54.44 L - 79.06 L",1346 SQ.FT,"₹ 70.85 L
i"
r394748,"2 BHK Apartment
54.44 L - 79.06 L",1350 SQ.FT,"₹ 71.05 L
i"
r394748,"2 BHK Apartment
54.44 L - 79.06 L",1407 SQ.FT,"₹ 73.85 L
i"
r394748,"2 BHK Apartment
54.44 L - 79.06 L",1414 SQ.FT,"₹ 74.19 L
i"
r394748,"2 BHK Apartment
54.44 L - 79.06 L",1483 SQ.FT,"₹ 77.58 L
i"
r394748,"2 BHK Apartment
54.44 L - 79.06 L",1513 SQ.FT,"₹ 79.06 L
i"
r394748,"3 BHK Apartment
72.47 L - 80.29 L",1379 SQ.FT,"₹ 72.47 L
i"
r394748,"3 BHK Apartment
72.47 L - 80.29 L",1386 SQ.FT,"₹ 72.82 L
i"
r394748,"3 BHK Apartment
72.47 L - 80.29 L",1396 SQ.FT,"₹ 73.31 L
i"
r394748,"3 BHK Apartment
72.47 L - 80.29 L",1461 SQ.FT,"₹ 76.5 L
i"
r394748,"3 BHK Apartment
72.47 L - 80.29 L",1514 SQ.FT,"₹ 79.11 L
i"
r394748,"3 BHK Apartment
72.47 L - 80.29 L",1538 SQ.FT,"₹ 80.29 L
i"
r35056,"Plot
9.44 L - 24 L",590 SQ.FT,₹ 9.44 L
r35056,"Plot
9.44 L - 24 L",840 SQ.FT,₹ 13.44 L
r35056,"Plot
9.44 L - 24 L",1050 SQ.FT,₹ 16.8 L
r35056,"Plot
9.44 L - 24 L",1200 SQ.FT,₹ 19.2 L
r35056,"Plot
9.44 L - 24 L",1500 SQ.FT,₹ 24.0 L
r429182,2 BHK Apartment,649 SQ.FT,₹ 1.19 Cr
r429182,2 BHK Apartment,692 SQ.FT,₹ 1.27 Cr
r429182,2 BHK Apartment,729 SQ.FT,Price on Request
r429182,2 BHK Apartment,732 SQ.FT,Price on Request
r429182,3 BHK Apartment,922 SQ.FT,₹ 1.7 Cr
r429182,3 BHK Apartment,963 SQ.FT,₹ 1.78 Cr
r429182,3 BHK Apartment,1006 SQ.FT,Price on Request
r414540,"2.5 BHK Apartment
1.18 Cr",1182 SQ.FT,₹ 1.18 Cr
r414540,"3 BHK Apartment
1.42 Cr - 1.69 Cr",1357 SQ.FT,₹ 1.42 Cr
r414540,"3 BHK Apartment
1.42 Cr - 1.69 Cr",1608 SQ.FT,₹ 1.69 Cr
r414540,"3.5 BHK Apartment
1.99 Cr",1806 SQ.FT,₹ 1.99 Cr
r423612,1 BHK Apartment,319 SQ.FT,Price on Request
r423612,2 BHK Apartment,395 SQ.FT,Price on Request
r403058,"2 BHK Apartment
67 L - 68 L",1220 SQ.FT,₹ 67.0 L
r403058,"2 BHK Apartment
67 L - 68 L",1242 SQ.FT,₹ 68.0 L
r403058,"3 BHK Apartment
95 L - 1.04 Cr",1731 SQ.FT,₹ 95.0 L
r403058,"3 BHK Apartment
95 L - 1.04 Cr",1774 SQ.FT,₹ 98.0 L
r403058,"3 BHK Apartment
95 L - 1.04 Cr",1794 SQ.FT,₹ 98.99 L
r403058,"3 BHK Apartment
95 L - 1.04 Cr",1852 SQ.FT,₹ 1.02 Cr
r403058,"3 BHK Apartment
95 L - 1.04 Cr",1873 SQ.FT,₹ 1.03 Cr
r403058,"3 BHK Apartment
95 L - 1.04 Cr",1870 SQ.FT,₹ 1.03 Cr
r403058,"3 BHK Apartment
95 L - 1.04 Cr",1892 SQ.FT,₹ 1.04 Cr
r22804,"2 BHK Apartment
99.47 L - 1.43 Cr",865 SQ.FT,₹ 99.48 L
r22804,"2 BHK Apartment
99.47 L - 1.43 Cr",1245 SQ.FT,₹ 1.43 Cr
r22804,"3 BHK Apartment
1.71 Cr - 2.3 Cr",1483 SQ.FT,₹ 1.71 Cr
r22804,"3 BHK Apartment
1.71 Cr - 2.3 Cr",1705 SQ.FT,₹ 1.96 Cr
r22804,"3 BHK Apartment
1.71 Cr - 2.3 Cr",1999 SQ.FT,₹ 2.3 Cr
r414404,"3 BHK Villa
3.51 Cr - 4.91 Cr",2700 SQ.FT,₹ 3.51 Cr
r414404,"3 BHK Villa
3.51 Cr - 4.91 Cr",2705 SQ.FT,₹ 3.52 Cr
r414404,"3 BHK Villa
3.51 Cr - 4.91 Cr",3185 SQ.FT,₹ 4.14 Cr
r414404,"3 BHK Villa
3.51 Cr - 4.91 Cr",3200 SQ.FT,₹ 4.16 Cr
r414404,"3 BHK Villa
3.51 Cr - 4.91 Cr",3750 SQ.FT,₹ 4.88 Cr
r414404,"3 BHK Villa
3.51 Cr - 4.91 Cr",3775 SQ.FT,₹ 4.91 Cr
r414404,"4 BHK Villa
5.32 Cr - 5.99 Cr",4090 SQ.FT,₹ 5.32 Cr
r414404,"4 BHK Villa
5.32 Cr - 5.99 Cr",4120 SQ.FT,₹ 5.36 Cr
r414404,"4 BHK Villa
5.32 Cr - 5.99 Cr",4605 SQ.FT,₹ 5.99 Cr
r141819,3 BHK Villa,1518 SQ.FT,₹ 83.49 L
r141819,3 BHK Villa,1682 SQ.FT,Price on Request
r141819,3 BHK Villa,1750 SQ.FT,Price on Request
r141819,3 BHK Villa,1800 SQ.FT,₹ 99.0 L
r141819,3 BHK Villa,1912 SQ.FT,₹ 1.05 Cr
r141819,3 BHK Villa,2200 SQ.FT,Price on Request
r141819,4 BHK Villa,2000 SQ.FT,₹ 1.1 Cr
r141819,4 BHK Villa,2304 SQ.FT,Price on Request
r141819,4 BHK Villa,2778 SQ.FT,₹ 1.53 Cr
r141819,4 BHK Villa,3349 SQ.FT,Price on Request
r395807,"2 BHK Apartment
76.34 L - 88.88 L",1157 SQ.FT,₹ 76.34 L
r395807,"2 BHK Apartment
76.34 L - 88.88 L",1210 SQ.FT,₹ 79.84 L
r395807,"2 BHK Apartment
76.34 L - 88.88 L",1347 SQ.FT,₹ 88.88 L
r395807,"3 BHK Apartment
94.35 L - 1.59 Cr",1430 SQ.FT,₹ 94.35 L
r395807,"3 BHK Apartment
94.35 L - 1.59 Cr",1579 SQ.FT,₹ 1.04 Cr
r395807,"3 BHK Apartment
94.35 L - 1.59 Cr",1700 SQ.FT,₹ 1.12 Cr
r395807,"3 BHK Apartment
94.35 L - 1.59 Cr",1701 SQ.FT,₹ 1.12 Cr
