PRM/KA/RERA/1251/446/PR/171028/000901,MONARCH AQUA - BLOCK C,Partnership Firm,BENGALURU URBAN,MONARCH,Mixed Development,01-04-2027,APPROVED,"Sy.No.14,13/1,11/1 & 15, Katha No. 415 , Krishnarajapura Village",,,,,,,,,
PRM/KA/RERA/1251/446/PR/171026/000405,BRIGADE BUENA VISTA,Company,BENGALURU URBAN,BRIGADE ENTERPRISES LTD.,Residential/Group Housing,30-06-2020,APPROVED,"Brigade Buena Vista Sy.No.145 & 146 Bommenahalli Village, Bidarahalli Hobli, Hosakote Taluk",,,,,,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171019/000614,EMBASSY GROVE,Company,BENGALURU URBAN,EMBASSY PROPERTY DEVELOPMENT PRIVATE LIMITED,Residential/Group Housing,30-03-2021,APPROVED,"Embassy Grove, No. 34 & 34/1, , Rustumbagh Main Road Kodihalli",,,,,,,,,
PRM/KA/RERA/1251/446/PR/171016/001017,SHRIRAM LUXOR,Company,BENGALURU URBAN,SHRIPROP BUILDERS PRIVATE LIMITED,Residential/Group Housing,31-03-2020,APPROVED,"Sy.No- 160/1,Kannur Village,, Bidarahalli Hobli,Bangalore East Taluk",APARTMENTS,41785SqMtr,0SqMtr,444,3299SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171016/000973,ASSETZ MARQ,Company,BENGALURU URBAN,ASSETZ WHITEFILED HOMES PRIVATE LIMITED,Residential/Group Housing,30-06-2019,APPROVED,"Assetz Marq, Ardendale, Kannamangala",2BHK,79SqMtr,0SqMtr,12,4SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171016/000503,BRIGADE LAKEFRONT - CRIMSON,Company,BENGALURU URBAN,BRIGADE ENTERPRISES LTD,Residential/Group Housing,30-06-2019,APPROVED,"Next to SAP Labs EPIP Zone, Whitefield, Seetharampalya, Hoodi, Sonnenahalli Village",3 BEDROOM + 3 TOILET + SKY LOUNGE,109SqMtr,0SqMtr,2,4SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171016/000466,MONARCH AQUA - BLOCK A,Partnership Firm,BENGALURU URBAN,MONARCH,Mixed Development,08-11-2024,APPROVED,"#14, 13/1,11/1,15 , Krishnarajapura Village",,,,,,,,,
PRM/KA/RERA/1251/446/PR/171016/000420,THE ICON NORTH TOWER F,Company,BENGALURU URBAN,GCORP HOMES PVT LTD,Residential/Group Housing,28-02-2023,APPROVED,"No13/2 Thanisandra Main Road Ward no 6 , Thanisandra Bengaluru",4 BHK Pent House-Type II,226SqMtr,15SqMtr,3,13SqMtr,,,,
PRM/KA/RERA/1251/446/PR/171015/000854,VASWANI MENLO PARK,Company,BENGALURU URBAN,TRANQUIL REALTY PVT LTD,Residential/Group Housing,30-09-2023,APPROVED,"Sy no 62(P) & 63/2, Thubarhalli village, varthur hobli",Residential Apartment,32227SqMtr,312SqMtr,304,2701SqMtr,,,,
PRM/KA/RERA/1251/446/PR/171015/000784,VASWANI EXQUISITE,Company,BENGALURU URBAN,VASWANI WHITEFIELD PROJECTS PVT LTD,Residential/Group Housing,30-09-2023,APPROVED,"ITPL Main Road, Next to Zuri hotel, Hoodi",Total Flats,49528SqMtr,70SqMtr,374,11006SqMtr,,,,
PRM/KA/RERA/1251/446/PR/171015/000647,REPUBLIC OF WHITEFIELD (PHASE 3),Company,BENGALURU URBAN,SHYAMARAJU & CO (INDIA) PRIVATE LIMITED,Mixed Development,30-06-2019,APPROVED,"Kundalahalli Village, K R Puram Hobli, Bangalore East Taluk",Attached with Specifications Sheet,0SqMtr,0SqMtr,0,0SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171015/000623,REPUBLIC OF WHITEFIELD (PHASE 2),Company,BENGALURU URBAN,SHYAMARAJU & CO (INDIA) PRIVATE LIMITED,Mixed Development,30-06-2019,APPROVED,"Kundalahalli Village, K R Puram Hobli, Bangalore East Taluk",Attached with the Specifications Sheet,0SqMtr,0SqMtr,0,0SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171015/000598,REPUBLIC OF WHITEFIELD (PHASE I),Company,BENGALURU URBAN,SHYAMARAJU & CO (INDIA) PRIVATE LIMITED,Mixed Development,31-12-2017,APPROVED,"Kundalahalli Village, K R Puram Hobli, Bangalore East Taluk",Attached with the Specifications,0SqMtr,0SqMtr,0,0SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171015/000326,"THE ICON NORTH TOWERS C , D AND E (CLUSTER III)",Company,BENGALURU URBAN,GCORP HOMES PVT LTD,Residential/Group Housing,31-05-2019,APPROVED,"No 13/2 Thanisandra Main Road Ward no 6 , Thanisandra Bengaluru",3 BHK -Type II,129SqMtr,0SqMtr,9,15SqMtr,,,,
PRM/KA/RERA/1251/446/PR/171014/001085,SHRIRAM CHIRPING WOODS,Company,BENGALURU URBAN,SHRIVISION HOMES PRIVATE LIMITED,Residential/Group Housing,30-03-2020,APPROVED,"Sy.No- 35/2p,43,44,46/3p,58,59,60,61/1,, Kasavanahalli Village,Varthur Hobli,",APARTMENTS,87203SqMtr,2007SqMtr,778,9475SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171014/000798,R J LAKE GARDENIA,Company,BENGALURU URBAN,R.J. RISHIKARAN PROJECTS PRIVATE LIMITED,Residential/Group Housing,30-04-2021,APPROVED,"BBMP Khata No. 272/219(Survey No.40/1), Bhattarahalli Village, Bidarahalli Hobli,",APARTMENT,25221SqMtr,699SqMtr,171,2603SqMtr,,,,
PRM/KA/RERA/1251/446/PR/171014/000433,PURSUITOFARADICALRHAPSODYPHASE1,Company,BENGALURU URBAN,TOTAL ENVIRONMENT HABITAT PRIVATE LIMITED,Mixed Development,30-04-2025,APPROVED,"SyNo170P1701A1691to1694176317717211722175and1361, HoodiVillageKRPuramHobliWardNo82Bangalore",4 BHK,26472SqMtr,9996SqMtr,78,4200SqMtr,,,,
PRM/KA/RERA/1251/446/PR/171014/000379,THE GRAN CARMEN ADDRESS,Company,BENGALURU URBAN,INDIABUILD VILLAS DEVELOPMENT PVT LTD,Residential/Group Housing,31-01-2020,APPROVED,"The Gran Carmen Address, SY.NO 93, 94,95,99,101,102,104,105, Mulluru Village, Sarjapur Road, Varthur Hobli, Bangalore",5 BHK Villa - A,398SqMtr,107SqMtr,3,35SqMtr,,,,
PRM/KA/RERA/1251/446/PR/171014/000345,PASHMINA WATERFRONT -PHASE-I,Company,BENGALURU URBAN,LILY REALTY PVT LTD,Residential/Group Housing,31-12-2018,APPROVED,"Katha No.149, Bhattarahalli village, Bidarahalli Hobli, Old Madras Road,",Residential 3bhk and pent house,88887SqMtr,469SqMtr,725,5591SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171014/000279,DNR REFLECTION,Company,BENGALURU URBAN,DNR CORPORATION PVT LTD,Residential/Group Housing,30-06-2019,APPROVED,"833 33 SURVEY N0 33 , IBLUR VILLAGE",Flats,27468SqMtr,0SqMtr,179,2384SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/171010/000003,GODREJ UNITED,Company,BENGALURU URBAN,UNITED OXYGEN COMPANY PRIVATE LIMITED,Residential/Group Housing,28-02-2022,APPROVED,"Khatha No. 30, Sy.No. 28/2, Hoodi Village, Whitefield Main Road,, K.R. Puram Hobli, Bangalore East Taluk, Bangalore.",1 BHK,1919SqMtr,0SqMtr,51,251SqMtr,,,,
PRM/KA/RERA/1251/446/PR/170920/000406,SALARPURIA-SATTVA EAST CREST,Company,BENGALURU URBAN,SALARPURIA REAL ESTATES PRIVATE LIMITED,Residential/Group Housing,30-06-2021,APPROVED,"Survey No. 41, Bandapura Village, Bidarahalli Hobli,, Bangalore-Tirupati Highway, Bengaluru 560049",apartments,36409SqMtr,736SqMtr,426,2556SqMtr,,,,
PRM/KA/RERA/1251/446/PR/170916/000293,SOBHA DREAM ACRES - RAIN FOREST PHASE 15 WING 17,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-11-2019,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, 61/1,, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere",Flats,8646SqMtr,0SqMtr,108,511SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000481,ADARSH PALM RETREAT -PHASE 3 PART B,Company,BENGALURU URBAN,AKARSH RESIDENCE PVT LTD,Residential/Group Housing,30-04-2022,APPROVED,"Adarsh Palm Retreat- Phase 3 , Part B, Outer Ring Road, Devarabisanahalli,",3 to 5 BHK,211SqMtr,21SqMtr,23,11SqMtr,,,,
PRM/KA/RERA/1251/446/PR/170915/000232,ADARSH LAKEFRONT RESIDENTIAL - PHASE 1,Company,BENGALURU URBAN,ALEKHYA PROPERTY DEVELOPMENTS PVT LTD,Residential/Group Housing,30-09-2022,APPROVED,"SY.NOS.64/1, 64/2, 64/3 & 64/4 AT KHATA NO.1871, OF KAIKONDRAHALLI VILLAGE, VARTHUR HOBLI,",2BR,82SqMtr,0SqMtr,7,14SqMtr,,,,
PRM/KA/RERA/1251/446/PR/170915/000223,SOBHA DREAM ACRES - RAIN FOREST PHASE 5 WING 16,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-09-2019,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli",Flats,8910SqMtr,0SqMtr,112,530SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000221,SOBHA DREAM ACRES - RAIN FOREST PHASE 3 WING 5 AND 6,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-01-2021,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3,, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli",Flats,15632SqMtr,0SqMtr,237,789SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000206,SOBHA DREAM ACRES - TROPICAL GREENS PHASE 10 WING 46,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-01-2022,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, , 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli",Flats,9310SqMtr,0SqMtr,117,553SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000202,SOBHA DREAM ACRES - TROPICAL GREENS PHASE 7 WING 42,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-01-2021,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli",Flats,9310SqMtr,0SqMtr,117,553SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000195,SOBHA DREAM ACRES - TROPICAL GREENS PHASE 8 WING 43 AND 44,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-07-2021,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, , 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli,",Flats,14274SqMtr,0SqMtr,179,849SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000193,SOBHA DREAM ACRES - RAIN FOREST PHASE 1 WING 1 AND 2,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-11-2019,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli",Flats,15632SqMtr,0SqMtr,237,789SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000176,PRESTIGE LAKESIDE HABITAT,Partnership Firm,BENGALURU URBAN,PRESTIGE HABITAT VENTURES,Residential/Group Housing,31-01-2020,APPROVED,"Prestige Lakeside Habitat, Gunjur Village, Varthur Hobli, Bangalore East Taluk",Flat and Villa,422077SqMtr,0SqMtr,3697,26727SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000168,SOBHA DREAM ACRES - PALM SPRINGS PHASE 12 WING 48 AND 49,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-07-2022,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur",Flats,11701SqMtr,0SqMtr,177,591SqMtr,,,,
PRM/KA/RERA/1251/446/PR/170915/000165,SOBHA DREAM ACRES - TROPICAL GREENS PHASE 6 WING 41,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-11-2020,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10",Flats,9390SqMtr,0SqMtr,118,558SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000163,SOBHA DREAM ACRES - TROPICAL GREENS PHASE 9 WING 45,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-07-2021,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3,, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli,",Flats,9550SqMtr,0SqMtr,120,568SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170915/000160,SOBHA DREAM ACRES - PALM SPRINGS PHASE 14 WING 53,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-07-2022,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, , 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli,",Flats,7716SqMtr,0SqMtr,117,390SqMtr,,,,
PRM/KA/RERA/1251/446/PR/170915/000157,SOBHA DREAM ACRES - RAIN FOREST PHASE 2 WING 3 AND 4,Company,BENGALURU URBAN,SOBHA LIMITED,Residential/Group Housing,01-10-2020,APPROVED,"Sy. nos. 47/2, 47/3, 49/1, 49/2, 49/5, 50/1B, 50/2, 50/3, 50/4, 50/5, 50/6, 51/1, 51/2B1, 51/2C1, 51/2B2, 51/2C2, 51/3, 51/4, 53/1, 53/2, 58/1, 58/2, 59/1, 59/3, 59/4, 59/5, 60/1, 60/3, 61/1, 61/2A, 61/2B, 61/03, 62/4B, 63/1, 63/2, 63/3, 63/4, 63/5, 66/1, 66/2, 67/1, 67/2, 75/1, 76/1, 76/2, 76/3, 77/3, 77/4, 77/5, 77/7, 77/8, 77/9, 77/10, Balegere, Varthur Hobli",Flats,15632SqMtr,0SqMtr,237,789SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170907/000091,PURVA PALMBEACH,Company,BENGALURU URBAN,PURAVANKARA LIMITED,Residential/Group Housing,31-03-2019,APPROVED,"11 Ward No 25 Horamavu, Hennur Main Road",2BHK A1T1 BL1WA,77SqMtr,11SqMtr,1,9SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170824/000104,RBD STILLWATERS-BLOCK 2 WING C,Partnership Firm,BENGALURU URBAN,RBD SHELTERS LLP,Residential/Group Housing,05-05-2022,APPROVED,"SY NO 71,89,90,91/1,91/2,94/1,94/3, HARALUR VILLAGE",RESIDENTIAL UNITS,7418SqMtr,866SqMtr,61,1057SqMtr,,,,
PRM/KA/RERA/1251/446/PR/170824/000077,PRESTIGE LEELA RESIDENCES,Company,BENGALURU URBAN,PRESTIGE ESTATES PROJECTS LIMITED,Residential/Group Housing,30-11-2020,APPROVED,"23/4 KODIHALLI MAIN ROAD, 6TH CROSS ROAD",FLAT,17855SqMtr,130SqMtr,88,2059SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170824/000058,PRESTIGE KEW GARDENS,Company,BENGALURU URBAN,PRESTIGE ESTATES PROJECTS LIMITED,Residential/Group Housing,31-12-2019,APPROVED,"Prestige Kew Gardens, Yamalur and Kempapura Village, Varthur Hobli, Bangalore",Apartment,83975SqMtr,0SqMtr,979,5127SqMtr,,,Not found,Not found
PRM/KA/RERA/1251/446/PR/170819/000006,GODREJ AIR,Company,BENGALURU URBAN,GODREJ HOUSING PROJECTS LLP,Residential/Group Housing,30-09-2023,APPROVED,"Khatha No. 365, Sy.No. 13/6, 14/1, 16/4 and 16/5 of Hoodi Village, K.R. Puram Hobli, Bangalore East",Residential Apartment,40273SqMtr,0SqMtr,487,2729SqMtr,,,,
PRM/KA/RERA/1251/446/PR/170524/006888,GODREJ WOODSCAPES PHASE 2,Company,BENGALURU URBAN,GODREJ PROPERTIES LIMITED,Residential/Group Housing,01-06-2030,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/170524/006883,CENTURY REGALIA (PROJECT 1),Company,BENGALURU URBAN,SURUCHI PROPERTIES PRIVATE LIMITED,Residential/Group Housing,30-04-2029,APPROVED,"Sy No. 146/2, 146/3A, 146/3B, 143/3, 148 , Kodihalli Village , Bengaluru East , Bengaluru Urban, Karnataka - 560052",,,,,,,,,
PRM/KA/RERA/1251/446/PR/170524/006882,GODREJ WOODSCAPES,Company,BENGALURU URBAN,GODREJ PROPERTIES LIMITED,Residential/Group Housing,31-01-2029,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/161224/007303,MANA CRESTA,Proprietorship,BENGALURU URBAN,MANA CONSTRUCTIONS,Residential/Group Housing,31-12-2028,APPROVED,"Sy no 1/1 & 1/7 chikkanayakanahalli village, varthuru hobli, bangalore east taluk , Bangalore 560103 , Bengaluru East , Bengaluru Urban, Karnataka - 560103",,,,,,,,,
PRM/KA/RERA/1251/446/PR/161122/005456,MITTA ORRIN,Partnership Firm,BENGALURU URBAN,M/S MITTA BUILDERS,Residential/Group Housing,31-12-2027,APPROVED,"PROPOSED SITE PLAN AT Sy No. 109/1, 109/2A, 109/2B, 109/4, 110/1, 110/2, 110/3, 110/4, 110/5, 110/6, 110/7, 119/1, 119/2, 119/3, 119/4, 119/5, 119/6, , 119/7, 123/1 And khatha No. 150200100200124030 Bidaraguppe Village, Attibele Hobli, Anekal Taluk, Bangalore -562125 , Bengaluru East , Bengaluru Urban, Karnataka - 562125",,,,,,,,,
PRM/KA/RERA/1251/446/PR/160622/005000	,GODREJ SPLENDOUR,Company,BENGALURU URBAN,GODREJ PROPERTIES LIMITED,Residential/Group Housing,20-03-2027,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/160622/005000 ,GODREJ SPLENDOUR,Company,BENGALURU URBAN,GODREJ PROPERTIES LIMITED,Residential/Group Housing,20-03-2027,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/160523/005939,SREE URBAN ORCHIDS PHASE-II,Partnership Firm,BENGALURU URBAN,SREE BUILDERS AND DEVELOPERS,Residential/Group Housing,31-03-2028,APPROVED,"BBMP Katha No 3814,Sy No.39/8,39/9,39/10A.39/12,39/13, Panathur Village, , Varthur Hobli, Bangalore East Taluk , Bengaluru East , Bengaluru Urban, Karnataka - 560087",,,,,,,,,
PRM/KA/RERA/1251/446/PR/160224/006626,SSVR NIYAARA,Partnership Firm,BENGALURU URBAN,SSVR BUILDERS,Residential/Group Housing,31-12-2028,APPROVED,"SY. 6/3 , 6/8 , 6/9 , 6/13 , 7/2 & 7/3 Katha No.932/7/2.6/13,7/3,7/2,6/3,6/9,6/8/32 , SORAHUNASE VILLAGE VARTHUR HOBLI , Bengaluru East , Bengaluru Urban, Karnataka - 560087",,,,,,,,,
PRM/KA/RERA/1251/446/PR/151223/006487,ORCHID LIFE,Partnership Firm,BENGALURU URBAN,GOYAL HARIYANA ASSOCIATES,Residential/Group Housing,28-02-2030,APPROVED,"SY. NOs. 20,21,125/4,125/5,126/1,126/5,126/6 and 127/3 OF GUNJUR VILLAGE , VARTHUR HOBLI, WARD NO 149 , Bengaluru East , Bengaluru Urban, Karnataka - 560087",,,,,,,,,
PRM/KA/RERA/1251/446/PR/151223/006478,DNR PARKLINK PHASE 2,Company,BENGALURU URBAN,DNR CORPORATION PVT LTD,Residential/Group Housing,31-05-2029,APPROVED,"KATHA NO 129 & 130 AND SURVEY NO 103/1, 103/2, 103/3 , BYRATHI AND CHIKKAGUBBI VILLAGE, BIDARAHALLI HOBLI , Bengaluru East , Bengaluru Urban, Karnataka - 560077",,,,,,,,,
PRM/KA/RERA/1251/446/PR/150724/006941 ,ISLE OF TREES,Company,BENGALURU URBAN,HAPPINESS HARMONY PROPERTY DEVELOPERS PRIVATE LIMITED,Residential/Group Housing,29-05-2028,APPROVED,"Survey No 85/2 85/3B and 85/4 Katha No 38/85/2/85/3B/85/4 of Rachenahalli Village, Ward - 006 , K.R. Puram Hobli , Bengaluru East , Bengaluru Urban, Karnataka - 560077",,,,,,,,,
PRM/KA/RERA/1251/446/PR/150524/006874,MYHNA ORCHID,Partnership Firm,BENGALURU URBAN,MYHNA ESTATE PROJECTS,Residential/Group Housing,31-12-2027,APPROVED,"MYHNA ESTATE PROJECTS Rep.by its Managing Partner Mr. M.Karthikeyan, , Sy. No. 44/2, 44/3, 44/4, 44/5, 44/6, 44/7, 44/8, 44/9, 44/10, 48/4, 48/5, 48/6, 48/7, 48/8, 48/9, 48/10 and , Bengaluru East , Bengaluru Urban, Karnataka - 560037",,,,,,,,,
PRM/KA/RERA/1251/446/PR/141223/006468,FOLIUM BY SUMADHURA PHASE-III,Company,BENGALURU URBAN,SUMADHURA INFRACON PRIVATE LIMITED,Residential/Group Housing,31-12-2026,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/140923/006261,BHOO AABHARANA,Partnership Firm,BENGALURU URBAN,BHOO DEVELOPERS,Residential/Group Housing,30-04-2025,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/140222/004706,PRESTIGE GREEN GABLES,Company,BENGALURU URBAN,PRESTIGE ESTATES PROJECTS LTD,Mixed Development,30-06-2025,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/131224/007297,SBR ONE RESIDENCE,Partnership Firm,BENGALURU URBAN,SBR STRUCTURES,Mixed Development,31-12-2030,APPROVED,"KHATHA NO.468/67, SY.NO:27, 30, 31, 35 & 36 OF PATTANDUR AGRAHARA VILLAGE , K.R PURAM HOBLI, WARD NO.83 , Bengaluru East , Bengaluru Urban, Karnataka - 560066",,,,,,,,,
PRM/KA/RERA/1251/446/PR/130924/007014,SRI VYSHNAVI INFRA BRUNDAVANAM PHASE 2,Partnership Firm,BENGALURU URBAN,SRI VYSHNAVI INFRA,Residential/Group Housing,31-12-2028,APPROVED,,,,,,,,,,
PRM/KA/RERA/1251/446/PR/130723/006055,THE WOODS OF EAST PHASE VII,Partnership Firm,BENGALURU URBAN,M/S ODION BUILDERS AND DEVELOPERS,Plotted Development,31-03-2024,APPROVED,,,,,,,,,Not found,Not found
