XID,Project Name,City,Builder website,Project Page (Not CP),magicbricks.com link,Magic Bricks Phase 2,Magic Bricks Phase 3,Magic Bricks Phase 4,housing.com link,Housing Phase 2,Housing Phase 3,Housing Phase 4,squareyards.com link,Square Yards  Phase 2,Square Yards  Phase 3,Square Yards  Phase 4,Other phase XID on 99acres
371185,Palm Springs,Pune,https://www.lankebirje.com/palm-springs-wakad,https://palmsprings.co.in/,https://www.magicbricks.com/divine-palm-springs-wakad-pune-pdpid-4d4235333139313735,,,,https://housing.com/in/buy/projects/page/252263-divine-palm-spring-by-divine-ventures-and-lanke-birje-associates-in-wakad,https://housing.com/in/buy/projects/page/310337-palm-springs-ph-ii-d-wing-by-divine-ventures-and-lanke-birje-associates-in-wakad,,,https://www.squareyards.com/pune-residential-property/divine-palm-springs/116166/project,,,,
388275,Aishwaryam Insignia,Pune,https://www.aishwaryaminsignia.com/,NA,https://www.magicbricks.com/aishwaryam-insignia-punawale-pune-pdpid-4d4235333237313935,,,,https://housing.com/in/buy/projects/page/276332-aishwaryam-insignia-by-aishwaryam-group-in-punawale,,,,https://www.squareyards.com/pune-residential-property/aishwaryam-insignia/152338/project,,,,
9584,Kasturi Eon Homes,Pune,https://www.kasturi.com/eon-homes-lp/,NA,https://www.magicbricks.com/kasturi-eon-homes-hinjewadi-pune-pdpid-4d4235303231333036,,,,https://housing.com/in/buy/projects/page/34014-eon-homes-by-kasturi-builders-in-hinjawadi-phase-3,,,,https://www.squareyards.com/pune-residential-property/kasturi-eon-homes/2271/project,,,,
405131,Lodha Panache,Pune,https://www.lodhagroup.com/projects/residential-property-in-pune/lodha-panache-hinjewadi,NA,https://www.magicbricks.com/lodha-panache-hinjewadi-pune-pdpid-4d4235343037393039,,,,https://housing.com/in/buy/projects/page/296060-lodha-panache-by-lodha-group-in-hinjawadi,,,,https://www.squareyards.com/pune-residential-property/lodha-panache/219514/project,,,,
382837,Park Titan,Pune,https://www.pridepurpleproperties.com/2bhk-3bhk-flats-hinjawadi-park-titan/,NA,https://www.magicbricks.com/pride-park-titan-marunji-pune-pdpid-4d4235333235333539,,,,https://housing.com/in/buy/projects/page/271625-pride-purple-park-titan-by-pride-purple-group-in-hinjawadi,,,,https://www.squareyards.com/pune-residential-property/pride-purple-park-titan/151661/project,,,,
428235,Kohinoor Central Park,Pune,https://www.kohinoorpune.com/residential-projects/2bhk-and-3bhk-flats-in-hinjewadi-kohinoor-central-park/project-overview,NA,https://www.magicbricks.com/kohinoor-central-park-hinjewadi-phase-2-pune-pdpid-4d4235343231333531,,,,https://housing.com/in/buy/projects/page/323125-kohinoor-central-park-phase-1-by-kohinoor-group-in-maan,https://housing.com/in/buy/projects/page/339559-kohinoor-central-park-phase-ii-by-kohinoor-group-in-maan,,,https://www.squareyards.com/pune-residential-property/kohinoor-central-park/249248/project,,,,
413028,Krisala 41 Zillenia,Pune,https://krisala.com/41-zillenia-2-bhk-3-bhk-flats-in-punawale-pune/,NA,https://www.magicbricks.com/krisala-41-zillenia-punawale-pune-pdpid-4d4235343138313935,,,,https://housing.com/in/buy/projects/page/300182-krisala-41zillenia-by-krisala-developers-in-punawale,,,,https://www.squareyards.com/pune-residential-property/krisala-41-zillenia/226581/project,,,,
393900,EKA Elitas,Pune,https://ekabuildcon.com/eka-elitas/,NA,https://www.magicbricks.com/eka-elitas-kothrud-pune-pdpid-4d4235333332363731,,,,https://housing.com/in/buy/projects/page/272587-elitas-by-eka-buildcon-llp-in-kothrud,,,,https://www.squareyards.com/pune-residential-property/eka-elitas/216819/project,,,,
428588,Ranjeet Shree  Siddhivinayak Casa County,Pune,https://ranjeetdevelopers.com/plotting-projects.html,https://casacounty.ranjeetdevelopers.com/,https://www.magicbricks.com/ranjeet-casa-county-uruli-kanchan-pune-pdpid-4d4235313332353635,,,,https://housing.com/in/buy/projects/page/100213-ranjeet-shree-sidhhivinayak-anandsrushti-by-ranjeet-developers-in-uruli-kanchan,,,,https://www.squareyards.com/pune-residential-property/ranjeet-casa-county/33668/project,,,,
424835,Venkatesh Anandmayi,Pune,https://venkateshbuildcon.com/residential-projects/ongoing/venkatesh-anandmayi/,,https://www.magicbricks.com/venkatesh-anandmayi-ambegaon-bk-pune-pdpid-4d4235343139393533,,,,https://housing.com/in/buy/projects/page/317046-venkatesh-anandmayi-by-shree-venkatesh-buildcon-pvt-ltd-in-ambegaon-budruk,,,,https://www.squareyards.com/pune-residential-property/venkatesh-anandmayi/245507/project,,,,
403485,K Pune,Pune,https://tayalcorp.com/k-better-homes/k-pune/,https://www.kpune.in/,https://www.magicbricks.com/unique-spaces-k-pune-bavdhan-pune-pdpid-4d4235343137353233,,,,https://housing.com/in/buy/projects/page/292107-unique-k-pune-by-the-unique-spaces-in-bavdhan,,,,https://www.squareyards.com/pune-residential-property/unique-k-pune/209594/project,,,,
413782,Kumar Magnacity,Pune,https://www.kumarrealty.in/magnacity_details,,https://www.magicbricks.com/magnacity-manjri-budruk-pune-pdpid-4d4235343231363731,,,,https://housing.com/in/buy/projects/page/314845-magnacity-by-malnad-projects-pvt-ltd-in-manjari-budruk,,,,https://www.squareyards.com/pune-residential-property/kumar-magna-city/228358/project,,,,
428296,Blueroof Sylva,Pune,https://blueroofhomes.in/sylva/,,https://www.magicbricks.com/blueroof-sylva-sus-pune-pdpid-4d4235343231393531,,,,https://housing.com/in/buy/projects/page/321515-ss-blueroof-sylva-by-ss-properties-pashan-in-pashan,,,,https://www.squareyards.com/pune-residential-property/ss-blueroof-sylva/248126/project,,,,
423508,Dream Delmont,Pune,https://dreamworksrealtors.com/properties/dream-delmont/,https://dreamdelmont.com/,https://www.magicbricks.com/dream-delmont-bavdhan-pune-pdpid-4d4235343230353939,,,,https://housing.com/in/buy/projects/page/317899-dream-delmont-by-dream-works-realtors-in-bavdhan,,,,https://www.squareyards.com/pune-residential-property/dream-delmont/244428/project,,,,
331299,Nyati Esteban 1,Pune,https://nyatigroup.com/completed-residential-projects.php#,,https://www.magicbricks.com/nyati-esteban-i-undri-pune-pdpid-4d4235313235313433,,,,https://housing.com/in/buy/projects/page/7529-nyati-esteban-i-by-nyati-group-in-mohammed-wadi,,,,https://www.squareyards.com/pune-residential-property/nyati-esteban/30194/project,,,,
434000,Neco Park Central,Pune,https://vasupujya.com/neco-parkcentral,,https://www.magicbricks.com/vasupujya-neco-park-central-kharadi-pune-pdpid-4d4235343234333035,,,,https://housing.com/in/buy/projects/page/332047-neco-park-central-by-vasupujya-corporation-in-kharadi,,,,https://www.squareyards.com/pune-residential-property/vasupujya-neco-park-central/323822/project,,,,
425745,Vishal Eastern Front,Pune,https://digipaces.com/projects/pune/mundhwa/eastern-front,,https://www.magicbricks.com/eastern-front-mundhwa-pune-pdpid-4d4235343234353733,,,,https://housing.com/in/buy/projects/page/319187-vishal-eastern-front-by-vishal-group-in-mundhwa,,,,https://www.squareyards.com/pune-residential-property/vishal-eastern-front/306102/project,,,,
402775,Aishwarya Sahakari Gruharachna Sanstha Maryadit,Pune,https://www.ljmproperties.co.in/project/ongoing/residential/aishwarya.php,,https://www.magicbricks.com/ljm-aishwarya-sahakari-gruharachna-sanstha-maryadit-shukrawar-peth-pune-pdpid-4d4235333739383239,,,,https://housing.com/in/buy/projects/page/289542-aishwarya-sarasbaug-by-lohia-jain-malpani-properties-in-shukrawar-peth,,,,https://www.squareyards.com/pune-residential-property/aishwarya-chs/208772/project,,,,
103296,Kundan Praangan,Pune,https://kundans.com/,,https://www.magicbricks.com/kundan-praangan-bopkhel-pune-pdpid-4d4235303530313334,,,,https://housing.com/in/buy/projects/page/290034-kundan-praangan-by-kundan-spaces-llp-in-bopkhel,,,,https://www.squareyards.com/pune-residential-property/kundan-prangan/41648/project,,,,
393496,Kohinoor Kaleido,Pune,https://www.kohinoorpune.com/residential-projects/2bhk-and-3bhk-flats-in-new-kharadi-pune/project-overview,,https://www.magicbricks.com/kohinoor-kaleido-wagholi-pune-pdpid-4d4235333332383539,,,,https://housing.com/in/buy/projects/page/277625-kohinoor-kaleido-by-kohinoor-group-in-kharadi,,,,https://www.squareyards.com/pune-residential-property/kohinoor-kaleido/161864/project,,,,
413596,Geras Island of Joy,Pune,https://www.gera.in/islandofjoy/?utm_source=Google&utm_medium=search_ri&cstm_ppc_keyword=Gera%27s%20island%20of%20joy%20kharadi%20pune&cstm_ppc_placement=&cstm_ppc_device=c&cstm_ppc_campaign=Brand&cstm_ppc_channel=GoogleSearch&gad_source=1&gbraid=0AAAAAqFcjtrwLxGkU3RoWqhXP66MjgLcz&gclid=Cj0KCQjwh_i_BhCzARIsANimeoErk7a9vQP9BRWK7GEO6PY5Z7innb2rT1lJ9n_h9gBhXhQ5Nmlu9yMaAlo5EALw_wcB,,https://www.magicbricks.com/geras-island-of-joy-wagholi-pune-pdpid-4d4235343136373931,,,,https://housing.com/in/buy/projects/page/307352-geras-island-of-joy-by-gera-developments-in-upper-kharadi,,,,https://www.squareyards.com/pune-residential-property/gera-island-of-joy/229189/project,,,,
413714,Kolte 24K Manor,Pune,https://www.koltepatil.com/pune/residential-properties/ongoing/24k-manor,,https://www.magicbricks.com/kolte-patil-24k-manor-pimple-nilakh-pune-pdpid-4d4235343136353933,,,,https://housing.com/in/buy/projects/page/312895-kolte-patil-24k-manor-by-koltepatil-developers-in-pimple-nilakh,,,,https://www.squareyards.com/pune-residential-property/kolte-patil-24k-manor-towers/228645/project,,,,
428690,Nivasa Ananya,Pune,https://nivasagroup.com/new-residential-projects-in-lohegaon-pune/nivasa-ananya,,https://www.magicbricks.com/nivasa-ananya-lohegaon-pune-pdpid-4d4235343232323237,,,,https://housing.com/in/buy/projects/page/324850-nivasa-ananya-phase-i-by-nivasa-associates-in-kalwad-wasti,,,,https://www.squareyards.com/pune-residential-property/nivasa-ananya/251440/project,,,,
394298,Abhinav Pebbles Greenfields,Pune,https://abhinavpebblesgreenfield.in/,,https://www.magicbricks.com/abhinav-pebbles-greenfield-tathawade-pune-pdpid-4d4235333332393337,,,,https://housing.com/in/buy/projects/page/278398-abhinav-pebbles-greenfield-by-abhinav-rainbow-developers-promoters-llp-in-tathawade,,,,https://www.squareyards.com/pune-residential-property/abhinav-pebbles-greenfields/185823/project,,,,
411033,Divine Newquay,Pune,,,https://www.magicbricks.com/newquay-undri-pune-pdpid-4d4235343233363637,,,,https://housing.com/in/buy/projects/page/299231-newquay-by-divine-buildcon-in-undri,,,,https://www.squareyards.com/pune-residential-property/divine-newquay/239913/project,,,,
299583,Ranjai Apartments,Pune,,,https://www.magicbricks.com/shinde-&-patil-ranjai-shivane-pune-pdpid-4d4235313434313637,,,,https://housing.com/in/buy/projects/page/101103-shinde-and-patil-ranjai-by-shinde-and-patil-construction-in-shivane,,,,https://www.squareyards.com/pune-residential-property/sp-ranjai-apartments/189813/project,,,,
437839,Gulmohar Esteban,Pune,https://gulmohar-esteban.com/,,https://www.magicbricks.com/gulmohar-esteban-keshav-nagar-pune-pdpid-4d4235343235323633,,,,https://housing.com/in/buy/projects/page/335844-gulmohar-esteban-by-gulmohar-development-in-mundhwa,,,,https://www.squareyards.com/pune-residential-property/gulmohar-esteban/324961/project,,,,
414474,JN Adi Amma Insperia,Pune,,,https://www.magicbricks.com/jn-adi-amma-insperia-rahatni-pune-pdpid-4d4235343136383439,,,,https://housing.com/in/buy/projects/page/305617-jn-adi-amma-insperia-by-jn-realty-and-homes-in-rahatani,,,,https://www.squareyards.com/pune-residential-property/jn-adi-amma-insperia/238837/project,,,,
427636,Majestique Aravali,Pune,https://majestiquearavali.com/,,https://www.magicbricks.com/majestique-aravali-warje-pune-pdpid-4d4235343230393439,,,,https://housing.com/in/buy/projects/page/320604-majestique-aravali-by-majestique-landmarks-in-warje,,,,https://www.squareyards.com/pune-residential-property/majestique-aravali/247447/project,,,,
334623,Sukhwani Skylines,Pune,https://www.sukhwaniskylines.in/,,https://www.magicbricks.com/sukhwani-skylines-wakad-pune-pdpid-4d4235313330353533,,,,https://housing.com/in/buy/projects/page/199238-sukhwani-skylines-by-sukhwani-associates-in-wakad,,,,https://www.squareyards.com/pune-residential-property/sukhwani-skylines/101465/project,,,,
423518,Anandtara Iris Residences,Pune,https://anandtara.com/iris-residences/,,https://www.magicbricks.com/anandtara-iris-residences-phase-i-mundhwa-pune-pdpid-4d4235343230333233,,,,https://housing.com/in/buy/projects/page/316223-anandtara-iris-residences-phase-i-by-anandtara-construction-in-mundhwa,https://housing.com/in/buy/projects/page/319649-anandtara-iris-residences-phase-ii-by-anandtara-construction-in-mundhwa,,,https://www.squareyards.com/pune-residential-property/anandtara-iris-residences/244908/project,,,,
418023,Pride Montreal,Pune,https://www.prideworldcity.com/projects/montreal/,,https://www.magicbricks.com/pride-montreal-charholi-budruk-pune-pdpid-4d4235343137373733,,,,https://housing.com/in/buy/projects/page/310820-pride-montreal-by-pride-builders-llp-in-charholi-budruk,,,,https://www.squareyards.com/pune-residential-property/pride-world-city-montreal/234556/project,,,,
436788,Geras Joy on The Tree Tops,Pune,https://www.gera.in/projects/childcentric-homes/pune/ongoing/gera-s-joy-on-the-treetops/overview,,https://www.magicbricks.com/geras-joy-on-the-treetops-hinjewadi-phase-3-pune-pdpid-4d4235343235343937,,,,https://housing.com/in/buy/projects/page/339947-geras-joy-on-the-tree-tops-by-gera-developments-in-hinjawadi-phase-3,,,,https://www.squareyards.com/pune-residential-property/gera-joy-on-the-tree-tops/242570/project,,,,
391177,Akanksha The Camelia,Pune,https://www.akankshabuilders.com/,,https://www.magicbricks.com/the-camelia-wakad-pune-pdpid-4d4235333332373739,,,,https://housing.com/in/buy/projects/page/290006-akanksha-the-camelia-by-akanksha-builders-in-wakad,https://housing.com/in/buy/projects/page/289979-akanksha-the-camelia-phase-1-by-akanksha-builders-in-wakad,,,https://www.squareyards.com/pune-residential-property/akanksha-the-camelia/159463/project,,,,
29040,Naiknavare Kutumb,Pune,https://naiknavare.com/row-houses-duplex-homes-in-vadgaon-maval-pune-naiknavare-kutumb,,https://www.magicbricks.com/naiknavare-kutumb-prime-vadgaon-pune-pdpid-4d4235333333303637,,,,https://housing.com/in/buy/projects/page/53002-kutumb-project-3-by-naiknavare-housing-developements-pvt-ltd-in-vadgaon,https://housing.com/in/buy/projects/page/80820-naiknavare-kutumb-project-4-by-naiknavare-housing-developements-pvt-ltd-in-vadgaon,,,https://www.squareyards.com/pune-residential-property/naiknavare-kutumb/208896/project,,,,
404912,Boston by Pride World City,Pune,https://www.prideworldcity.com/projects/boston/,,https://www.magicbricks.com/pride-boston-charholi-budruk-pune-pdpid-4d4235333933383439,,,,https://housing.com/in/buy/projects/page/292029-boston-by-pride-builders-llp-in-charholi-budruk,,,,https://www.squareyards.com/pune-residential-property/pride-world-city-boston/222090/project,,,,
426337,M Soul Strings,Pune,https://msoulstrings.in/,,https://www.magicbricks.com/malpani-m-soul-strings-pashan-pune-pdpid-4d4235343231313931,,,,https://housing.com/in/buy/projects/page/326531-malpani-soul-strings-by-malpani-estates-in-pashan,,,,https://www.squareyards.com/pune-residential-property/malpani-m-soul-strings/246986/project,,,,
424359,Kohinoor Uptown Avenue,Pune,https://kohinoorpropertypune.com/projects/kohinoor-uptown-avenue/,,https://www.magicbricks.com/kohinoor-uptown-avenue-punawale-pune-pdpid-4d4235343139373137,,,,https://housing.com/in/buy/projects/page/317431-uptown-avenue-by-kohinoor-group-in-punawale,,,,https://www.squareyards.com/pune-residential-property/kohinoor-uptown-avenue/245760/project,,,,
404003,Paranjape Misty Greens,Pune,https://www.pscl.in/misty-greens/villa-plots-in-pune/,,https://www.magicbricks.com/misty-greens-by-paranjape-schemes-bhugaon-pune-pdpid-4d4235343232303535,,,,https://housing.com/in/buy/projects/page/301140-paranjape-misty-greens-by-paranjape-schemes-construction-ltd-in-bhugaon,,,,https://www.squareyards.com/pune-residential-property/paranjape-misty-greens/221668/project,,,,
390363,Opulent Starlit,Pune,https://opulentstarlit.com/,,https://www.magicbricks.com/opulent-starlit-koregaon-park-pune-pdpid-4d4235333336393239,,,,https://housing.com/in/buy/projects/page/276996-starlit-by-opulent-developers-in-koregaon-park,,,,https://www.squareyards.com/pune-residential-property/opulent-starlit/149367/project,,,,
409184,Saheel Itrend Futura,Pune,https://itrendfutura.com/,,https://www.magicbricks.com/saheel-itrend-futura-mahalunge-pune-pdpid-4d4235343036373931,,,,https://housing.com/in/buy/projects/page/294070-saheel-itrend-futura-by-saheel-properties-in-baner,,,,https://squareyards.com/pune-residential-property/saheel-itrend-futura/222472/project,,,,
432452,F5 Mindspace Residency,Pune,https://www.f5realtors.com/,,https://www.magicbricks.com/mindspace-residency-lohegaon-pune-pdpid-4d4235343232363737,,,,https://housing.com/in/buy/projects/page/326846-anand-mindspace-residency-phase-1-by-anand-mindspace-llp-in-lohegaon,,,,https://www.squareyards.com/pune-residential-property/f5-mindspace-residency/305789/project,,,,
396840,Pride SOHO,Pune,https://prideworldcity.co.in/soho/,,https://www.magicbricks.com/pride-soho-charholi-budruk-pune-pdpid-4d4235333335323433,,,,https://housing.com/in/buy/projects/page/283726-pride-soho-by-pride-builders-llp-in-dhanori,,,,https://www.squareyards.com/pune-residential-property/pride-world-city/2190/project,,,,
374119,Mahindra Happinest Tathawade,Pune,https://www.mahindratathawade.com/,,https://www.magicbricks.com/mahindra-happinest-tathawade-phase-1-mahalunge-pune-pdpid-4d4235333535373133,,,,https://housing.com/in/buy/projects/page/254328-mahindra-happinest-tathawade-by-mahindra-lifespaces-in-tathawade,,,,https://www.squareyards.com/pune-residential-property/mahindra-happinest-tathawade-phase-1/103168/project,,,,
412016,Kolte Patil Life Republic Atmos,Pune,https://www.koltepatil.com/landing-pages/life-republic/,,https://www.magicbricks.com/kolte-patil-life-republic-sector-r22-avenue-atmos-hinjewadi-pune-pdpid-4d4235343136373839,,,,https://housing.com/in/buy/projects/page/321561-kolte-patil-life-republic-sector-r22-22nd-avenue-atmos-phase-ii-by-koltepatil-developers-in-mulshi,,,,https://www.squareyards.com/pune-residential-property/kolte-patil-life-republic-atmos/226500/project,,,,
419163,Kohinoor Viva Pixel,Pune,https://www.kohinoorpune.com/residential-projects/3bhk-and-4bhk-flats-in-dhanori-pune-kohinoor-viva-pixel/project-overview,,https://www.magicbricks.com/kohinoor-viva-pixel-dhanori-pune-pdpid-4d4235343138303131,,,,https://housing.com/in/buy/projects/page/316224-kohinoor-viva-pixel-phase-2-by-rising-associates-in-dhanori,,,,https://www.squareyards.com/pune-residential-property/kohinoor-viva-pixel/234566/project,,,,
399309,Lodha Giardino,Pune,https://www.lodhagroup.com/projects/residential-property-in-pune/lodha-giardino-kharadi,,https://www.magicbricks.com/lodha-giardino-kharadi-pune-pdpid-4d4235343139303233,,,,https://housing.com/in/buy/projects/page/295607-lodha-kharadi-pune-phase-ii-tower-7-by-lodha-group-in-wagholi,,,,https://www.squareyards.com/pune-residential-property/lodha-giardino/205258/project,,,,
427641,64 Hills,Pune,https://64hills.com/,,https://www.magicbricks.com/manisha-constructions-64-hills-bavdhan-pune-pdpid-4d4235343232393533,,,,https://housing.com/in/buy/projects/page/320608-64-hills-by-manisha-constructions-in-bavdhan,,,,https://www.squareyards.com/pune-residential-property/manisha-64-hills/247574/project,,,,
423843,Shree Venkatesh Laurel,Pune,https://venkateshlaurel.com/,,https://www.magicbricks.com/shree-venkatesh-laurel-shivajinagar-pune-pdpid-4d4235343139393639,,,,https://housing.com/in/buy/projects/page/318293-venkatesh-laurel-by-shree-venkatesh-buildcon-pvt-ltd-in-shivaji-nagar,,,,https://www.squareyards.com/pune-residential-property/venkatesh-laurel/247070/project,,,,
423846,Ranjekar Umashankar Prasad,Pune,https://ranjekarrealty.com/projects/umashankar-prasad.html,,https://www.magicbricks.com/umashankar-prasad-rambaug-colony-pune-pdpid-4d4235343230323537,,,,https://housing.com/in/buy/projects/page/308250-umashankar-prasad-by-ranjekar-realty-in-kothrud?gad_source=1&gbraid=0AAAAADqjP_RiS0-hcS-eDyC95Wwq_ukif&gclid=Cj0KCQjwh_i_BhCzARIsANimeoEQxWldzHPU_Gm5VKH230zYHB0KAHMyxkCOKZfj4fARI9F23niDQrAaAstUEALw_wcB,,,,https://www.squareyards.com/pune-residential-property/ranjekar-umashankar-prasad/237458/project,,,,
437354,209 Hadapsar,Pune,https://209hadapsar.com/,,https://www.magicbricks.com/209-hadapsar-hadapsar-pune-pdpid-4d4235313530333839,,,,https://housing.com/in/buy/projects/page/337911-209-hadapsar-by-lohia-jain-malpani-properties-in-hadapsar,,,,https://www.squareyards.com/pune-residential-property/lohia-jain-209-hadapsar/324953/project,,,,
428329,Nyati Evoque,Pune,https://nyatigroup.com/nyati-evoque/,,https://www.magicbricks.com/nyati-evoque-wadgaon-sheri-pune-pdpid-4d4235343235373539,,,,https://housing.com/in/buy/projects/page/322010-nyati-evoque-by-nyati-group-in-kalyani-nagar,,,,https://www.squareyards.com/pune-residential-property/nyati-evoque/248416/project,,,,
353147,Shiv Park59,Pune,https://www.park59.com/,,https://www.magicbricks.com/park-59-wakad-pune-pdpid-4d4235333235373031,,,,https://housing.com/in/buy/projects/page/232420-shiv-park-59-by-shiv-developers-haveli-in-wakad,,,,https://www.squareyards.com/pune-residential-property/shiv-park-59/147112/project,,,,
419466,Merlin Ventana,Pune,https://merlin-ventana.com/,,https://www.magicbricks.com/merlin-ventana-baner-pune-pdpid-4d4235343138393639,,,,https://housing.com/in/buy/projects/page/311218-merlin-ventana-by-merlin-in-baner,,,,https://www.squareyards.com/pune-residential-property/merlin-ventana/236378/project,,,,
423801,One Aretha,Pune,https://onearetha.com/,,https://www.magicbricks.com/triaa-and-choice-spaces-one-aretha-dhanori-pune-pdpid-4d4235343230323731,,,,https://housing.com/in/buy/projects/page/315596-one-aretha-by-triaa-landmark-llp-in-dhanori,,,,https://www.squareyards.com/pune-residential-property/triaa-one-aretha/241713/project,,,,
394309,K Shire,Pune,https://tayalcorp.com/k-better-homes/k-shire/,NA,https://www.magicbricks.com/unique-k-shire-punawale-pune-pdpid-4d4235333333383931,,,,https://housing.com/in/buy/projects/page/299315-k-shire-by-the-unique-spaces-in-punawale,https://housing.com/in/buy/projects/page/299314-unique-k-shire-phase-2-by-the-unique-spaces-in-punawale,https://housing.com/in/buy/projects/page/340443-unique-k-shire-phase-3-by-the-unique-spaces-in-punawale,https://housing.com/in/buy/projects/page/282947-k-shire-wing-a-b-c-d-by-the-unique-spaces-in-punawale,https://www.squareyards.com/pune-residential-property/unique-k-shire/185731/project,,,,
417150,Godrej River Royale,Pune,https://www.godrejproperties.com/pune/residential/godrej-river-royale,NA,https://www.magicbricks.com/godrej-river-royale-mahalunge-pune-pdpid-4d4235343137373135,,,,https://housing.com/in/buy/projects/page/308350-godrej-river-royale-by-godrej-properties-ltd-in-mahalunge,,,,https://www.squareyards.com/pune-residential-property/godrej-river-royale/233259/project,,,,
381254,Wellington at Pride World City,Pune,https://www.prideworldcity.com/projects/wellington-page/,NA,https://www.magicbricks.com/pride-world-city-wellington-dhanori-lohegaon-road-pune-pdpid-4d4235333436373635,,,,https://housing.com/in/buy/projects/page/333849-pride-wellington-by-pride-builders-llp-in-charholi-budruk,,,,https://www.squareyards.com/pune-residential-property/pride-world-city-wellington/230434/project,,,,
409477,Aurigaa Mirai,Pune,NA,NA,https://www.magicbricks.com/gk-mirai-phase-i-punawale-pune-pdpid-4d4235343039393339,,,,https://housing.com/in/buy/projects/page/296383-aurigaa-mirai-phase-1-by-aurigaa-realtors-in-punawale,,,,https://www.squareyards.com/pune-residential-property/aurigaa-mirai/220304/project,,,,
430086,Kohinoor Satori,Pune,https://satori.kohinoorpune.com/,NA,https://www.magicbricks.com/kohinoor-satori-mahalunge-mahalunge-pune-pdpid-4d4235343231393537,,,,https://housing.com/in/buy/projects/page/325952-kohinoor-satori-by-kohinoor-group-in-mahalunge,,,,https://www.squareyards.com/pune-residential-property/kohinoor-satori/250276/project,,,,
422151,Evolvus By Majestique,Pune,https://evolvus.majestiqueproperties.com/,NA,https://www.magicbricks.com/majestique-evolvus-kharadi-pune-pdpid-4d4235343138353239,,,,https://housing.com/in/buy/projects/page/313645-evolvus-phase-i-by-majestique-landmarks-in-kharadi,,,,https://www.squareyards.com/pune-residential-property/majestique-evolvus/240133/project,,,,
425957,Kings County,Pune,NA,NA,https://www.magicbricks.com/kings-county-wakad-pune-pdpid-4d4235343232333835,,,,https://housing.com/in/buy/projects/page/319339-kings-county-phase-i-by-kings-marque-group-in-wakad,,,,https://www.squareyards.com/pune-residential-property/kings-county/246972/project,,,,
