Project Name,Builder Name,Project Address,Avg Price psft,Completion date,Sizes,Project Area,RERA,Project Size - Tower Count,Project Size - Unit Count,Configurations,Amenities - Count,Amenities - List,Photos Count,Videos Count,Total Count,Review Count,Builder-Established Date,Builder-Project count,Builder description,Possession Status,Launch Date
Eldeco Live By The Greens Phase 1,ELDECO,"Sector 150, Noida-Greater Noida Expressway, Noida",₹14.04 K/sq.ft,"Jun, 2025",1137 - 1404 sq.ft.,20 Acres,UPRERAPRJ15172,,572,"2, 3 BHK Apartments",50,"Amphitheater, Cricket Pitch, Skating Rink, Water Softner Plant, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Indoor Games, Shopping Mall, Party Lawn, Sewage Treatment Plant, Children's Play Area, Sports Area, Party Hall, 24x7 CCTV Surveillance, Chess Board, Open Car Parking, Spa/Sauna/Steam, Banquet Hall, Maintenance Staff, Rain Water Harvesting, Library, 24x7 Security, Cafeteria, Tennis Court, Garbage Disposal, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, Closed Car Parking, Gated Community, Sports Facility, Lawn Tennis Court, Utility Shops, Club House, Lift(s), Badminton Court, RO Water System, Sun Deck, Multipurpose Hall, Basketball Court, Paved Compound, Solar Water Heating, ATM, Power Backup, Billiards / Snooker Table",35,Not Found,35,0,98,Not Found,"Eldeco has dedicated their life’s work towards creating a perfect real estate and housing solutions possible for their vast number of clients. From their initial beginnings as a small business enterprize, this real estate development and construction company has always set out to raise standards of work in the field and has had a permanent and strong vision for their future.",Under Construction,"Feb, 2018"
Samridhi Luxuriya Avenue,SAMRIDHI GROUP,"Sector 150, Noida-Greater Noida Expressway, Noida",13 K - ₹13.89 K/sq.ft,"Mar, 2025",1165 - 1690 sq.ft.,10 Acres (80% open),UPRERAPRJ1746,,760,"2, 2.5, 3 BHK Apartments",66,"Amphitheater, Cricket Pitch, Gazebo, Spa, Skating Rink, Fountains, Fire Sprinklers, Table Tennis, Mini Theatre, Kid's Pool, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Street Lighting, Indoor Games, Pergola, Party Lawn, Sewage Treatment Plant, Intercom, Children's Play Area, Card Room, Party Hall, 24x7 CCTV Surveillance, Chess Board, Community Hall, Banquet Hall, Maintenance Staff, Rain Water Harvesting, Library, 24x7 Security, Cafeteria, Natural Pond, Waiting Lounge, Internet / Wi-Fi, Tennis Court, Sauna Bath, Reflexology Park, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Fire Fighting System, Gymnasium, Squash Court, Golf Course, Jogging Track, Gated Community, Sports Facility, Utility Shops, Lawn Tennis Court, Open Air Theatre, Club House, Entrance Lobby, Yoga / Meditation Area, Lift(s), Badminton Court, RO Water System, Video Door Security, Multipurpose Hall, Basketball Court, Staff Quarter, Paved Compound, Internal Roads & Footpaths, Carrom, Power Backup, Billiards / Snooker Table",43,2,45,0,4,Not Found,"Samridhi Group is known for its top-notch quality infrastructure of design in residential complexes constructed at prime locations with best investment opportunities and value for money. Since its commencement in the year 2013, the group has always strived for the best and has always prioritized its customers over everything. The group is based on solid foundations of trust, commitment and transparency, because of which it has always stood out in the crowd. The group offers two modern yet affordable projects, Samridhi Luxuriya Avenue in Sector 150, Noida and Samridhi Grand Avenue in Greater Noida west respectively.",Ready to Move,
Godrej Nest,GODREJ PROPERTIES LTD.,& LOTUS GREENS,Not Found,"Mar, 2025",743 - 2164 sq.ft.,18 Acres,"UPRERAPRJ13521, UPRERAPRJ14252",,545,"2, 3, 4 BHK Apartments",75,"Amphitheater, Cricket Pitch, Spa, Skating Rink, Fire Sprinklers, Mini Theatre, Medical Store/Pharmacy, Medical Facilities, Water Softner Plant, Car Parking, 24X7 Water Supply, Concierge Service, Multipurpose Room, Senior Citizen Siteout, Street Lighting, Indoor Games, Shopping Mall, Party Lawn, Sewage Treatment Plant, Intercom, Children's Play Area, Salon, Card Room, Recreation Facilities, Party Hall, 24x7 CCTV Surveillance, Community Hall, Maintenance Staff, Banquet Hall, Library, Rain Water Harvesting, Laundromat, 24x7 Security, Cafeteria, Natural Pond, Waiting Lounge, Internet / Wi-Fi, Tennis Court, Grocery Shop, Reflexology Park, Solar Lighting, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Storage, Gymnasium, Fire Fighting System, Golf Course, School, Squash Court, Gated Community, Sports Facility, Utility Shops, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Security Cabin, Lift(s), Creche/Day Care, Badminton Court, Terrace Garden, Sun Deck, Video Door Security, Restaurant, Multipurpose Hall, Basketball Court, Paved Compound, Solar Water Heating, Internal Roads & Footpaths, Carrom, Infinity Pool, Power Backup, Billiards / Snooker Table, DG Availability",44,1,45,0,1990,300,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths
A reliable brand name in the Indian realty market, Godrej Properties Ltd. continues to evolve and abides by its philosophy of delivering world-class housing spaces for the customers. The developer has an unwavering commitment towards environmental sustainability and has built over 70 residential projects and 44 ongoing projects with cutting-edge design and technology, at par with international standards of construction. All the residential properties developed by Godrej Properties are innovative and superior products that possess designs that match every homebuyer’s lifestyle choices while reflecting the legacy of excellence and trust of Godrej Group.
The company is led by its Chairman Adi Godrej, Executive Chairman of Godrej Properties Pirojsha Godrej, and Managing Director and Chief Executive Officer, Mohit Malhotra. It has a dynamic team of talented professionals who work with the leading project management consultants, world-renowned architects and associates.
With a customer-centric approach, Godrej Properties has a passion to transform the country's urban landscape and offer a brighter and secure living experience for customers. It has the vision to foster innovation and augment work productivity and customer satisfaction while enhancing the stakeholder value through the adoption of industry best practices.
Projects
The projects by Godrej Properties Ltd are rated amongst the ‘first of its kind’ projects such as the CII-Godrej Green Building Center in Hyderabad which was the first LEED (Leadership in Energy and Environmental Design) Platinum building outside of the United States. The Godrej BKC at Bandra Kurla Complex is the only LEED Platinum rated building in India's leading commercial district.
Since its inception, the builder has successfully delivered properties spanning a total area of over 10.3 million square metres across 12 cities. Godrej Nature Plus at Sohna, Gurgaon and Godrej Emerald Vista at Thane West, Mumbai are some upcoming projects of Godrej Properties that comprise 1, 2 and 3BHK apartments equipped with a plethora of modern facilities.",Ready to Move,"Nov, 2017"
Godrej Palm Retreat 1,GODREJ PROPERTIES LTD.,"Sector 150, Noida-Greater Noida Expressway, Noida",₹14.18 K/sq.ft,"Jun, 2025",927 - 2805 sq.ft.,14 Acres,UPRERAPRJ745601,,430,"1, 2, 3, 4 BHK Apartments",38,"Natural Pond, Amphitheater, Swimming Pool, Fountains, Landscaping & Tree Planting, Table Tennis, Mini Theatre, Gymnasium, Fire Fighting System, Flower Garden, Manicured Garden, Squash Court, Car Parking, 24X7 Water Supply, Jogging Track, Senior Citizen Siteout, Gated Community, Indoor Games, Pergola, Shopping Mall, Lawn Tennis Court, Sewage Treatment Plant, Club House, Intercom, Children's Play Area, Yoga / Meditation Area, Card Room, Recreation Facilities, Lift(s), Badminton Court, Aerobics Room, Terrace Garden, Sun Deck, Paved Compound, Banquet Hall, Library, Power Backup, Billiards / Snooker Table",39,1,40,0,1990,300,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths
A reliable brand name in the Indian realty market, Godrej Properties Ltd. continues to evolve and abides by its philosophy of delivering world-class housing spaces for the customers. The developer has an unwavering commitment towards environmental sustainability and has built over 70 residential projects and 44 ongoing projects with cutting-edge design and technology, at par with international standards of construction. All the residential properties developed by Godrej Properties are innovative and superior products that possess designs that match every homebuyer’s lifestyle choices while reflecting the legacy of excellence and trust of Godrej Group.
The company is led by its Chairman Adi Godrej, Executive Chairman of Godrej Properties Pirojsha Godrej, and Managing Director and Chief Executive Officer, Mohit Malhotra. It has a dynamic team of talented professionals who work with the leading project management consultants, world-renowned architects and associates.
With a customer-centric approach, Godrej Properties has a passion to transform the country's urban landscape and offer a brighter and secure living experience for customers. It has the vision to foster innovation and augment work productivity and customer satisfaction while enhancing the stakeholder value through the adoption of industry best practices.
Projects
The projects by Godrej Properties Ltd are rated amongst the ‘first of its kind’ projects such as the CII-Godrej Green Building Center in Hyderabad which was the first LEED (Leadership in Energy and Environmental Design) Platinum building outside of the United States. The Godrej BKC at Bandra Kurla Complex is the only LEED Platinum rated building in India's leading commercial district.
Since its inception, the builder has successfully delivered properties spanning a total area of over 10.3 million square metres across 12 cities. Godrej Nature Plus at Sohna, Gurgaon and Godrej Emerald Vista at Thane West, Mumbai are some upcoming projects of Godrej Properties that comprise 1, 2 and 3BHK apartments equipped with a plethora of modern facilities.",Under Construction,"Jun, 2019"
ACE Parkway,ACE GROUP,"Plot No. SC 01/B8, Sector 150, Noida-Greater Noida Expressway, Noida",₹14 K/sq.ft,Ready to Move,1085 - 3220 sq.ft.,11 Acres (80% open),UPRERAPRJ4514,,970,"2, 3, 4 BHK Apartments",63,"Amphitheater, Volleyball Court, Cricket Pitch, Gazebo, Skating Rink, Fountains, Fire Sprinklers, 24X7 Water Supply, Car Parking, Senior Citizen Siteout, Street Lighting, Indoor Games, Pergola, Shopping Mall, Hospital, Party Lawn, Sewage Treatment Plant, Intercom, Children's Play Area, Card Room, Recreation Facilities, Solid Waste Management And Disposal, 24x7 CCTV Surveillance, Community Hall, Storm Water Drains, Rain Water Harvesting, 24x7 Security, Jacuzzi, Waiting Lounge, Internet / Wi-Fi, Tennis Court, Grocery Shop, Reflexology Park, Garbage Disposal, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, Golf Course, School, Squash Court, Closed Car Parking, Jogging Track, Gated Community, Sports Facility, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Football Field, Lift(s), Badminton Court, High Speed Elevators, Temple, Multipurpose Hall, Basketball Court, Staff Quarter, Paved Compound, Internal Roads & Footpaths, ATM, Power Backup",100,1,101,0,10,Not Found,"ACE is one of the top reputed builders in Noida, which has always been creative, innovative and imaginative in the front of the real estate developments in Delhi NCR region. The group is very well known for its world class projects and professionalism in delivering all the projects on a timely basis and with top quality products. The primary business is the development of residential and commercial projects that consist of modern standards. ACE Group always gives consistent high performance and a strong commitment to maintain quality standards and customer service. Today ACE has become a reputed builder in Noida which is synonymous with quality, style, luxury, comfort, space, innovation and is delivering a wide range of luxurious projects through its innovative construction method, best quality materials, services and modern designs. In a short period of time Ace has achieved excellence, client satisfaction and trust and has efficiently served them luxurious projects without compromising on the quality and delivery time. The group has always offered affordability, location advantage, quality, modern features and luxurious amenities to the clients for their convenience. Ace is now well-known for understanding our clients needs and catering to their dreams.",Ready to Move,"Mar, 2017"
ATS Le Grandiose,ATS INFRASTRUCTURE LIMITED,"Plot No-SC-01/C-A1 Of Sport City, Sector-150, Noida-Greater Noida Expressway, Noida",₹9.72 K/sq.ft,"Jun, 2025",1625 - 3200 sq.ft.,18 Acres,"UPRERAPRJ14316, UPRERAPRJ3250",,1056,"3, 4 BHK Apartments",41,"Internet / Wi-Fi, Cricket Pitch, Changing Room, Fire Alarm, Garbage Disposal, Swimming Pool, Vastu Compliant, Fire Sprinklers, Landscaping & Tree Planting, Water Storage, Gymnasium, Fire Fighting System, Water Softner Plant, Car Parking, Squash Court, 24X7 Water Supply, Multipurpose Room, Jogging Track, Gated Community, Indoor Games, Sports Facility, Shopping Mall, Piped Gas Connection, Sewage Treatment Plant, Intercom, Club House, Children's Play Area, Yoga / Meditation Area, Card Room, Visitor Parking, Lift(s), RO Water System, 24x7 CCTV Surveillance, Video Door Security, Basketball Court, Maintenance Staff, Rain Water Harvesting, 24x7 Security, Power Backup, Cafeteria, Billiards / Snooker Table",44,1,45,0,1998,56,"Developer Profile
ATS Green is one of the top performing real estate companies in India. Since its inception in 1998, the developer has seen phenomenal growth and delivered landmark projects across the National Capital Region (NCR) in Noida, Gurgaon, Greater Noida and Yamuna Expressway. The property portfolio of the builder includes residential, commercial, hospitality and retail projects. A Member of CREDAI, the company has gained the trust of thousands of customers because of its commitment towards building a sustainable environment. It has won several awards for its projects such as Premium Apartment Project of the Year in 2017 by NDTV Property Awards and Achievement Award for Best Construction Projects at the 8th CIDC Awards in 2016.
Experience and Strengths
A dedicated workforce of around 3,500 employees at ATS Green is led by a highly experienced management team led by Chairman and Managing Director, Getamber Anand, ATS Infrastructure Ltd. The company is committed to operating every aspect of the business in compliance with the mission and core values of the organization like unprecedented professionalism, transparency, reliability and integrity. The builder is focused on meeting the customers’ requirements through methodical project development and management procedures as well as adherence to global quality standards and best industry practices.
Properties developed by ATS Green are a sheer reflection of extraordinary in-house construction and unmatched brand equity. The developer has successfully delivered around 7,000 residential units to over 30,000 customers. All these properties boast modern architecture and superior construction quality accompanied by earmarked features entailing green surroundings and a host of world-class amenities.
ATS Green strives towards setting and achieve new milestones while considering ‘best customers experience’ as their top-most priority. The builder works towards “Ensuring Environmental Sustainability and Ecological Balance” through special programmes involving environment conservation initiatives.
Projects
In a period of two decades, ATS Green has evolved as a business while keeping pace with the changing market trends. It has successfully delivered real estate space spanning 30 million sqft and has around 40 million sqft of space underway. The builder is focusing its efforts on the target of average 5 million sqft of residential development annually not only in the NCR but across different geographies across the country.
In the residential segment, ATS Green offers well-designed 2, 3 and 4 BHK apartments and villas with sizes ranging between 1,000 sqft and over 3,000 sqft. It also offers plush, spacious 6BHK suites with over 4,000 sqft of area. Some of the outstanding residential projects by the developer include ATS Golf Meadows Lifestyle at Dera Bassi in Chandigarh; Casa Espana Apartment at Sector 121 in Mohali, ATS Pristine at Sector 150 in Noida and the upcoming ATS Tourmaline at Sector 109 in Gurgaon.",Under Construction,"Jun, 2015"
Purvanchal Royal City Phase 2,PURVANCHAL PROJECTS PVT. LTD.,"Plot No. GH-05, Sector CHI-V, Yamuna Expressway, Greater Noida",Not Found,Ready to Move,1107 - 1272 sq.ft.,8.8 Acres (80% open),UPRERAPRJ295195,,1072,3 BHK Apartment,65,"Amphitheater, Cricket Pitch, Gazebo, Spa, Fountains, Mini Theatre, Medical Store/Pharmacy, Water Softner Plant, Concierge Service, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Street Lighting, Indoor Games, Cycling & Jogging Track, Shopping Mall, Piped Gas Connection, Sewage Treatment Plant, Intercom, Children's Play Area, Steam Room, Card Room, Recreation Facilities, Automated Car Wash, Visitor Parking, 24x7 CCTV Surveillance, Reserved Parking, Chess Board, Spa/Sauna/Steam, Banquet Hall, Library, Rain Water Harvesting, 24x7 Security, Jacuzzi, Internet / Wi-Fi, Tennis Court, Sauna Bath, Grocery Shop, Solar Lighting, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Fire Fighting System, Gymnasium, School, Squash Court, Golf Course, Closed Car Parking, Jogging Track, Gated Community, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Lift(s), Badminton Court, Terrace Garden, Creche/Day Care, Multipurpose Hall, Basketball Court, Paved Compound, Carrom, Power Backup, Billiards / Snooker Table",44,1,45,0,1994,21,"Purvanchal Projects Pvt. Ltd. an ISO 9001:2028 Certified Company has rapidly risen to be a premiere construction company due to its inflexible commitment to the highest level of excellence construction as well as its reliability in delivery schedules. The group has contributed various projects in commercial and residential that assure of changing the prospective of real estate. Their efforts include not just higher construction standards but also unmatched customer satisfaction. Their products are aligned towards providing maximum customer pleasure by catering to their needs and requirements. The company deliver all best quality and easy accessible to schools, colleges, hospitals, and entertainment facilities for better convenience.",Ready to Move,"Feb, 2019"
Godrej Tropical Isle,GODREJ PROPERTIES LTD.,"Sector 146, Noida-Greater Noida Expressway, Jhatta",₹19.53 K/sq.ft,"Feb, 2030",831 - 3250 sq.ft.,6.17 Acres,UPRERAPRJ303390,,826,"2, 3, 4 BHK Apartments",25,"Swimming Pool, Vastu Compliant, Fire Sprinklers, Water Storage, Gymnasium, Squash Court, Golf Course, Car Parking, 24X7 Water Supply, Jogging Track, Indoor Games, Party Lawn, Club House, Intercom, Children's Play Area, Service Lift, Yoga / Meditation Area, Visitor Parking, Lift(s), Badminton Court, Aerobics Room, 24x7 CCTV Surveillance, Multipurpose Hall, Basketball Court, Power Backup",26,Not Found,26,0,1990,300,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths
A reliable brand name in the Indian realty market, Godrej Properties Ltd. continues to evolve and abides by its philosophy of delivering world-class housing spaces for the customers. The developer has an unwavering commitment towards environmental sustainability and has built over 70 residential projects and 44 ongoing projects with cutting-edge design and technology, at par with international standards of construction. All the residential properties developed by Godrej Properties are innovative and superior products that possess designs that match every homebuyer’s lifestyle choices while reflecting the legacy of excellence and trust of Godrej Group.
The company is led by its Chairman Adi Godrej, Executive Chairman of Godrej Properties Pirojsha Godrej, and Managing Director and Chief Executive Officer, Mohit Malhotra. It has a dynamic team of talented professionals who work with the leading project management consultants, world-renowned architects and associates.
With a customer-centric approach, Godrej Properties has a passion to transform the country's urban landscape and offer a brighter and secure living experience for customers. It has the vision to foster innovation and augment work productivity and customer satisfaction while enhancing the stakeholder value through the adoption of industry best practices.
Projects
The projects by Godrej Properties Ltd are rated amongst the ‘first of its kind’ projects such as the CII-Godrej Green Building Center in Hyderabad which was the first LEED (Leadership in Energy and Environmental Design) Platinum building outside of the United States. The Godrej BKC at Bandra Kurla Complex is the only LEED Platinum rated building in India's leading commercial district.
Since its inception, the builder has successfully delivered properties spanning a total area of over 10.3 million square metres across 12 cities. Godrej Nature Plus at Sohna, Gurgaon and Godrej Emerald Vista at Thane West, Mumbai are some upcoming projects of Godrej Properties that comprise 1, 2 and 3BHK apartments equipped with a plethora of modern facilities.",Under Construction,"Sep, 2023"
Godrej Meridien Phase II,Godrej Meridien,"Sector 106, Dwarka Expressway, Gurgaon",Not Found,Price on request,,,,,,"Sep, 2023",55,"Amphitheater, Spa, Skating Rink, Fountains, Fire Sprinklers, Valet Parking, Mini Theatre, Medical Store/Pharmacy, Concierge Service, Car Parking, 24X7 Water Supply, Senior Citizen Siteout, Street Lighting, Indoor Games, Pergola, Piped Gas Connection, Intercom, Children's Play Area, Salon, Steam Room, Card Room, Chess Board, Library, 24x7 Security, Jacuzzi, Sauna Bath, Grocery Shop, Reflexology Park, Swimming Pool, Landscaping & Tree Planting, Gymnasium, Flower Garden, School, Closed Car Parking, Jogging Track, Gated Community, Lawn Tennis Court, Club House, Entrance Lobby, Security Cabin, Barbecue Area, Bar/Chill-out Lounge, Lift(s), Badminton Court, Sun Deck, Video Door Security, Restaurant, Multipurpose Hall, Basketball Court, Yoga / Meditation Area, Paved Compound, ATM, Carrom, Power Backup, Billiards / Snooker Table",14,1,15,0,1990,286,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths
A reliable brand name in the Indian realty market, Godrej Properties Ltd. continues to evolve and abides by its philosophy of delivering world-class housing spaces for the customers. The developer has an unwavering commitment towards environmental sustainability and has built over 70 residential projects and 44 ongoing projects with cutting-edge design and technology, at par with international standards of construction. All the residential properties developed by Godrej Properties are innovative and superior products that possess designs that match every homebuyer’s lifestyle choices while reflecting the legacy of excellence and trust of Godrej Group.
The company is led by its Chairman Adi Godrej, Executive Chairman of Godrej Properties Pirojsha Godrej, and Managing Director and Chief Executive Officer, Mohit Malhotra. It has a dynamic team of talented professionals who work with the leading project management consultants, world-renowned architects and associates.
With a customer-centric approach, Godrej Properties has a passion to transform the country's urban landscape and offer a brighter and secure living experience for customers. It has the vision to foster innovation and augment work productivity and customer satisfaction while enhancing the stakeholder value through the adoption of industry best practices.
Projects
The projects by Godrej Properties Ltd are rated amongst the ‘first of its kind’ projects such as the CII-Godrej Green Building Center in Hyderabad which was the first LEED (Leadership in Energy and Environmental Design) Platinum building outside of the United States. The Godrej BKC at Bandra Kurla Complex is the only LEED Platinum rated building in India's leading commercial district.
Since its inception, the builder has successfully delivered properties spanning a total area of over 10.3 million square metres across 12 cities. Godrej Nature Plus at Sohna, Gurgaon and Godrej Emerald Vista at Thane West, Mumbai are some upcoming projects of Godrej Properties that comprise 1, 2 and 3BHK apartments equipped with a plethora of modern facilities.",Not Found,
Godrej Meridien,GODREJ PROPERTIES LTD.,"Sector 106, Dwarka Expressway, Gurgaon",Not Found,"May, 2022",1366 - 2720 sq.ft.,14 Acres (86% open),"06 OF 2018 DATED 18.05.2018 And 05 OF 2018, GGM/393/125/2020/09 DATED 10.02.2020",,700,"2, 3, 4 BHK Apartments",65,"Amphitheater, Spa, Skating Rink, Fountains, Valet Parking, Mini Theatre, Kid's Pool, Medical Store/Pharmacy, Medical Facilities, Car Parking, 24X7 Water Supply, Concierge Service, Multipurpose Room, Senior Citizen Siteout, Street Lighting, Indoor Games, Cycling & Jogging Track, Pergola, Intercom, Children's Play Area, Salon, Steam Room, Visitor Parking, 24x7 CCTV Surveillance, Spa/Sauna/Steam, Maintenance Staff, Banquet Hall, Library, Rain Water Harvesting, Jacuzzi, 24x7 Security, Cafeteria, Tennis Court, Sauna Bath, Grocery Shop, Reflexology Park, Swimming Pool, Landscaping & Tree Planting, Gymnasium, Flower Garden, Fire Fighting System, Squash Court, School, Closed Car Parking, Jogging Track, Gated Community, Utility Shops, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Security Cabin, Barbecue Area, Bar/Chill-out Lounge, Lift(s), Aerobics Room, Badminton Court, Sun Deck, Video Door Security, Restaurant, Multipurpose Hall, Basketball Court, Paved Compound, ATM, Power Backup",70,1,71,0,1990,300,"Godrej Properties Ltd is the real estate segment of the 120-year Godrej Group. Established in 1990, the developer is known for its excellent craftsmanship in developing contemporary housing projects which cover commercial, infrastructural and residential spaces including townships. It has been accredited with over 200 awards and recognitions such as the “Real Estate Company Of The Year” at the Construction Week India Awards 2015, ‘Golden Peacock Award for Sustainability’ for the year 2015 by Institute Of Directors (IOD), “Most Reliable Builder for 2014"" at the CNBC AWAAZ Real Estate Awards 2014, “Innovation Leader in Real Estate” award at the NDTV Property Awards 2014 and “Popular Choice - Developer of the Year” award by ET NOW in 2013. Experience and Strengths
A reliable brand name in the Indian realty market, Godrej Properties Ltd. continues to evolve and abides by its philosophy of delivering world-class housing spaces for the customers. The developer has an unwavering commitment towards environmental sustainability and has built over 70 residential projects and 44 ongoing projects with cutting-edge design and technology, at par with international standards of construction. All the residential properties developed by Godrej Properties are innovative and superior products that possess designs that match every homebuyer’s lifestyle choices while reflecting the legacy of excellence and trust of Godrej Group.
The company is led by its Chairman Adi Godrej, Executive Chairman of Godrej Properties Pirojsha Godrej, and Managing Director and Chief Executive Officer, Mohit Malhotra. It has a dynamic team of talented professionals who work with the leading project management consultants, world-renowned architects and associates.
With a customer-centric approach, Godrej Properties has a passion to transform the country's urban landscape and offer a brighter and secure living experience for customers. It has the vision to foster innovation and augment work productivity and customer satisfaction while enhancing the stakeholder value through the adoption of industry best practices.
Projects
The projects by Godrej Properties Ltd are rated amongst the ‘first of its kind’ projects such as the CII-Godrej Green Building Center in Hyderabad which was the first LEED (Leadership in Energy and Environmental Design) Platinum building outside of the United States. The Godrej BKC at Bandra Kurla Complex is the only LEED Platinum rated building in India's leading commercial district.
Since its inception, the builder has successfully delivered properties spanning a total area of over 10.3 million square metres across 12 cities. Godrej Nature Plus at Sohna, Gurgaon and Godrej Emerald Vista at Thane West, Mumbai are some upcoming projects of Godrej Properties that comprise 1, 2 and 3BHK apartments equipped with a plethora of modern facilities.",Ready to Move,"May, 2018"
