XID,Configuration,List Item,Price,Area
R390105,5 BHK Villa,5200 SQ.FT,Price on Request,Saleable Area: 5200 sq.ft
R390105,5 BHK Villa,5700 SQ.FT,Price on Request,Saleable Area: 5700 sq.ft
R390105,6 BHK Villa,5700 SQ.FT,Price on Request,Saleable Area: 5700 sq.ft
R390105,6 BHK Villa,6000 SQ.FT,Price on Request,Saleable Area: 6000 sq.ft
R322869,"1 BHK Apartment
40 L - 45 L",337 SQ.FT,"₹ 40.0 L
i",Carpet Area: 337 sq.ft
R322869,"1 BHK Apartment
40 L - 45 L",346 SQ.FT,"₹ 45.0 L
i",Carpet Area: 346 sq.ft
R322869,"2 BHK Apartment
55 L - 65 L",433 SQ.FT,"₹ 55.0 L
i",Carpet Area: 433 sq.ft
R322869,"2 BHK Apartment
55 L - 65 L",495 SQ.FT,"₹ 65.0 L
i",Carpet Area: 495 sq.ft
R329969,"Plot
9.77 L - 58.73 L",1173 SQ.FT,₹ 9.77 L,Plot Area: 1173 sq.ft
R329969,"Plot
9.77 L - 58.73 L",1324 SQ.FT,₹ 11.03 L,Plot Area: 1324 sq.ft
R329969,"Plot
9.77 L - 58.73 L",1335 SQ.FT,₹ 11.12 L,Plot Area: 1335 sq.ft
R329969,"Plot
9.77 L - 58.73 L",1539 SQ.FT,₹ 12.82 L,Plot Area: 1539 sq.ft
R329969,"Plot
9.77 L - 58.73 L",1550 SQ.FT,₹ 12.91 L,Plot Area: 1550 sq.ft
R329969,"Plot
9.77 L - 58.73 L",1604 SQ.FT,₹ 13.36 L,Plot Area: 1604 sq.ft
R329969,"Plot
9.77 L - 58.73 L",1625 SQ.FT,₹ 13.54 L,Plot Area: 1625 sq.ft
R329969,"Plot
9.77 L - 58.73 L",1787 SQ.FT,₹ 14.89 L,Plot Area: 1787 sq.ft
R329969,"Plot
9.77 L - 58.73 L",1830 SQ.FT,₹ 15.24 L,Plot Area: 1830 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2013 SQ.FT,₹ 16.77 L,Plot Area: 2013 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2045 SQ.FT,₹ 17.03 L,Plot Area: 2045 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2077 SQ.FT,₹ 17.3 L,Plot Area: 2077 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2099 SQ.FT,₹ 17.48 L,Plot Area: 2099 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2142 SQ.FT,₹ 17.84 L,Plot Area: 2142 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2196 SQ.FT,₹ 18.29 L,Plot Area: 2196 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2325 SQ.FT,₹ 19.37 L,Plot Area: 2325 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2357 SQ.FT,₹ 19.63 L,Plot Area: 2357 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2379 SQ.FT,₹ 19.82 L,Plot Area: 2379 sq.ft
R329969,"Plot
9.77 L - 58.73 L",2390 SQ.FT,₹ 19.91 L,Plot Area: 2390 sq.ft
R329969,"Plot
9.77 L - 58.73 L",7050 SQ.FT,₹ 58.73 L,Plot Area: 7050 sq.ft
R390243,3 BHK Apartment,1147 SQ.FT,₹ 57.35 L,Super Builtup Area: 1147 sq.ft
R390243,3 BHK Apartment,1165 SQ.FT,₹ 58.25 L,Super Builtup Area: 1165 sq.ft
R390243,3 BHK Apartment,1177 SQ.FT,Price on Request,Super Builtup Area: 1177 sq.ft
R390243,3 BHK Apartment,1185 SQ.FT,Price on Request,Super Builtup Area: 1185 sq.ft
R390243,3 BHK Apartment,1187 SQ.FT,₹ 59.35 L,Super Builtup Area: 1187 sq.ft
R390243,3 BHK Apartment,1203 SQ.FT,₹ 60.15 L,Super Builtup Area: 1203 sq.ft
R390243,3 BHK Apartment,1211 SQ.FT,Price on Request,Super Builtup Area: 1211 sq.ft
R390243,3 BHK Apartment,1222 SQ.FT,Price on Request,Super Builtup Area: 1222 sq.ft
R390243,3 BHK Apartment,1292 SQ.FT,₹ 64.6 L,Super Builtup Area: 1292 sq.ft
R390243,3 BHK Apartment,1304 SQ.FT,₹ 65.2 L,Super Builtup Area: 1304 sq.ft
R390243,3 BHK Apartment,1322 SQ.FT,Price on Request,Super Builtup Area: 1322 sq.ft
R390243,3 BHK Apartment,1331 SQ.FT,Price on Request,Super Builtup Area: 1331 sq.ft
R421695,"2 BHK Apartment
38.83 L",903 SQ.FT,₹ 38.83 L,Super Builtup Area: 903 sq.ft
R421695,"3 BHK Apartment
48.46 L - 51.08 L",1127 SQ.FT,₹ 48.46 L,Super Builtup Area: 1127 sq.ft
R421695,"3 BHK Apartment
48.46 L - 51.08 L",1188 SQ.FT,₹ 51.08 L,Super Builtup Area: 1188 sq.ft
R380138,"Plot
10.75 L - 21.5 L",720 SQ.FT,₹ 10.75 L,Plot Area: 720 sq.ft
R380138,"Plot
10.75 L - 21.5 L",1440 SQ.FT,₹ 21.5 L,Plot Area: 1440 sq.ft
R380138,1 BHK Apartment,297 SQ.FT,Price on Request,Plot Area: 297 sq.ft
R380138,2 BHK Apartment,547 SQ.FT,Price on Request,Plot Area: 547 sq.ft
R380138,2 BHK Apartment,549 SQ.FT,Price on Request,Plot Area: 549 sq.ft
R380138,2 BHK Apartment,550 SQ.FT,Price on Request,Plot Area: 550 sq.ft
R380138,2 BHK Apartment,553 SQ.FT,Price on Request,Plot Area: 553 sq.ft
R380138,2 BHK Apartment,557 SQ.FT,Price on Request,Plot Area: 557 sq.ft
R380138,3 BHK Apartment,640 SQ.FT,Price on Request,Plot Area: 640 sq.ft
R423416,"2 BHK Apartment
62.7 L - 75.92 L",760 SQ.FT,₹ 62.7 L,Carpet Area: 760 sq.ft
R423416,"2 BHK Apartment
62.7 L - 75.92 L",769 SQ.FT,₹ 63.48 L,Carpet Area: 769 sq.ft
R423416,"2 BHK Apartment
62.7 L - 75.92 L",773 SQ.FT,₹ 63.8 L,Carpet Area: 773 sq.ft
R423416,"2 BHK Apartment
62.7 L - 75.92 L",779 SQ.FT,₹ 64.28 L,Carpet Area: 779 sq.ft
R423416,"2 BHK Apartment
62.7 L - 75.92 L",783 SQ.FT,₹ 64.6 L,Carpet Area: 783 sq.ft
R423416,"2 BHK Apartment
62.7 L - 75.92 L",791 SQ.FT,₹ 65.22 L,Carpet Area: 791 sq.ft
R423416,"2 BHK Apartment
62.7 L - 75.92 L",793 SQ.FT,₹ 65.42 L,Carpet Area: 793 sq.ft
R423416,"2 BHK Apartment
62.7 L - 75.92 L",808 SQ.FT,₹ 66.64 L,Carpet Area: 808 sq.ft
R423416,"2 BHK Apartment
62.7 L - 75.92 L",920 SQ.FT,₹ 75.92 L,Carpet Area: 920 sq.ft
R423416,"3 BHK Apartment
63.48 L - 1 Cr",769 SQ.FT,₹ 63.48 L,Carpet Area: 769 sq.ft
R423416,"3 BHK Apartment
63.48 L - 1 Cr",942 SQ.FT,₹ 77.72 L,Carpet Area: 942 sq.ft
R423416,"3 BHK Apartment
63.48 L - 1 Cr",1053 SQ.FT,₹ 86.9 L,Carpet Area: 1053 sq.ft
R423416,"3 BHK Apartment
63.48 L - 1 Cr",1151 SQ.FT,₹ 94.96 L,Carpet Area: 1151 sq.ft
R423416,"3 BHK Apartment
63.48 L - 1 Cr",1178 SQ.FT,₹ 97.19 L,Carpet Area: 1178 sq.ft
R423416,"3 BHK Apartment
63.48 L - 1 Cr",1188 SQ.FT,₹ 98.01 L,Carpet Area: 1188 sq.ft
R423416,"3 BHK Apartment
63.48 L - 1 Cr",1199 SQ.FT,₹ 98.92 L,Carpet Area: 1199 sq.ft
R423416,"3 BHK Apartment
63.48 L - 1 Cr",1218 SQ.FT,₹ 1.0 Cr,Carpet Area: 1218 sq.ft
R423416,"4 BHK Apartment
75.92 L - 1.18 Cr",920 SQ.FT,₹ 75.92 L,Carpet Area: 920 sq.ft
R423416,"4 BHK Apartment
75.92 L - 1.18 Cr",1343 SQ.FT,₹ 1.11 Cr,Carpet Area: 1343 sq.ft
R423416,"4 BHK Apartment
75.92 L - 1.18 Cr",1402 SQ.FT,₹ 1.16 Cr,Carpet Area: 1402 sq.ft
R423416,"4 BHK Apartment
75.92 L - 1.18 Cr",1435 SQ.FT,₹ 1.18 Cr,Carpet Area: 1435 sq.ft
R420301,3 BHK Apartment,1851 SQ.FT,₹ 6.8 Cr,Carpet Area: 1851 sq.ft
R420301,3 BHK Apartment,1894 SQ.FT,Price on Request,Carpet Area: 1894 sq.ft
R420301,3 BHK Apartment,1938 SQ.FT,₹ 7.12 Cr,Carpet Area: 1938 sq.ft
R420301,"4 BHK Apartment
8.26 Cr",2250 SQ.FT,₹ 8.26 Cr,Carpet Area: 2250 sq.ft
R7754,"Plot
7.75 L - 40.1 L",456 SQ.FT,₹ 7.75 L,Plot Area: 456 sq.ft
R7754,"Plot
7.75 L - 40.1 L",2360 SQ.FT,₹ 40.1 L,Plot Area: 2360 sq.ft
R396842,"3 BHK Builder Floor
3.8 Cr",1800 SQ.FT,₹ 3.8 Cr,Super Builtup Area: 1800 sq.ft
R396842,"4 BHK Builder Floor
4.5 Cr",2400 SQ.FT,₹ 4.5 Cr,Super Builtup Area: 2400 sq.ft
R416951,"2 BHK Apartment
46.58 L - 51.75 L",991 SQ.FT,₹ 46.58 L,Saleable Area: 991 sq.ft
R416951,"2 BHK Apartment
46.58 L - 51.75 L",1056 SQ.FT,₹ 49.63 L,Saleable Area: 1056 sq.ft
R416951,"2 BHK Apartment
46.58 L - 51.75 L",1101 SQ.FT,₹ 51.75 L,Saleable Area: 1101 sq.ft
R416951,"3 BHK Apartment
61.57 L - 64.48 L",1310 SQ.FT,₹ 61.57 L,Saleable Area: 1310 sq.ft
R416951,"3 BHK Apartment
61.57 L - 64.48 L",1372 SQ.FT,₹ 64.48 L,Saleable Area: 1372 sq.ft
R334919,"2 BHK Apartment
1.78 Cr",1225 SQ.FT,"₹ 1.78 Cr
i",Builtup Area: 1225 sq.ft
R334919,"3 BHK Apartment
2.66 Cr - 2.72 Cr",1850 SQ.FT,"₹ 2.66 Cr
i",Builtup Area: 1850 sq.ft
R334919,"3 BHK Apartment
2.66 Cr - 2.72 Cr",1895 SQ.FT,"₹ 2.72 Cr
i",Builtup Area: 1895 sq.ft
R427843,Plot,113 SQ.FT,Price on Request,Plot Area: 113 sq.ft
R427843,Plot,129 SQ.FT,Price on Request,Plot Area: 129 sq.ft
R427843,Plot,145 SQ.FT,Price on Request,Plot Area: 145 sq.ft
R427843,Plot,601 SQ.FT,Price on Request,Plot Area: 601 sq.ft
R427843,Plot,606 SQ.FT,Price on Request,Plot Area: 606 sq.ft
R427843,Plot,698 SQ.FT,Price on Request,Plot Area: 698 sq.ft
R427843,Plot,773 SQ.FT,Price on Request,Plot Area: 773 sq.ft
R427843,Plot,811 SQ.FT,Price on Request,Plot Area: 811 sq.ft
R427843,Plot,954 SQ.FT,Price on Request,Plot Area: 954 sq.ft
R427843,Plot,1040 SQ.FT,Price on Request,Plot Area: 1040 sq.ft
R427843,Plot,1135 SQ.FT,Price on Request,Plot Area: 1135 sq.ft
R427843,Plot,1512 SQ.FT,Price on Request,Plot Area: 1512 sq.ft
R427843,Plot,1584 SQ.FT,Price on Request,Plot Area: 1584 sq.ft
R427843,Plot,1602 SQ.FT,Price on Request,Plot Area: 1602 sq.ft
R427843,Plot,1848 SQ.FT,Price on Request,Plot Area: 1848 sq.ft
R2966,2 BHK Apartment,969 SQ.FT,Price on Request,Super Builtup Area: 969 sq.ft
R2966,2 BHK Apartment,1009 SQ.FT,₹ 40.96 L,Super Builtup Area: 1009 sq.ft
R2966,2 BHK Apartment,1013 SQ.FT,₹ 41.12 L,Super Builtup Area: 1013 sq.ft
R2966,3 BHK Apartment,1127 SQ.FT,Price on Request,Super Builtup Area: 1127 sq.ft
R2966,3 BHK Apartment,1132 SQ.FT,Price on Request,Super Builtup Area: 1132 sq.ft
R2966,3 BHK Apartment,1197 SQ.FT,₹ 48.59 L,Super Builtup Area: 1197 sq.ft
R2966,3 BHK Apartment,1275 SQ.FT,₹ 51.75 L,Super Builtup Area: 1275 sq.ft
R2966,3 BHK Apartment,1301 SQ.FT,Price on Request,Super Builtup Area: 1301 sq.ft
R2966,3 BHK Apartment,1302 SQ.FT,Price on Request,Super Builtup Area: 1302 sq.ft
R431642,"3 BHK Apartment
88 L",1850 SQ.FT,₹ 88.0 L,Super Builtup Area: 1850 sq.ft
R265661,"2 BHK Apartment
57 L - 70.49 L",621 SQ.FT,"₹ 57.0 L
i",Carpet Area: 621 sq.ft
R265661,"2 BHK Apartment
57 L - 70.49 L",768 SQ.FT,"₹ 70.49 L
i",Carpet Area: 768 sq.ft
R265661,"3 BHK Apartment
77 L - 92.45 L",882 SQ.FT,"₹ 77.0 L
i",Carpet Area: 882 sq.ft
R265661,"3 BHK Apartment
77 L - 92.45 L",1059 SQ.FT,"₹ 92.45 L
i",Carpet Area: 1059 sq.ft
R372188,Plot,573 SQ.FT,₹ 7.39 L,Plot Area: 573 sq.ft
R372188,Plot,600 SQ.FT,₹ 7.74 L,Plot Area: 600 sq.ft
R372188,Plot,700 SQ.FT,₹ 9.03 L,Plot Area: 700 sq.ft
R372188,Plot,800 SQ.FT,Price on Request,Plot Area: 800 sq.ft
R372188,Plot,1794 SQ.FT,₹ 23.14 L,Plot Area: 1794 sq.ft
R372188,Plot,1811 SQ.FT,₹ 23.36 L,Plot Area: 1811 sq.ft
R372188,Plot,1868 SQ.FT,₹ 24.1 L,Plot Area: 1868 sq.ft
