XID,Project Name,City,Housiing.com Link
R427784,Dagshai Belair,Solan,https://housing.com/in/buy/projects/page/331478-belaire-by-dagshai-homes-private-limited-in-dagshai
R422585,Ujwal Royal Residency,Hubli,https://housing.com/buy-independent-house-villa-for-sale-in-manish-nagar-nagpur-without-brokerage-srpid-D2M2P5porsn1yud0cfya4
R386991,Heavie Eden,Bangalore East,https://housing.com/in/buy/projects/page/274607-sentient-eden-by-sentient-developers-in-kasavanahalli
R429789,SB Apartment,Kolkata East,https://housing.com/buy-s-b-apartment-by-strong-build-developer-pvt-ltd-in-rajarhat-kolkata-pid-261950
R378990,Gaur City Center,Greater Noida,https://housing.com/commercial/gaursons-gaur-city-mall-in-noida-extension-greater-noida-2-cpid-147036
R32612,Palacio Glenwood Gardens,North Goa,https://housing.com/in/buy/goa/bainguinim
R339443,Yamuna Asha City,Mangalore,https://housing.com/in/buy/projects/page/226142-yamuna-homes-asha-city-by-yamuna-homes-and-design-in-kulai
R424260,Villa Spring,Navi Mumbai,https://housing.com/buy-4456-sqft-5-bhk-villa-in-silver-spring-for-rs-39000000-rid-15173789
R432488,S S Homes,Jaipur,https://housing.com/buy-1350-sqft-3-bhk-apartment-in-mansarovar-for-rs-6375997-rid-14640902
R401002,Nidhi Sankalp,Mangalore,Not Found
R431685,Upper Crest,Margao,https://housing.com/in/buy/projects/page/326943-upper-crest-by-cityscape-developers-in-salcete
R435901,Coimbatore Dwaraka Enclave,Coimbatore,https://housing.com/buy-coimbatore-dwaraka-avenue-by-coimbatore-properties-in-thudiyalur-coimbatore-pid-285783
R402987,Mahalaxmi City Row Houses,Nagpur,https://housing.com/buy-mahalaxmi-city-by-gruhlaxmi-lifespace-pvt-ltd-in-godhni-nagpur-maharashtra-pid-298365
R407658,Gajanan Residency,Nasik,https://housing.com/buy-shree-gajanan-residency-by-new-pawanputra-developers-in-pathardi-phata-nashik-pid-312642
R400937,Radhashree 30,Kolkata North,https://housing.com/buy-radhashree-30-by-radhashree-apartments-pvt-ltd-in-phool-bagan-kolkata-pid-293395
R432186,Sai Sadhan,Bangalore South,https://housing.com/in/buy/projects/page/138256-sai-sadhan-enclave-by-reputed-builder-in-electronic-city
R9248,MRJV Palm Resort,Ghaziabad,https://housing.com/in/buy/mrjv-palm-resorts-for-resale-in-raj-nagar-extension-ghaziabad-AG4ksAH0
R426888,United Sai Silicon Heights,Bangalore East,https://housing.com/in/buy/projects/page/319857-united-sai-silicon-heights-by-united-developer-in-whitefield
R19950,Group Uptown One,Kolkata South,https://housing.com/buy-uptown-one-by-group-uptown-in-parui-mauza-kolkata-pid-19027
R403447,Amardeep Luxuria,Vadodara,https://housing.com/buy-pruthviraj-amardeep-luxuria-by-pruthviraj-enterprise-in-manjalpur-vadodara-pid-312291
R418902,TM Chintamani Residency,Bhubaneswar,https://housing.com/buy-t-m-gouri-residency-by-t-m-constructions-in-forest-park-bhubaneswar-pid-326234
R427567,Sun Siri Green Delight Prime,Vijayawada,https://housing.com/in/buy/projects/page/320416-sunsiri-projects-green-delight-prime-by-sun-siri-projects-pvt-ltd-in-kankipadu
R419179,Venkatesh Palolem Pearl,South Goa,https://housing.com/in/buy/projects/page/309897-venkatesh-palolem-pearl-by-sathe-group-in-canacona
R434123,Shrihari Nagar,Nashik,https://housing.com/buy-shree-hari-krushna-heights-by-shree-harikrushna-developers-in-parab-nagar-nashik-pid-251667
R415125,Bluemoon Dasha,Chennai West,https://housing.com/in/buy/projects/page/288539-bluemoon-dasha-by-bluemoon-properties-in-valasaravakkam
R417392,MP Juno,Chennai South,https://housing.com/in/buy/projects/page/330592-mp-juno-by-mp-developers-in-kasturba-nagar
R14102,Shri Harithams Appurva,Chennai West,https://housing.com/in/buy/projects/page/228387-marutham-apoorva-by-marutham-group-in-anna-nagar-west-extension
R390352,Amara By Orangecorp,Pune West,https://housing.com/in/buy/projects/page/276948-orange-amara-by-orange-developers-pune-in-nigdi
R426776,Aspirealty Avatar,Hyderabad,https://housing.com/in/buy/projects/page/317873-aspirealty-avatar-by-aspirealty-in-kadthal
R410150,Sumuk Square,Bangalore North,https://housing.com/in/buy/projects/page/297822-sumuk-square-by-sumuk-projects-in-vidyaranyapura
R428588,Ranjeet Shree  Siddhivinayak Casa County,Pune East,https://housing.com/in/buy/resale/page/14363397-residential-plot-in-uruli-kanchan-for-rs-1549000
R58476,Bliss Delight,Lucknow,https://housing.com/buy-bliss-delight-by-rr-projects-in-sultanpur-road-lucknow-pid-31620
R1852,Sattva Luxuria,Bangalore North,https://housing.com/in/buy/projects/page/5169-sattva-luxuria-by-sattva-group-in-malleswaram
R410446,Luxury Floors by Guptas,Faridabad,https://housing.com/in/buy/projects/page/318094-rk-gupta-luxury-floors-by-rr-construction-in-green-field-colony
R420469,Sri Nandana Galaxy,Bangalore East,https://housing.com/in/buy/projects/page/311263-sri-nandana-galaxy-by-sri-nandana-builders-in-chambenahalli
R429365,Vindhya Primrose,Kolkata South,https://housing.com/buy-vindhya-primrose-by-vindhya-realty-in-narendrapur-kolkata-pid-299365
R375888,Srishtis Imperia,Raipur,Not Found
R437293,Eastfield by Urbanest Realty,Bangalore East,https://housing.com/in/buy/projects/page/340932-urbanest-eastfield-by-urbanest-realty-bangalore-in-yelachanayakanapura
R430257,Kakkar Grand Windsor,Varanasi,https://housing.com/buy-kakkar-grand-windsor-by-kakkar-infradevelopers-in-shivpurwa-varanasi-uttar-pradesh-pid-331890
R431473,Palm Paradise by Westbury,Bangalore East,https://housing.com/in/buy/projects/page/340027-palm-paradise-by-westbury-hospitality-pvt-ltd-in-sarjapur
R430974,Royal Enclave,Bangalore Central,https://housing.com/in/buy/projects/page/332371-sri-sai-royal-enclave-by-name-sri-sai-residency-bangalore-in-mailasandra
R430758,Darshanam Kingsville,Vadodara,https://housing.com/buy-darshanam-kingsville-by-msk-ventures-in-makarpura-vadodara-pid-330442
R427617,Adikara Riverfront,Nashik,https://housing.com/buy-adikara-rivernest-apartment-by-adikara-developer-in-chandshi-nashik-pid-338148
R425451,Tricube Velavan Vandhanam,Coimbatore,https://housing.com/buy-rr-velavan-square-resale-flats-in-kariampalayam-coimbatore-srpid-AG62ugAH0
R13280,Lake Homes,Central Mumbai,https://housing.com/in/buy/projects/page/34188-supreme-lake-homes-by-supreme-universal-in-powai
R43594,Kolte Patil Ivy Apartments,Pune East,https://housing.com/in/buy/projects/page/126009-kolte-patil-ivy-estate-nia-by-koltepatil-developers-in-wagholi/directions
R28410,K Raheja Gardens,Pune East,https://housing.com/in/buy/projects/page/220409-k-raheja-gardens-by-k-raheja-realty-in-wanwadi
R47086,K Raheja Vistas Premiere,Pune South,https://housing.com/in/buy/projects/page/106663-k-raheja-vistas-premiere-maxima-by-k-raheja-corp-in-mohammed-wadi
R44890,CGEWHO Kendriya Vihar,Navi Mumbai,https://housing.com/in/buy/projects/page/50175-cgewho-kendriya-vihar-by-cgewho-group-in-kharghar
R131787,Zen,Kolkata South,https://housing.com/buy-ps-zen-by-ps-group-in-topsia-kolkata-pid-36084
R57482,Om Shivam Arjun,Navi Mumbai,https://housing.com/in/buy/projects/page/4667-om-shivam-arjun-by-om-shivam-builders-in-kamothe/reviews
R29220,Sarve Sanjhi CGHS,Delhi South West,https://housing.com/in/buy/projects/page/151357-cghs-sarve-sanjhi-apartments-by-cghs-group-in-sector-9-dwarka
R8260,Eros Wembley Estate,Gurgaon,https://housing.com/in/buy/projects/page/37135-eros-wembley-estate-by-eros-group-in-sector-50
R29508,CGHS Sabka Ghar,Delhi South West,https://housing.com/in/buy/cghs-sabka-ghar-apartments-for-resale-in-sector-6-dwarka-new-delhi-AG1etmAH0
R336703,Godrej Vananta,Ahmedabad North,https://housing.com/buy-godrej-vananta-by-godrej-properties-ltd-in-jagatpur-ahmedabad-pid-201586/brochure
R378658,Chandiwala Pearl Heaven,Western Mumbai,https://housing.com/in/buy/projects/page/261716-chandiwala-pearl-heaven-iv-by-chandiwala-enterprises-in-andheri-east
R145211,Sai Yashvasin,Navi Mumbai,https://housing.com/in/buy/sai-yashvasin-for-resale-in-kharghar-navi-mumbai-AG6k4AH0
R40976,Windsor Grande Residences,Western Mumbai,https://housing.com/in/buy/resale/page/9267998-8-bhk-apartment-in-andheri-west-for-rs-210000000
R106303,Magnolia Oxygen,Kolkata East,https://housing.com/buy-992-sqft-2-bhk-apartment-in-rajarhat-for-rs-8250000-rid-15667326
R350317,Vertex Pristine,Hyderabad,https://housing.com/in/buy/projects/page/283082-vertex-pristine-by-vertex-homes-in-hyder-nagar
R336809,DS Max Sovereign,Bangalore East,https://housing.com/in/buy/projects/page/201660-ds-max-sovereign-by-dsmax-properties-private-limited-in-hallehalli
R4920,Rosa Royale,Thane,https://housing.com/in/buy/projects/page/220491-rosa-royale-by-rosa-group-in-hiranandani-estate
R78539,CGHS NPSC Society,Delhi South West,https://housing.com/in/buy/projects/page/148265-param-puneet-apartments-by-cghs-group-housing-society-private-ltd-in-sector-6-dwarka
R432486,Lotus Urban Hills Phase 1,Navi Mumbai,https://housing.com/in/buy/projects/page/322417-lotus-urban-hills-phase-1-by-lotus-group-mumbai-in-shilphata
R5118,Ascent Savy Ville De,Ghaziabad,https://housing.com/in/buy/projects/page/3785-ascent-savy-ville-de-by-ascent-buildtech-in-raj-nagar-extension
R21520,Modello Highs,Kolkata South,https://housing.com/buy-modello-highs-by-modello-ventures-llp-in-kamalgazi-kolkata-pid-43776/brochure
R447,Lodha Casa Ultima,Thane,https://housing.com/in/buy/lodha-casa-ultima-for-resale-in-thane-west-thane-AGvm9AH0
R10042,Brigade Lakefront,Bangalore East,https://housing.com/in/buy/projects/page/174-brigade-lakefront-by-brigade-enterprises-ltd-in-hoodi
R86893,Adityavardhan Apartment,Central Mumbai,https://housing.com/in/buy/projects/page/82535-adityavardhan-apartment-by-reputed-builder-in-powai
R28318,Regency Gardens,Navi Mumbai,https://housing.com/rent-regency-gardens-for-rent-in-kharghar-navi-mumbai-rpid-AG1ci4AH0
R107611,Omaxe Hills,Indore,https://housing.com/buy-omaxe-hills-resale-flats-in-rau-indore-srpid-AG2548AH0
R20608,Hiranandani Eldora,Central Mumbai,https://housing.com/in/buy/projects/page/77024-hiranandani-garden-eldora-by-hiranandani-communities-in-powai
R361,Brigade Gardenia,Bangalore South,https://housing.com/in/buy/resale/page/16061133-3-bhk-apartment-in-j.-p.-nagar-for-rs-10400000
R177653,Rohini Apartments RWA,North Delhi,https://housing.com/in/buy/projects/page/72802-rwa-chanderpriya-apartments-by-swaraj-homes-builders-developer-in-sector-8-rohini
R1200,Sobha City,Bangalore North,https://housing.com/in/buy/projects/page/30057-sobha-city-by-sobha-limited-in-tirumanahalli
R29140,Seema Apartments,Delhi South West,https://housing.com/pin-code/seemapuri-new-delhi-pin-code-110095
R27922,CGHS DGS Apartments,Delhi South West,https://housing.com/in/buy/projects/page/90952-dgs-apartments-by-reputed-builder-in-sector-22-dwarka
R388892,Sobha Victoria Park,Bangalore North,https://housing.com/in/buy/projects/page/276081-sobha-victoria-park-phase-1-by-sobha-limited-in-byrathi
R40400,Mittal Phoenix Towers,Mumbai South,https://housing.com/in/buy/projects/page/88223-mittal-phoenix-towers-by-mittal-builders-in-lower-parel
R33336,Sarvottam KSN Square,Ghaziabad,https://housing.com/in/buy/sarvottam-ksn-square-for-resale-in-vasundhara-ghaziabad-AG17dAH0
R33014,Aditya Comfort Zone,Pune West,https://housing.com/in/buy/projects/page/219012-aditya-comfort-zone-by-aditya-builders-in-baner
R317559,Shri Rosewood Park,Pune East,https://housing.com/in/buy/projects/page/228907-shree-rose-wood-park-by-shree-manibhadra-group-in-wagholi
R267059,Vrindapuram,Vrindavan,https://housing.com/in/buy/mathura_uttar_pradesh/villas-vrindavan_uttar_pradesh
R25294,Shourya The Lotus Pond,Ghaziabad,https://housing.com/in/buy/projects/page/64041-shourya-the-lotus-pond-by-shourya-group-in-vaibhav-khand
R28082,DDA Metro View Apartments,Delhi South West,https://housing.com/in/buy/projects/page/266190-sgb-metro-view-floors-by-sgb-construction-in-dwarka-mor
R8806,Chandra Panorama,Lucknow,https://housing.com/buy-chandra-panorama-by-chandra-modern-builders-india-pvt-ltd-in-sushant-golf-city-lucknow-pid-6539
R1273,Windsor Maple Woodz,Pune East,https://housing.com/in/buy/projects/page/14589-windsor-maple-woodz-by-windsor-shelters-in-wagholi
R316063,Triworld Royal Residency,Jalandhar,https://housing.com/in/buy/triworld-royal-residency-for-resale-in-mithapur-jalandhar-AG50yuAH0
R333353,KLV Signature City,Mohali,https://housing.com/in/buy/projects/page/200459-klv-signature-city-by-klv-builders-developers-in-sector-113
R412479,JBs Nature Valley,Yadadri Bhuvanagiri,https://housing.com/in/buy/hyderabad/plot-nalgonda_district
R7382,Juhi Bhumika Residency,Navi Mumbai,https://housing.com/rent/16210047-1225-sqft-2-bhk-apartment-on-rent-in-kalamboli-navi-mumbai
R8460,Sobha Lifestyle Legacy,Bangalore North,https://housing.com/in/buy/sobha-lifestyle-legacy-for-resale-in-devanahalli-bangalore-AG722AH0
R29112,Kendriya Vihar,Noida,https://housing.com/in/buy/projects/page/297396-cgewho-kendriya-vihar-by-cgewho-group-in-phi-ii-greater-noida
R380809,Anantara Alpines,Ahmedabad West,https://housing.com/buy-anantara-alpines-by-ashridhar-group-in-thaltej-ahmedabad-pid-265503
R124857,Breez Global Heights,Gurgaon,https://housing.com/in/buy/projects/page/34603-breez-global-heights-by-breez-builders-and-developers-pvt-ltd-in-sector-33-sohna
R27090,KG2 Apartments,West Delhi,https://housing.com/block-kg-2-vikaspuri-new-delhi-overview-P11b4xvpn8adryd6w
R1337,Embassy Boulevard,Bangalore North,https://housing.com/in/buy/redundant-embassy-boulevard-for-resale-in-yelahanka-bangalore-AG3gwAH0
R29016,Pawittra Apartments,East Delhi,https://housing.com/in/buy/projects/page/156303-pawittra-apartment-by-reputed-builder-in-vasundhara-enclave
R28786,Palm Court Apartments,Delhi South West,https://housing.com/in/buy/projects/page/131830-cghs-palm-court-apartment-by-cghs-group-in-sector-19-dwarka
R41388,Tulsi Sapphire,Navi Mumbai,https://housing.com/in/buy/projects/page/11156-platinum-tulsi-sapphire-by-platinum-group-in-ulwe
R436676,Hare Krishna Ashiyana,Vrindavan,https://housing.com/in/buy/projects/page/340673-epoch-realtech-hare-krishna-ashiyana-by-epoch-realtech-private-limited-in-vrindavan
R875,Jaypee Greens Kensington Boulevard,Noida,https://housing.com/in/buy/jaypee-kensington-boulevard-for-resale-in-sector-131-noida-AGpvvAH0
R152743,Hiranandani Zen Maple,Central Mumbai,https://housing.com/in/buy/projects/page/29075-hiranandani-maple-a-b-and-c-wing-by-hiranandani-communities-in-powai
R1986,Dwarkadhis Aravali Heights,Dharuhera,https://housing.com/in/buy/projects/page/400-dwarkadhish-aravali-heights-by-dwarkadhish-projects-in-sector24-dharuhera
R54296,SLV Flora,Bangalore East,https://housing.com/in/buy/resale/page/16617485-3-bhk-apartment-in-hongasandra-for-rs-8500000
R18610,CIDCO Spaghetti Complex,Navi Mumbai,https://housing.com/in/buy/mumbai/spaghetti_housing_complex
R9684,Vascon Windermere,Pune East,https://housing.com/in/buy/projects/page/226098-vascon-forest-edge-phase-2-by-vascon-engineers-ltd-in-kharadi
R28118,CGHS Sunny Valley,Delhi South West,https://housing.com/in/buy/projects/page/131470-sunny-valley-apartment-by-reputed-builder-in-sector-12-dwarka
R40954,Trishul Apartments,Navi Mumbai,https://housing.com/in/buy/projects/page/173588-trishul-apartment-by-trishul-builders-in-juhu
R4670,Nishant Ratnaakar 3,Ahmedabad West,https://housing.com/buy-ratnaakar-iii-by-ratnaakar-group-in-jodhpur-ahmedabad-pid-80114
R12608,Celestial Heights,Delhi South West,https://housing.com/in/buy/projects/page/90542-cghs-celestial-heights-by-cghs-group-in-sector-2-dwarka
R279707,Yash Vastu Parkland,Pune East,https://housing.com/price-trends/property-rates-for-buy-in-bt_kawade_road_pune-P67i5z8b3rkeerkmx
R43686,Starwing Kaatyayni Heights,Western Mumbai,https://housing.com/in/buy/projects/page/80670-starwing-kaatyayni-heights-phase-1-by-starwing-developers-pvt-ltd-in-andheri-east
R8752,Godrej Central,Central Mumbai,https://housing.com/rent-godrej-central-for-rent-in-chembur-mumbai-rpid-AGps8AH0
R323833,Casagrand Savoye,Chennai South,https://housing.com/in/buy/projects/page/130313-casagrand-savoye-by-casagrand-builder-private-limited-in-karapakkam
R6590,Eldeco Hill Side,Neemrana,https://housing.com/in/buy/projects/page/10646-eldeco-hillside-by-eldeco-infrastructure-properties-limited-in-madhosinghpura
R210089,Manglams Grand City,Jaipur,https://housing.com/buy-manglam-grand-city-ext-prime-by-mangalam-bdl-in-narsinghpura-jaipur-rajasthan-pid-264332
R37598,Hiranandani Northside,Thane,https://housing.com/in/buy/projects/page/78378-hiranandani-northside-by-hiranandani-communities-in-thane-west
R64270,Megapolis Sangria Towers,Pune West,https://housing.com/in/buy/projects/page/57003-pegasus-megapolis-sangria-towers-by-pegasus-properties-pvt-ltd-in-hinjawadi-phase-3
R383620,Team4 Nyla,Hyderabad,https://housing.com/in/buy/projects/page/269939-team4-nyla-by-team4-life-spaces-llp-in-miyapur
R170677,Guardian Eastern Meadows,Pune East,https://housing.com/in/buy/projects/page/25405-guardian-eastern-meadows-by-guardian-developer-in-upper-kharadi
R54162,Siddhivinayak Horizon,Mumbai South,https://housing.com/in/buy/projects/page/147705-siddhivinayak-horizon-tower-by-parth-shah-in-prabhadevi/photos
R47186,Karia Konark Indrayu Enclave,Pune South,https://housing.com/in/buy/resale/page/17028630-3-bhk-apartment-in-mohammed-wadi-for-rs-15000000
R12750,Sargodha Apartments,Delhi South West,https://housing.com/palam-extension-new-delhi-overview-P4xftjn3mj7mnfc0y
R31908,Asian Dream Heights,Navi Mumbai,https://housing.com/in/buy/asian-dream-heights-for-resale-in-kharghar-navi-mumbai-AG35zeAH0
R351115,Wadhwa TW Gardens,Western Mumbai,https://housing.com/in/buy/projects/page/231440-wadhwa-tw-gardens-by-the-wadhwa-group-in-kandivali-east
R9644,Saya Zenith,Ghaziabad,https://housing.com/in/buy/projects/page/108956-saya-zenith-by-saya-homes-pvt-ltd-in-indirapuram
R111653,GH7 Crossings Republik,Ghaziabad,https://housing.com/rent-crossings-gh7-crossings-republik-for-rent-in-crossings-republik-ghaziabad-rpid-AG47enAH0
R18108,Cosmos Park,Thane,https://housing.com/in/buy/cosmos-park-for-resale-in-thane-west-thane-AG12qfAH0
R2670,Tanvi Eminence,Mira Bhayandar,https://housing.com/in/buy/projects/page/39442-tanvi-eminence-by-tanvi-group-in-mira-road-east
R26420,Shri Ram Apartment,Delhi South West,https://housing.com/in/buy/projects/page/306664-shri-ram-apartment-by-s-gambhir-buildtech-private-limited-in-uttam-nagar
R12454,Neelachal Apartment,Delhi South West,https://housing.com/in/buy/projects/page/148908-neelachal-apartments-by-reputed-builder-in-sector-4-dwarka
R337945,Green City Eutopia,Bangalore South,https://housing.com/in/buy/projects/page/10355-green-city-eutopia-by-green-city-constructions-in-btm-layout
R258,Ekta California,Pune South,https://housing.com/in/buy/projects/page/4226-ekta-california-by-ekta-world-in-mohammed-wadi
R295529,SLV Central Park,Bangalore East,https://housing.com/in/buy/projects/page/95929-slv-central-park-by-slv-infrastructures-in-bidare-agraha
R8446,Juhi Niharika Residency,Navi Mumbai,https://housing.com/in/buy/projects/page/272-juhi-niharika-residency-by-juhi-developers-in-kharghar
R4456,Shriram Panorama Hills,Visakhapatnam,https://housing.com/buy-shriram-panorama-hills-villas-by-shriram-properties-in-madhurawada-visakhapatnam-pid-33089
R48652,GK Atlanta,Pune West,https://housing.com/rent-gk-atlanta-for-rent-in-wakad-pune-rpid-AG4psxAH0
R263851,DSMAX Stonescape,Bangalore South,https://housing.com/in/buy/projects/page/35287-ds-max-stonescape-by-dsmax-properties-private-limited-in-anjanapura-township
R422086,Deep Indraprasth Ixora,Ahmedabad West,https://housing.com/buy-indraprasth-ixora-by-deep-group-of-companies-in-shela-ahmedabad-pid-315620
R28,Parsvnath La Tropicana,North Delhi,https://housing.com/in/buy/projects/page/1666-parsvnath-la-tropicana-by-parsvnath-developers-ltd-in-timarpur
R301169,Odion The Woods Of East,Bangalore South,https://housing.com/in/buy/projects/page/251215-odion-the-woods-of-east-phase-4-by-odion-builders-and-developers-in-doddakannelli
R110809,Jaipurias Sunrise Greens Premium,Ghaziabad,https://housing.com/in/buy/projects/page/63861-jaipuria-sunrise-greens-premium-by-jaipuria-group-in-indirapuram
R268531,Hiranandani Skylark Enclave,Thane,https://housing.com/in/buy/projects/page/39817-hiranandani-skylark-enclave-by-hiranandani-communities-in-hiranandani-estate
R28606,CGHS Nishat,Delhi South West,https://housing.com/in/buy/projects/page/131673-nishat-apartment-by-reputed-builder-in-sector-19-dwarka
R196023,TATA NEW HAVEN,Bahadurgarh,https://housing.com/in/buy/tata-value-homes-new-haven-bahadurgarh-for-resale-in-nuna-majra-bahadurgarh-AGpwzAH0
R97266,Hiranandani The Walk,Thane,https://housing.com/in/buy/projects/page/258-hiranandani-the-walk-by-hiranandani-communities-in-hiranandani-estate
R296029,Experion Capital,Lucknow,https://housing.com/buy-experion-capital-resale-flats-in-gomti-nagar-lucknow-srpid-AG1qgoAH0
R124863,Nahar Yarrow Yucca Vinca,Central Mumbai,https://housing.com/in/buy/projects/page/79017-nahar-yarrow-yucca-vinca-by-nahar-group-in-powai/floor-plan
R26194,CGHS Kamakshi Apartments,Delhi South West,https://housing.com/in/buy/projects/page/148303-kamakshi-apartment-by-reputed-builder-in-sector-6-dwarka
R127181,Janki Heritage,Central Mumbai,https://housing.com/in/buy/projects/page/281596-heritage-janki-heritage-by-heritage-lifestyles-and-developers-pvt-ltd-in-chembur
R34584,Pride Purple Park Ivory,Pune West,https://housing.com/in/buy/resale/page/16106052-3-bhk-apartment-in-wakad-for-rs-7499000
R35250,Sethi Max Royal,Noida,https://housing.com/rent-sethi-max-royal-for-rent-in-sector-76-noida-rpid-AG1arAH0
R87517,Sattva East Crest,Bangalore East,https://housing.com/in/buy/projects/page/13995-sattva-east-crest-by-sattva-group-in-konadasapura
R137841,Shatabdi Enclave,Noida,https://housing.com/in/buy/projects/page/55806-swaraj-homes-shatabdi-enclave-by-swaraj-homes-builders-developer-in-sector-49
R28226,CGHS Prabhavi Apartments,Delhi South West,https://housing.com/in/buy/projects/sector_10_dwarka
R29540,Hi Tech Elite Enclave,Navi Mumbai,https://housing.com/in/buy/projects/page/70985-hightech-elite-enclave-by-hightech-developers-pvt-ltd-in-kharghar
R64061,Best Residency CGHS,Delhi South West,https://housing.com/in/buy/projects/page/151282-cghs-best-residency-by-cghs-group-in-sector-19-dwarka
R12632,Sri Agrasen Apartments,Delhi South West,https://housing.com/in/buy/projects/page/47210-cghs-sri-agrasen-apartments-by-anil-suri-group-in-sector-7-dwarka
R2712,Belvalkar Solacia,Pune East,https://housing.com/in/buy/projects/page/12184-belvalkar-solacia-by-belvalkar-housing-in-wagholi
R37672,Hiranandani Mayflower,Thane,https://housing.com/rent-hiranandani-mumbai-mayflower-for-rent-in-thane-west-thane-rpid-AG3bt6AH0
R70789,Akshar Alvario,Navi Mumbai,https://housing.com/in/buy/akshar-alvario-for-resale-in-seawoods-navi-mumbai-AGhifAH0
R174055,RCP VIP City,Raipur,https://housing.com/in/buy/projects/page/242779-rcp-vip-city-by-rcp-infratech-in-daldal-seoni
R28982,Proviso Complex,Navi Mumbai,https://housing.com/in/buy/projects/page/6946-proviso-complex-by-proviso-group-in-kharghar
R1578,Cosmos Express 99,Gurgaon,https://housing.com/in/buy/projects/page/5330-cosmos-express-99-by-cosmos-infra-engineering-india-ltd-in-sector-99
R373900,Sumer Prime,Mumbai South,https://housing.com/in/buy/projects/page/331802-sumer-samaq-prime-by-sumer-group-in-lower-parel
R303291,Omaxe Twin Tower,Ludhiana,https://housing.com/in/buy/projects/page/95502-omaxe-twin-tower-by-omaxe-ltd-in-thakkarwal
R30288,Truvae Fragrance,Ghaziabad,https://housing.com/in/buy/projects/page/16992-fragrance-homes-by-truvae-group-in-siddharth-vihar
R28552,Prestige Acropolis,Bangalore South,https://housing.com/in/buy/projects/page/150920-prestige-acropolis-by-prestige-estates-projects-ltd-in-adugodi
R417514,Mohite Mrugank,Central Mumbai,https://housing.com/in/buy/projects/page/309016-mohite-mrugank-by-mohite-realtors-in-chembur
R134885,Aims Green Avenue,Greater Noida,https://housing.com/in/buy/aims-green-avenue-for-resale-in-sector-4-greater-noida-west-greater-noida-AG5kiAH0
R330323,Samriddhi Sampat Greens,Indore,https://housing.com/buy-shree-sampat-greens-phase-1-resale-flats-in-kanadiya-indore-srpid-AG3x2vAH0
R276681,Marigold Apartment,Ahmedabad West,https://housing.com/buy-sahajanand-marigold-by-shree-nar-narayan-infrastructure-in-chandkheda-ahmedabad-pid-298299
R29232,Prateek Fedora,Noida,https://housing.com/in/buy/projects/page/57118-prateek-fedora-by-prateek-group-in-sector-61
R223869,Magarpatta City Iris,Pune East,https://housing.com/in/buy/projects/page/209414-magarpatta-city-iris-by-magarpatta-city-in-magarpatta-city
R15402,Apex Athena,Noida,https://housing.com/in/buy/projects/page/6827-apex-buildcon-athena-by-apex-buildcon-india-pvt-ltd-in-sector-75
R14748,Galaxy Orion,Navi Mumbai,https://housing.com/in/buy/projects/page/131352-galaxy-orion-by-elixir-in-kharghar
R12782,Shree Awas,Delhi South West,https://housing.com/in/buy/projects/page/132987-shree-awas-apartment-by-reputed-builder-in-sector-18-dwarka
R57578,Kalpataru Horizon,Mumbai South,https://housing.com/in/buy/projects/page/153545-kalpataru-horizon-by-kalpataru-group-in-worli
R478,Kalpataru Hills,Thane,https://housing.com/in/buy/kalpataru-hills-for-resale-in-thane-west-thane-AGv72AH0
R223221,Railway Line Staff CGHS,Delhi South West,https://housing.com/in/buy/projects/page/42576-revanta-railway-line-staff-cghs-by-revanta-multi-state-cghs-ltd-in-sector-19-dwarka
R814,Pride Aloma County,Pune West,https://housing.com/in/buy/projects/page/54204-pride-aloma-county-by-pride-group-in-aundh
R289195,UPAEVP Himalaya Enclave,Lucknow,https://housing.com/kaliyagarhi-jagrati-vihar-meerut-overview-P33ryseksmj5lktw9
R39028,Balaji Heights,Navi Mumbai,https://housing.com/in/buy/projects/page/16036-balaji-heights-by-balaji-adventures-in-kharghar
R12478,CGHS Chanakya Apartments,Delhi South West,https://housing.com/in/buy/3bhk-flat-for-sale-in-ashoka-apartments-AG37mxC8
R8420,Geomatrix Silver Crest,Navi Mumbai,https://housing.com/in/buy/projects/page/5430-geomatrix-silver-crest-by-great-value-and-geoworks-in-panvel
R8880,Gagan Arena,Pune South,https://housing.com/in/buy/projects/page/2076-gagan-arena-by-gagan-properties-in-undri
R335249,Concorde Auriga,Bangalore East,https://housing.com/in/buy/projects/page/200659-concorde-auriga-by-concorde-housing-corporation-pvt-ltd-in-medahalli
R263605,Hiranandani Lavinia,Thane,https://housing.com/in/buy/hiranandani-lavinia-for-resale-in-thane-west-thane-AGpq3AH0
R10878,Aaron Moreshwar complex,Navi Mumbai,https://housing.com/in/buy/aaron-moreshwar-complex-for-resale-in-kamothe-navi-mumbai-AG11t4AH0
R30178,Kolte Patil Maestros,Pune East,https://housing.com/in/buy/projects/page/33928-kolte-patil-maestros-by-koltepatil-developers-in-wanowrie
R53732,RJ Lake Gardenia,Bangalore East,https://housing.com/in/buy/projects/page/14183-rj-lake-gardenia-by-rj-group-in-k-r-puram
R7,Unitech Harmony,Gurgaon,https://housing.com/in/buy/projects/page/93175-unitech-harmony-by-unitech-limited-in-sector-50
R29984,Golden Cascade,Pune West,https://housing.com/in/buy/projects/page/155356-golden-cascade-by-reputed-builder-in-wakad
