XID,Project Name,City,Housing.com Link
R137123,DDA Bagwan Apartment,North Delhi,https://housing.com/bhagwan-buddha-housing-corporation-society-pitampura-new-delhi-overview-Pmo6o34f74o6tdwx
R139725,Omaxe Silver Birch,Chandigarh,https://housing.com/in/buy/omaxe-silver-birch-for-resale-in-ranai-majra-chandigarh-AGd5mAH0
R141541,The Grande,Meerut,https://housing.com/in/buy/projects/page/284248-the-grande-by-proview-rishabh-infra-in-partapur
R144365,Karan Suncoast,Pune West,https://housing.com/in/buy/projects/page/18089-karan-suncoast-by-karan-developers-in-bavdhan
R145129,AMG Palm Garden,Ludhiana,https://housing.com/in/buy/projects/page/268176-amg-palm-garden-by-ashok-malhotra-group-in-sahnewal/directions
R145211,Sai Yashvasin,Navi Mumbai,https://housing.com/in/buy/sai-yashvasin-for-resale-in-kharghar-navi-mumbai-AG6k4AH0
R145229,Emaar MGF The Bungalows,Mohali,https://housing.com/rent-emaar-bungalows-for-rent-in-sector-109-mohali-rpid-AG5ag9AH0
R145261,Essen Raj Manohar Residency,Bhubaneswar,https://housing.com/buy-essen-raj-manohar-residency-by-essen-in-raghunathpur-bhubaneswar-pid-328814
R146047,Acme Eden and Emerald Court,Mohali,https://housing.com/in/buy/projects/page/200508-acme-eden-court-by-acme-builders-in-sector-91
R146149,Ashiana Aangan,Neemrana,https://www.ashianahousing.com/premium-homes/neemrana-ncr/ashiana-aangan-nh8
R146579,Sunny Enclave,Mohali,https://housing.com/in/buy/sahibzada_ajit_singh_nagar/house-sunny_enclave_kharar
R146623,Ansal Sushant City 1,Jaipur,https://housing.com/buy-flats-in-sushant-city-i-jaipur-for-sale-srpid-P44o3zqlgsohep57q
R149213,Omaxe City Plots,Bahadurgarh,https://housing.com/in/buy/bahadurgarh/plot-omaxe_city
R152163,JTPL City Mohali,Mohali,https://housing.com/in/buy/projects/page/11805-jtpl-city-by-jtpl-township-in-sector-116
R152285,DB Pride,Indore,https://housing.com/rent-db-pride-for-rent-in-talawali-chanda-indore-rpid-AG2s8zAH0
R152473,Krishna Tower,Lucknow,https://housing.com/buy-krishna-tower-by-krishna-colonisers-pvt-ltd-in-miranpur-pinvat-lucknow-pid-15036
R152579,Omaxe Plots Phase 3,Chandigarh,https://housing.com/in/buy/projects/page/57245-omaxe-phase-3-mullanpur-by-omaxe-ltd-in-new-chandigarh
R153067,Art Nirman Shree Vishnudhara Cross Road,Ahmedabad North,https://housing.com/buy-art-shree-vishnu-dhara-cross-road-by-art-nirman-ltd-in-gota-ahmedabad-pid-7566
R153975,Ansal Sushant City,Sonipat,https://housing.com/in/buy/projects/page/255981-ansal-sushant-city-sonipat-phase-1-by-ansal-api-in-sector-61
R154285,Omaxe New Chandigarh,Chandigarh,https://housing.com/in/buy/projects/page/57245-omaxe-phase-3-mullanpur-by-omaxe-ltd-in-new-chandigarh
R156047,Priyanka Utkarsh,Navi Mumbai,https://housing.com/in/buy/projects/page/3802-priyanka-priyanka-utkarsh-by-priyanka-regency-builders-developers-pvt-ltd-in-ulwe
R156171,Unique Poonam Cluster 3,Mira Bhayandar,https://housing.com/in/buy/projects/page/320109-unique-poonam-estate-cluster-ii-building-no-4-5-6-by-unique-shanti-developers-in-mira-road-east
R156481,Siddhivinayak Aarambh,Pune East,https://housing.com/in/buy/projects/page/15086-siddhivinayak-aarambh-by-siddhivinayak-developers-in-wagholi
R156981,TDI Wellington Heights,Mohali,https://housing.com/in/buy/tdi-wellington-heights-for-resale-in-sector-117-sahibzada-ajit-singh-nagar-AGafyAH0
R158275,SandeepG Mayfair Utsav,Siliguri,Not Found
R163343,Mont Vert Oystera,Pune West,https://housing.com/in/buy/projects/page/5999-mont-vert-oyestra-by-mont-vert-homes-in-wakad
R164753,Shivalik City,Mohali,https://housing.com/in/buy/sahibzada_ajit_singh_nagar/house-shivalik_city
R167105,Ideal Spacio,Pune South,https://housing.com/in/buy/projects/page/33374-marvel-ideal-spacio-phase-1-by-marvel-realtors-in-pisoli
R169275,Shanti Siddheshwar Heights,Navi Mumbai,https://housing.com/in/buy/shanti-developers-siddheshwar-heights-for-resale-in-kamothe-navi-mumbai-AG4emlAH0
R171063,Sheres Shalimar Mannat,Lucknow,https://housing.com/in/buy/projects/page/297183-shere-shalimar-mannat-extension-3-by-shalimar-corp-ltd-lucknow-in-nawabganj
R171867,Majestique Manhattan,Pune East,https://housing.com/in/buy/projects/page/133752-majestique-manhattan-g-building-by-majestique-landmarks-in-wagholi
R172071,Amanora Adreno Towers,Pune East,https://housing.com/in/buy/amanora-adreno-towers-for-resale-in-hadapsar-pune-AGu0rAH0
R173447,JLPL Sky Gardens,Mohali,https://housing.com/in/buy/janta-sky-gardens-for-resale-in-jlpl-industrial-area-mohali-AG35feAH0
R173993,Simran Uptown Avenue,Navi Mumbai,https://housing.com/in/buy/projects/page/43814-simran-building-no-3-uptown-avenue-by-simran-enterprises-in-panvel
R174055,RCP VIP City,Raipur,https://housing.com/in/buy/projects/page/242779-rcp-vip-city-by-rcp-infratech-in-daldal-seoni
R175175,DLF My Pad,Lucknow,https://housing.com/buy-dlf-my-pad-by-dlf-in-gomti-nagar-lucknow-pid-34360
R177419,R Block RWA Greater Kailash 1,South Delhi,https://housing.com/rent-rwa-greater-kailash-1-block-s-for-rent-in-greater-kailash-i-new-delhi-rpid-AG1l14AH0
R177613,Durga Pooja CGHS,Delhi South West,https://housing.com/in/buy/projects/page/152765-durga-pooja-apartment-by-reputed-builder-in-sector-13-dwarka
R177653,Rohini Apartments RWA,North Delhi,https://housing.com/in/buy/projects/page/72802-rwa-chanderpriya-apartments-by-swaraj-homes-builders-developer-in-sector-8-rohini
R177815,E Block RWA Greater Kailash 1,South Delhi,https://housing.com/in/buy/projects/page/73911-swaraj-homes-e-block-rwa-greater-kailash-1-by-swaraj-homes-builders-developer-in-greater-kailash-i
R178183,Aditya Orbit,Vadodara,https://housing.com/buy-aditya-orbit-by-aditya-group-in-waghodia-road-vadodara-pid-212828
R178353,Divya Jyoti Apartment,North Delhi,https://housing.com/in/buy/projects/page/154993-divya-jyoti-apartment-by-reputed-builder-in-sector-19-rohini
R180101,Peepal Apartments,Delhi South West,https://housing.com/in/buy/projects/page/73950-dda-peepal-apartments-by-dda-in-sector-17-dwarka
R180383,M2K County,Dharuhera,https://housing.com/in/buy/projects/page/44748-m2k-county-heights-by-m2k-india-in-sector5
R181115,JLPL Galaxy Heights,Mohali,https://housing.com/in/buy/projects/page/29193-janta-galaxy-heights-by-janta-land-promoters-in-jlpl-industrial-area
R181269,G Corp Mahalakshmi,Bangalore North,https://housing.com/in/buy/projects/page/30644-g-corp-mahalakshmi-by-g-corp-developers-in-sahakara-nagar
R184665,Navami Funique,Bangalore South,https://housing.com/in/buy/projects/page/75323-navami-funique-by-navami-builders-and-developers-in-electronic-city
R185219,Lansum Etania,Hyderabad,https://housing.com/in/buy/projects/page/19776-lansum-etania-by-lansum-properties-llp-in-nanakaramguda
R190723,Supreme Amadore,Pune West,https://housing.com/in/buy/projects/page/39326-supreme-amadore-by-supreme-universal-in-baner
R191639,New Krishna Tower,Navi Mumbai,https://housing.com/in/buy/projects/page/219103-krishna-tower-by-krishna-enterprises-in-kharghar
R196091,Ansal Villas,South Delhi,https://housing.com/ansal-villas-sat-bari-new-delhi-overview-Plodhsv06kl4melm
R197309,Thanekar Bhagirathi Regency,Thane Outskirts,https://housing.com/in/buy/projects/page/2003-bhagirathi-galaxy-by-thanekar-group-in-dombivli-east
R200893,Shanti Hari Heritage,Navi Mumbai,https://housing.com/in/buy/shanti-hari-heritage-for-resale-in-kamothe-navi-mumbai-AG1m19AH0
R201167,Shreeji Arcade,Navi Mumbai,https://housing.com/in/buy/projects/page/18664-shreeji-arcade-by-shreeji-developers-in-vashi
R203531,SubhaGruha Sukrithi Avanthika,Hyderabad,https://housing.com/in/buy/subhagruha-sukrithi-avanthika-phase-3-for-resale-in-kondakal-hyderabad-AG258eAH0
R204817,Manglam Aadhar,Jaipur,https://housing.com/buy-manglam-aadhar-vaishali-estate-resale-flats-in-girdharipura-jaipur-srpid-AG2pbkAH0
R205785,Kohinoor Presidentia,Pune East,https://housing.com/in/buy/resale/page/17031597-2-bhk-apartment-in-ghorpadi-for-rs-9200000
R207763,Ganga Triveni Apartment,North Delhi,https://housing.com/in/buy/projects/page/72808-group-ganga-triveni-apartment-by-group-housing-in-sector-9-rohini
R208065,RWA DDA Flats L Block,South Delhi,https://housing.com/in/buy/projects/page/70903-rwa-pragati-park-block-h18-and-l-by-swaraj-homes-builders-developer-in-malviya-nagar
R208341,Prakriti Apartments,Delhi South West,https://housing.com/in/buy/projects/page/151235-cghs-prakriti-apartments-by-cghs-group-in-sector-6-dwarka
R209951,MLH Unique City Plots,Jaipur,https://housing.com/in/buy/projects/page/20886-keemaya-and-mlh-vedic-heights-by-keemaya-builders-in-kandivali-east
R210089,Manglams Grand City,Jaipur,https://housing.com/buy-manglam-grand-city-ext-prime-by-mangalam-bdl-in-narsinghpura-jaipur-rajasthan-pid-264332
R210515,DDA Nilgiri Apartments,South Delhi,https://housing.com/in/buy/projects/page/90103-kailash-nilgiri-apartments-by-kailash-nath-projects-in-hamdard-nagar
R211417,Vedant Kingston Greens,Pune South,https://housing.com/in/buy/projects/page/34912-kingston-greens-by-vedant-developments-in-undri
R217985,Rishita Manhattan,Lucknow,https://housing.com/buy-rishita-manhattan-resale-flats-in-gomti-nagar-extension-lucknow-srpid-AG14qoAH0
R219469,Fortune Landmark,Bhopal,https://housing.com/buy-fortune-landmark-phase-ii-a-by-fortune-builders-in-salaiya-bhopal-pid-228087
R219877,NK Savitry Greens 2,Chandigarh,https://housing.com/in/buy/nk-sharma-n-k-savitry-greens-for-resale-in-vip-road-zirakpur-zirakpur-AG4bawAH0
R219929,Housefed Flats,Mohali,https://housing.com/in/buy/resale/page/13020554-2-bhk-apartment-in-sector-79-for-rs-6500000
R220089,Ratan Orbit,Kanpur,https://ratanhousing.com/ratan_orbit.php
R220231,KBL Silicon City,Mysore,https://housing.com/in/buy/projects/page/214603-kbl-silicon-valley-by-kbl-group-in-avverahalli
R221935,MIG Super Flats,Mohali,https://housing.com/in/buy/sahibzada_ajit_singh_nagar/flat-sector_70_sahibzada_ajit_singh_nagar
R222185,BU Bhandari Vaastu Viva,Pune West,https://housing.com/in/buy/projects/page/33181-bu-bhandari-vaastu-viva-abcd-by-bubhandari-landmarks-in-wakad
R222311,TDI Emperor Floors,Sonipat,https://housing.com/in/buy/projects/page/73010-tdi-emperor-floors-by-tdi-infratech-ltd-in-kundli
R222359,Nirman Altius,Pune East,https://housing.com/in/buy/projects/page/29843-nirman-altius-by-nirman-developers-in-kharadi
R222581,Tricone City,Indore,https://housing.com/buy-tricone-city-khandwa-road-indore-resale-flats-in-gokanya-indore-srpid-AG3x3jAH0
R223445,Nabhraj Nandanvan Phase 3,Aurangabad,https://housing.com/in/buy/projects/page/326005-nabhraj-nandanvan-by-nabhraj-group-in-chilkalthana
R223869,Magarpatta City Iris,Pune East,https://housing.com/in/buy/projects/page/209414-magarpatta-city-iris-by-magarpatta-city-in-magarpatta-city
R224799,Parsvnath City,Dharuhera,https://housing.com/in/buy/parsvnath-city-for-resale-in-sector1-dharuhera-AG253qAH0
R225681,Pooja Apartment,Guwahati,https://housing.com/in/buy/projects/page/152765-durga-pooja-apartment-by-reputed-builder-in-sector-13-dwarka
R226825,Om Metals Pallacia,Jaipur,https://housing.com/buy-om-pallacia-by-om-metals-in-ashok-nagar-jaipur-rajasthan-pid-6871
R227169,Doon Boulevard,Dehradun,https://housing.com/buy-1971-sqft-3-bhk-apartment-in-rajpur-road-for-rs-18724500-rid-15912415
R228057,PDA Omaxe City,Patiala,https://housing.com/in/buy/projects/page/249634-omaxe-pda-by-omaxe-ltd-in-baran
R228459,B and A Prime Crescent Avenue,Tirunelveli,https://housing.com/in/buy/projects/hosur_road_tamil_nadu
R228565,Jindal Global City,Sonipat,https://housing.com/in/buy/projects/page/100263-jindal-global-city-by-jindal-realty-in-sector-35
R230607,Omaxe The Palace,Lucknow,https://housing.com/buy-omaxe-the-palace-resale-flats-in-gomti-nagar-lucknow-srpid-AG6sqAH0
R231981,Modern Housing Complex,Chandigarh,https://housing.com/in/buy/projects/page/249415-modern-housing-complex-by-reputed-builder-in-manimajra
R232001,Srinath Rock Garden,Jamshedpur,https://housing.com/in/buy/projects-jamshedpur/all
R235520,Fortune Butterfly City,Hyderabad,https://housing.com/in/buy/projects/page/30278-fortune-butterfly-city-by-fortune-infra-developers-in-kadthal/brochure
R237360,Vasant Apartment,Noida,https://housing.com/in/buy/projects/page/85071-swaraj-homes-vasant-apartments-by-swaraj-homes-builders-developer-in-sector-62
R239030,Neelkanth Pride,Navi Mumbai,https://housing.com/in/buy/projects/page/27682-neelkanth-pride-by-yashraj-enterprise-in-ulwe
R239268,DNV Elvira,Pune West,https://housing.com/in/buy/projects/page/133464-dnv-elvira-b-by-dnv-builders-in-tathawade
R239550,Kolte Patil Downtown Xenia,Pune East,https://housing.com/in/buy/projects/page/33289-kolte-patil-xenia-by-koltepatil-developers-in-kharadi
R240917,Hero Homes,Ludhiana,https://housing.com/in/buy/projects/page/225399-hero-homes-phase-1-by-hero-realty-private-limited-in-deatwal
R241789,Evening Glory CHS,Central Mumbai,https://housing.com/in/buy/projects/page/210556-raheja-evening-glory-chs-by-raheja-builders-in-powai
R241825,Riddhi Siddhi Heights,Pune West,https://housing.com/in/buy/projects/page/45728-rr-riddhi-siddhi-heights-by-rr-lunkad-constructions-in-wakad
R242473,New Hind Mill,Mumbai South,https://housing.com/in/buy/projects/page/148875-new-hind-mill-mhada-sankul-by-reputed-builder-in-byculla
R242619,Aditya Park Town,Ghaziabad,https://housing.com/in/buy/projects/page/100104-aditya-park-town-by-aditya-builders-developers-in-shahpur-bamheta
R242735,Supreme Krishiv Kripa,Navi Mumbai,https://housing.com/rent/1bhk-flats-for-rent-in-sector-35e-kharghar-navi-mumbai-C2P3socwa8l48krbn4y
R243243,Provident Kenworth,Hyderabad,https://www.providenthousing.com/projects/hyderabad/kenworth-by-provident-rajendranagar/
R245205,Swati Florence,Ahmedabad West,https://housing.com/buy-swati-florence-by-swati-procon-pvt-ltd-in-south-bopal-ahmedabad-pid-49007
R246097,Pushpak Society,Chandigarh,https://housing.com/in/buy/projects/page/249096-pushpak-society-by-reputed-builder-in-sector-49
R247113,Hero Homes Mohali,Mohali,https://housing.com/in/buy/hero-homes-for-resale-in-sector-88-sahibzada-ajit-singh-nagar-AG4vc5AH0
R248077,Lokhandwala Green Hills,Western Mumbai,https://housing.com/in/buy/projects/page/78515-lokhandwala-green-hills-chs-by-lokhandwala-construction-in-kandivali-east
R248397,Alica Nagar CHS,Western Mumbai,https://housing.com/in/buy/projects/page/78516-lokhandwala-alica-nagar-by-lokhandwala-construction-in-kandivali-east
R250667,Ace Aurum,Pune West,https://housing.com/in/buy/projects/page/265013-jhamtani-ace-aurum-by-jhamtani-group-in-ravet
R252895,Kalyan Sampat Gardens,Indore,https://housing.com/buy-kalyan-sampat-gardens-resale-flats-in-bhicholi-mardana-indore-srpid-AG8gwAH0
R254893,Neelkanth Lakeview,Thane,https://housing.com/in/buy/projects/page/104255-neelkanth-lakeview-by-neelkanth-in-thane-west
R255405,Shree Krishna Sentosa Pride,Pune West,https://housing.com/in/buy/projects/page/41787-sentosa-pride-by-shree-krishna-associates-in-punawale
R255867,Dnyan Sarathi CHS,Navi Mumbai,https://housing.com/in/buy/resale/page/17034589-2-bhk-apartment-in-kharghar-for-rs-10000000
R257091,RKN Nakshatra Enclave,Bhopal,https://housing.com/rent-rkn-nakshatra-enclave-for-rent-in-awadhpuri-bhopal-rpid-AG4mvfAH0
R257887,The Future City,Jaipur,https://housing.com/buy-trimurty-the-future-city-by-trimurty-group-in-mandor-jaipur-rajasthan-pid-78128
R257934,Prithvi Pride,Mira Bhayandar,https://housing.com/in/buy/projects/page/51958-prithvi-pride-phase-i-by-prithvi-group-in-mira-road-east
R258435,Suvidha Jewel,Central Mumbai,https://housing.com/in/buy/projects/page/35126-suvidha-jewel-by-suvidha-group-in-mulund-east
R258491,Prozone Palms,Coimbatore,https://housing.com/buy-prozone-palms-by-alliance-mall-developers-co-private-limited-in-saravanampatty-coimbatore-pid-261289
R261398,Juhi Serenity,Navi Mumbai,https://housing.com/in/buy/projects/page/34551-juhi-serenity-by-juhi-developers-in-ghansoli
R262618,Bramha Sun City Phase 2,Pune East,https://housing.com/in/buy/resale/page/15137836-4-bhk-apartment-in-wadgaon-sheri-for-rs-32500000
R262734,Kolte Patil Western Avenue,Pune West,https://housing.com/in/buy/projects/page/35293-kolte-patil-western-avenue-by-koltepatil-developers-in-wakad
R263851,DSMAX Stonescape,Bangalore South,https://housing.com/in/buy/projects/page/35287-ds-max-stonescape-by-dsmax-properties-private-limited-in-anjanapura-township
R265009,Omaxe North Avenue 2,Bahadurgarh,https://housing.com/in/buy/omaxe-north-avenue-ii-for-resale-in-sector-15-sankhol-AG4t2qAH0
R265191,Green Fields Crown City,Coimbatore,https://housing.com/buy-greenfield-crown-city-by-greenfield-housing-india-pvt-ltd-in-saravanampatty-coimbatore-pid-302751
R267281,SBP City of Dreams,Mohali,https://housing.com/in/buy/projects/page/126143-sbp-city-of-dreams-2-by-sbp-group-in-sector-116
R267986,Nanded Pancham,Pune South,https://housing.com/in/buy/projects/page/50897-magarpatta-pancham-phase-ii-at-nanded-city-by-magarpatta-city-in-nanded
R268016,Rustomjee Aurelia,Thane,https://housing.com/in/buy/projects/page/38972-rustomjee-urbania-aurelia-by-rustomjee-builders-in-thane-west
R268273,Millennium Acropolis,Pune West,https://housing.com/rent-millennium-acropolis-for-rent-in-tathawade-pune-rpid-AGuioAH0
R268707,Ambika Florence Park,Chandigarh,https://housing.com/in/buy/projects/page/127125-florence-park-by-ambika-realcon-in-new-chandigarh
R269461,VTP Solitaire,Pune West,https://housing.com/in/buy/projects/page/40879-vtp-solitaire-by-vtp-realty-in-pashan
R168701,Sky City Floris,Ahmedabad West,https://housing.com/buy-goyal-floris-by-goyal-co-hariyana-group-in-shela-ahmedabad-pid-22712
R169797,Cosmos Habitat,Thane,Not Found
R170677,Guardian Eastern Meadows,Pune East,https://housing.com/in/buy/projects/page/51595-guardian-eastern-meadows-phase-1-by-guardian-developer-in-upper-kharadi
R170709,Mantra Happy Homes,Haridwar,https://housing.com/in/buy/projects/page/22601-crc-mantra-happy-homes-by-crc-group-in-bhel-township
R213691,Ratan Panorama,Kanpur,https://ratanhousing.com/ratan_panorama.php
R214255,Empress City,Nagpur,https://housing.com/pin-code/empress-city-nagpur-pin-code-440018
R214597,Pramod Rajshree Plaza,Nagpur,https://housing.com/buy-pr-plaza-by-gandhi-builders-developers-in-kamala-nagpur-maharashtra-pid-224588
R217045,Grand Omaxe,Lucknow,https://housing.com/buy-grand-omaxe-by-omaxe-ltd-in-sultanpur-road-lucknow-pid-27921
R217349,Swastik Signature Park,Lucknow,https://housing.com/buy-signature-park-sector-2-and-3-by-signature-group-in-kisan-path-lucknow-pid-275115
R227327,Saksham Welfare Association,Gurgaon,https://housing.com/in/buy/projects/page/56055-saksham-welfare-association-by-swaraj-homes-builders-developer-in-sector-22
R245097,Trimurti Apartments,Delhi South West,https://housing.com/in/buy/projects/page/156998-trimurti-apartments-by-reputed-builder-in-sector-12-dwarka
R245665,SandeepG Mayfair Greens 2,Siliguri,https://housing.com/rent-sandeepg-realestate-mayfair-residency-for-rent-in-bankim-nagar-siliguri-rpid-AG4mnpAH0
R246665,Eco City,Chandigarh,https://housing.com/rent/house-for-rent-in-eco-city-1-new-chandigarh-chandigarh-M2P4b6fdg4e1a1nksum
R246921,Progressive Society,Chandigarh,https://housing.com/in/buy/progressive-society-for-resale-in-sector-50-chandigarh-AG5cg9AH0
R249017,Poonam Park View,Beyond Mira Road,https://housing.com/in/buy/projects/page/52333-poonam-park-view-phase-i-by-poonam-developers-in-virar-west
R249191,Singhania Harshit Harmony,Raipur,https://housing.com/in/buy/projects/page/340843-singhania-harshit-harmony-by-singhania-buildcon-group-in-bana
R250603,Royal Avenue,Trichy,Not Found
R250683,Vision Ace,Pune West,https://housing.com/in/buy/projects/page/127338-jhamtani-vision-ace-phase-1-by-jhamtani-group-in-tathawade
R250877,Global City,Mohali,https://housing.com/in/buy/projects/page/128613-bajwa-sunny-enclave-global-city-by-bajwa-developers-in-harlal-pur
R251343,Rajhans Synfonia,Surat,https://housing.com/buy-rajhans-synfonia-by-rajhans-group-of-industries-in-bhimrad-surat-pid-202314
R254971,Platinum Escaso,Navi Mumbai,https://housing.com/in/buy/projects/page/30518-platinum-escaso-by-platinum-group-in-ulwe
R255417,Shilpa Society,Nagpur,https://housing.com/rent/flats-for-rent-in-shilpa-society-P69b6f18lum3wb2dl
R257217,Konark Krish 2,Pune East,https://housing.com/rent-karia-konark-krish-for-rent-in-mundhwa-pune-rpid-AG1354AH0
R258111,VSR Rejoice,Bangalore North,https://housing.com/in/buy/projects/page/42801-sai-vrushabadri-towers-by-sai-projects-and-developers-in-whitefield?configId=61664
R259309,Oranje Castle,Lucknow,https://housing.com/buy-suraj-oranje-castle-by-suraj-infra-ventures-pvt-ltd-in-gomti-nagar-lucknow-pid-203043
R260448,Shalimar Oneworld Vista,Lucknow,https://housing.com/buy-shalimar-vista-resale-flats-in-badhamau-lucknow-srpid-AG4coaAH0
R261562,Dynamic Crest,Navi Mumbai,https://housing.com/in/buy/projects/page/51669-dynamic-crest-phase-i-rimo-everest-by-dynamic-group-in-khidkali
R262156,Omaxe Aananda,Allahabad,https://housing.com/in/buy/projects/page/237485-omaxe-aananda-by-omaxe-ltd-in-naini
R262306,Rushabhdev Sharan Circle Homes,Ahmedabad North,https://housing.com/buy-rushabhdev-sharan-circle-homes-tower-a-to-f-by-rushabhdev-infra-projects-in-chandkheda-ahmedabad-pid-48051
R262382,Shiv Kailasa,Nagpur,https://housing.com/buy-shiv-kailasa-by-om-shivam-buildcon-pvt-ltd-in-mihan-nagpur-maharashtra-pid-133322
R262402,Bhavishya Metro City,Bhopal,https://housing.com/buy-bhavishya-metro-city-sector-b-resale-flats-in-mungalia-kot-bhopal-srpid-AG5iwvAH0
R262874,Beverly Golf Avenue,Mohali,https://housing.com/in/buy/projects/page/128443-beverly-golf-avenue-by-mb-infrabuild-pvt-ltd-in-sector-65
R263605,Hiranandani Lavinia,Thane,https://housing.com/in/buy/hiranandani-lavinia-for-resale-in-thane-west-thane-AGpq3AH0
R263705,Hiranandani Rodas Enclave Woodville,Thane,https://housing.com/in/buy/projects/page/933-hiranandani-rodas-enclave-woodville-by-hiranandani-communities-in-hiranandani-estate
R264715,Provenance Four Seasons Private Residences,Mumbai South,https://housing.com/in/buy/projects/page/266424-provenance-four-seasons-private-residences-by-provenance-land-private-limited-in-worli
R264873,SSD Sai Pearl,Pune West,https://housing.com/in/buy/projects/page/52387-ssd-sai-pearl-phase-2-by-ssd-group-in-pimple-saudagar
R264981,Shiv Serenity Space,Ahmedabad North,https://housing.com/buy-shiv-serenity-space-by-shiv-infraspace-in-gota-ahmedabad-pid-45828
R265039,Omaxe City 1,Indore,https://housing.com/buy-omaxe-city-by-omaxe-ltd-in-mayakhedi-indore-pid-225114
R265279,Pratik Residency,Navi Mumbai,https://housing.com/in/buy/pratik-residency-for-resale-in-ulwe-navi-mumbai-AG1euAH0
R265669,Aditya Casa Grande,Hyderabad,https://housing.com/in/buy/projects/page/35715-sri-aditya-casa-grande-by-sri-aditya-homes-pvt-ltd-in-gandipet
R266138,Amaltas Castle,Raipur,https://housing.com/in/buy/green-amaltas-castle-for-resale-in-kachana-raipur-AG51enAH0
R266407,Highland Park,Chandigarh,https://housing.com/in/buy/projects/page/203106-aps-highland-park-by-aps-ubber-group-alliance-in-bhabat
R266617,Casagrand Ferns,Chennai South,https://housing.com/in/buy/projects/page/37525-casagrand-ferns-by-casagrand-builder-private-limited-in-tambaram
R266671,Excella Kutumb,Lucknow,https://housing.com/buy-excella-kutumb-by-excella-developers-in-gomti-nagar-lucknow-pid-227797
R266729,Megapolis Symphony,Pune West,https://housing.com/in/buy/projects/page/41681-pegasus-megapolis-symphony-phase-i-by-kumar-properties-in-hinjawadi-phase-3
R266739,ARG Ananta Jagatpura,Jaipur,https://housing.com/buy-arg-ananta-pride-by-arg-group-in-jagatpura-jaipur-rajasthan-pid-77917
R267059,Vrindapuram,Vrindavan,https://housing.com/in/buy/mathura_uttar_pradesh/villas-vrindavan_uttar_pradesh
R267245,Green City Homes,Visakhapatnam,https://housing.com/buy-vizag-green-city-homes-blocks-a3-b3-c1-by-vizag-profiles-pvt-ltd-in-yadava-jaggaraju-peta-visakhapatnam-pid-22635
R267279,Sri Heritage,Thane Outskirts,https://housing.com/
R267693,Suhana Green Aalyam,Kota,https://housing.com/in/buy/projects/page/124201-suhana-green-aaayam-by-suhana-group-in-railway-station-area
R267888,Oriental Palms,Kolkata North,https://housing.com/buy-kaypee-oriental-palms-by-starom-realty-pvt-ltd-in-phool-bagan-kolkata-pid-37360
R268065,Goodwill Palette,Pune West,https://housing.com/in/buy/projects/page/338041-choice-goodwill-palette-i-and-j-by-unique-choice-ventures-in-pimpri
R268113,Konig North County,Bangalore North,https://housing.com/in/buy/projects/page/333007-konig-north-county-by-konig-homes-in-yelahanka
R268339,DLF City Plots Phase 4,Gurgaon,https://housing.com/in/buy/gurgaon/plot-dlf_phase_iv
R269013,Century Heights,Bhopal,https://housing.com/buy-century-heights-by-century-builders-and-developers-in-bawadiya-kalan-bhopal-pid-126339
R269041,Archstone Infinity Tower,Navi Mumbai,https://housing.com/in/buy/koperkhairane-infinity-tower-for-resale-in-kopar-khairane-navi-mumbai-AG2sdeAH0
R269113,RBS NILAYA HEIGHTS,Dehradun,https://housing.com/buy-1635-sqft-2-bhk-apartment-in-banjarawala-for-rs-12600000-rid-16054279
R269195,Park East,Mohali,https://housing.com/in/buy/projects/page/230792-primary-arcadia-park-east-by-primary-estates-and-developers-in-bhago-majra
R269423,Tirupati Paradise,Varanasi,https://housing.com/buy-tirupati-paradise-by-tirupati-group-in-belwariya-varanasi-uttar-pradesh-pid-216199
R269844,Anukampa Sky Lounges,Jaipur,https://housing.com/buy-anukampa-sky-lounges-by-anukampa-group-in-kankha-ki-dhani-jaipur-rajasthan-pid-52270
R270238,Pebbles Urbania,Pune West,https://housing.com/in/buy/projects/page/42470-abhinav-pebbles-urbania-by-abhinav-rainbow-developers-promoters-llp-in-bavdhan
R270301,Aakriti Miro,Hyderabad,https://aakritihousing.com/
R270557,Anandtara Siliconbay,Pune East,https://housing.com/in/buy/projects/page/42482-anandtara-silicon-bay-by-anandtara-construction-in-wadgaon-sheri
R270621,Greenfield Meadows,Mangalore,Not Found
R270741,Signature The Roselia,Gurgaon,https://housing.com/in/buy/projects/page/42824-signature-global-the-roselia-by-signature-global-builders-pvt-ltd-in-sector-95a
R270755,Runal Gateway,Pune West,https://housing.com/in/buy/projects/page/133456-runal-gateway-phase-ii-by-runal-developer-in-ravet
R270895,Sowparnika Columns,Bangalore East,https://housing.com/in/buy/projects/page/263561-sowparnika-columns-by-sowparnika-projects-infrastructure-in-thirumalashettyhally
R271059,Aastha Nest,Coimbatore,https://housing.com/buy-aastha-nest-by-abi-infrastructure-in-kovai-pudur-coimbatore-pid-277031
R271411,Kolte Patil Mount Castle,Pune East,https://housing.com/in/buy/projects/page/126009-kolte-patil-ivy-estate-nia-by-koltepatil-developers-in-wagholi/directions
R271757,Lodha Casa Essenza,Western Mumbai,https://housing.com/in/buy/lodha-casa-essenza-for-resale-in-dahisar-east-mumbai-AG1q6jAH0
R271773,Swastik East 12,Raipur,https://housing.com/in/buy/projects/page/250329-swastik-east-12-by-swastik-group-in-shankar-nagar
