xid,Name,Rera ID,NoBroker RERA ID,Builder Project RERA ID,Address,Price Starting From,Unit Configuration,Parking,Property Type,Water Supply,Builder,Date of establishment,Date of completion,Units,Min Flat Size,Max Flat Size,Project Area,Min. Price,Possesion Date,Security,Amenities,Top Benefits
r13494,Dynamix Parkwoods,Not Found,A51800026821,P51700007024,"Ghodbunder Rd, Kasarvadavali, Thane West, Thane",,2 BHK,Bike and Car,Apartment,Corporation and Borewell,Dynamix Group,January 1971,Not Found,1036,675 sqft,693 sqft,7.86 acres,₹1.32 Cr,March 2026,Gated Security,"Jogging track, Aerobics room, Rain water harvesting, Park, Air conditioner, Security",Not Found
r354874,Vasavi Lake City,"P02500001821,P02500001819",Not Found,Not Found,"Lake, c, beside Hafeezpet, Hafeezpet, Hyderabad, Telangana",,"2,3 BHK",Bike and Car,Apartment,Borewell,Vasavi Group,January 1994,Not Found,1845,857 sqft,2250 sqft,17.50 acres,₹97 Lacs,December 2025,Gated Security,"Basketball court, Park, Air conditioner, Club house, Power backup, Library",Not Found
r50478,Royce Sentosa Parc,UPRERAPRJ6863,Not Found,Not Found,"Krishna Enclave, Raj Nagar Extension, Ghaziabad, Uttar Pradesh 201017",Not Found,"2,2.5,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,June 2022,182,Not Found,Not Found,4.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r122845,Pyramid Urban Homes,HRERA 660/2017/307,Not Found,Not Found,"Sector 70 A, Gurgaon, Haryana 122101",Not Found,Not Found,Bike and Car,Apartment,Borewell,Pyramid Infratech,Not Found,September 2018,1682,Not Found,Not Found,10.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r72427,Nilaya Greens,UPRERAPRJ7496,Not Found,Not Found,"Khasra No- 1023/1015, Morta, NH-58; RAJ NAGAR EXTENSION, Morta Village, Ghaziabad, Uttar Pradesh",Not Found,"1,2,3 BHK",Car,Apartment,Borewell,Not Found,Not Found,May 2022,1752,348 sqft,534 sqft,9.00 acres,₹22.49 Lacs,Not Found,Gated Security,"Swimming pool, Lift, Club house, Security, Intercom, Children's play area",Not Found
r12548,Eden Tower Apartment,Not Found,Not Found,Not Found,"Plot No. 20, Sector 5, Dwarka, Delhi, 110075",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Cooperative Group Housing Society,Not Found,September 2004,112,Not Found,Not Found,3.00 acres,Not Found,Not Found,Gated Security,"Lift, Club house, Security, Intercom, Visitor parking, Internet services",Not Found
r237,Mantri Celestia,P02400000346,Not Found,Not Found,"Wipro Junction, ISB Rd, Financial District, Gachibowli, Nanakramguda, Telangana 500032",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2007,1152,Not Found,1198 sqft,8.00 acres,₹31.95 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r27756,Jaipurias Sunrise Greens Premium,Not Found,Not Found,Not Found,,Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r257119,Kakad Paradise,Not Found,A51800026821,P52100021836,"Pandurang Wadi, Mira Road, Mumbai, Maharashtra, INDIA.",Not Found,Not Found,Bike and Car,Apartment,Corporation and Borewell,Kakad Realty,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r14506,Mahaavir Heritage Co-Operative Housing Society Ltd,Not Found,A51800026821,P51800017335,"Sector 35G, Kharghar, Navi Mumbai, Maharashtra 410210",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Mahavir Developers,Not Found,November 2015,616,Not Found,Not Found,4.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r263673,My Home Avatar,Not Found,Not Found,Not Found,"Sy. Nos. 217 to 225, Narsingi Village, Rajendranagar, Revenue Mandal, Puppalguda, Hyderabad, Telangana 500089",Not Found,"2,3 BHK",Car,Apartment,Borewell,My Home Group,Not Found,September 2019,2800,Not Found,Not Found,23.00 acres,₹98 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r76733,Purva Palm Beach,PRM/KA/RERA/1251/446/PR/170907/000091,Not Found,Not Found,"Purva Palm Beach,Hanumanthappa Layout, Kyalasanahalli, Bangalore, India",,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Puravankara Limited,January 1975,Not Found,Not Found,834 sqft,1111 sqft,19.05 acres,₹95 Lacs,March 2019,Gated Security,"Gym, Golf course, Tennis court, Swimming pool, Common garden, Aerobics room",Not Found
r12690,New Ashiana Apartment,DL/RERA/P/2015/00230,Not Found,Not Found,"Road No. 201, Near Fire station, Sector 6 Dwarka, Dwarka, Delhi, 110075",Not Found,Not Found,Bike and Car,Apartment,Borewell,Not Found,Not Found,July 2001,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Lift, Security, Intercom, Children's play area, Park, Visitor parking",Not Found
r278207,Acme Oasis,Not Found,A51800026821,"Phase1-P52180001238, Phase-2-P52180006404","Acme Oasis, Kandivali East, Mumbai, India",,3 BHK,Bike and Car,Apartment,Not Found,Acme Group,Not Found,Not Found,Not Found,1016 sqft,1016 sqft,3.00 acres,Not Found,August 2021,Gated Security,"Intercom, Club house, Rain water harvesting, Security, Lift, Swimming pool",Not Found
r235476,STG Atlantis,Not Found,A51800026821,P51700005079,"Atlantis, Besides Nitin - Cadbury Junction, Service Rd, Namdeo Vadi, Panch Pakhdi, Thane West, Thane, Maharashtra 400602",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2022,150,375 sqft,627 sqft,Not Found,Not Found,Not Found,Gated Security,"Lift, Club house, Security, Intercom, Fire safety, Cctv camera",Not Found
r349637,Candeur Signature,PRM/KA/RERA/1251/446/PR/200121/003217,Not Found,Not Found,"149, Gunjur Village Varthur Hobli, East Taluq, Bengaluru",,"1,2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Candeur Constructions,January 2013,Not Found,1232,431 sqft,1133 sqft,11.50 acres,₹89.33 Lacs,October 2027,Gated Security,"Visitor parking, Vastu compliant, Atm, Aerobics room, Tennis court, Maintenance staff",Not Found
r60175,Aangan adani shantigram,Not Found,Not Found,Not Found,,Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r169797,Cosmos Habitat,Not Found,A51800026821,P51700015427,"Old Agra Rd, Samata Nagar, Sainath Nagar, Majiwada, Thane, Mumbai, Maharashtra 400601",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,March 2021,106,456 sqft,729 sqft,1.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r299129,DLH The Park Residences,Not Found,A51800026821,P51800015211,"Lokhandwala Back Road, &, KL Walawalkar Marg, opp. Deep Tower, Oshiwara, Andheri West, Mumbai, Maharashtra 400053",Not Found,3 BHK,Bike and Car,Apartment,Borewell,DLF limited,Not Found,Not Found,175,1060 sqft,1060 sqft,1.00 acres,₹4.75 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r351937,Varsha Balaji Park,Not Found,A51800026821,P52000024410,"Near VIBGYOR High School Kharghar, Sector 17, Kharghar, Mumbai.",₹1.61 Crores - ₹2.28 Crores,"2,3 BHK",Bike and Car,Apartment,Not Found,Varsha Group,January 1996,Not Found,96,795 sqft,1166 sqft,1.28 acres,₹1.84 Cr,October 2026,Gated Security,"Vastu compliant, Jogging track, Park, Maintenance staff, Cctv camera, Club house","10 Mins to Pune-Mumbai EXPway, Near to International Schools&Hospital, Premium and Eco Friendly Apartments"
r12510,My Home Vihanga,REA02400000010,Not Found,Not Found,"My Home Vihanga Rd, Financial District, Nanakramguda, Hyderabad, Telangana 500032.",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,July 2017,1996,895 sqft,1885 sqft,21.00 acres,₹1.06 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r272631,Vision Indramegh,Not Found,A51800026821,P52100005558,"Sr. No. 53, Next to Lotus Business School, Mumbai-Pune Expressway, Punawale, Pune, Maharashtra, INDIA.",Not Found,Not Found,Bike,Apartment,Corporation and Borewell,VISION INFRA,Not Found,December 2019,98,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Fire safety,Not Found
r43540,Kohinoor Grandeur,Not Found,A51800026821,P52100001193,"Haveli, S.no. 78/1 to 5/3, Ravet Kiwale Road, Taluka, Kiwale, Pune",Not Found,3 BHK,Bike and Car,Apartment,Borewell,Kohinoor Group,Not Found,June 2017,168,1034 sqft,1123 sqft,3.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r69602,Shree Shagun,Not Found,Not Found,Not Found,"Anushaktinagar, Kopra, Sector 10, Kharghar, Navi Mumbai, Mumbai, Maharashtra 410210",Not Found,1 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,March 2010,84,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Lift, Security, Fire safety, Power backup",Not Found
r317557,GK Rose Aster,Not Found,A51800026821,P52100018281,"S.No.27, Kate Wasti Rd, Gaikwad Nagar, Punawale, Pune, Maharashtra",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,GK Associates,Not Found,December 2020,352,369 sqft,570 sqft,2.00 acres,Not Found,Not Found,Gated Security,"Lift, Club house, Security, Intercom, Fire safety, Rain water harvesting",Not Found
r11938,Sahara Grace,Not Found,Not Found,Not Found,"Sector-28, MG Road, Gurgaon, Haryana, INDIA.",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r29136,Mehak Eco City Plots,Not Found,Not Found,Not Found,"Grand Trunk Road, Ghaziabad, Uttar Pradesh 203207",Not Found,Not Found,Bike and Car,Apartment,Borewell,Mehak Infrastructure Pvt Ltd,Not Found,October 2015,50,Not Found,Not Found,3.00 acres,Not Found,Not Found,Gated Security,"Security, Children's play area, Park, Fire safety, Community hall",Not Found
r3716,Gaur City 2,Not Found,Not Found,Not Found,"Sector 16C, Noida Extention, Noida, Uttar Pradesh 201009",Not Found,"1,1,2,3,4 BHK",Car,Apartment,Borewell,Not Found,Not Found,December 2015,Not Found,Not Found,Not Found,125.00 acres,₹29 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r414177,Ambit Vista,Not Found,A51800026821,P51800052265,"Near Yoga institue Road, Prabhat Colony, Santacruz East, Mumbai",₹2.46 Crores - ₹3.65 Crores,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Ambit Realtors,Not Found,Not Found,86,702 sqft,1043 sqft,1.50 acres,₹2.8 Cr,December 2025,Gated Security,"Gas pipeline, Maintenance staff, Visitor parking, Library, Gym, Park","2.5 kms to International Airport, Vicinity to entertainment hub, Proximity to high-profile and VVIP hubs"
r8572,Phoenix One Bangalore West,PRM/KA/RERA/1251/309/PR/171117/000365,Not Found,Not Found,"Dr Rajkumar Rd, opp. Vivekananda College, Rajajinagar, Bengaluru, Karnataka 560010",Not Found,"1,2,2.5,3,4 BHK",Bike and Car,Apartment,Borewell,The Phoenix Mills Limited,Not Found,November 2024,900,Not Found,3526 sqft,17.00 acres,₹3 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r6548,5P Bhagwati Heritage,Not Found,A51800026821,P51800035001,"Near Town Bazar, Sector 21, Kamothe, Panvel, Navi Mumbai, Maharashtra 410209",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Bhagwati Group,Not Found,January 2013,230,Not Found,Not Found,8.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r379998,Poonam Vaishno Heights,Not Found,A51800026821,P51800024202,"Near Balajee Hospital, Rani Sati Road, Malad East, Mumbai",₹2.18 Crores - ₹3.2 Crores,"1,2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Poonam Housecon Private Limited,January 2005,Not Found,180,430 sqft,1110 sqft,1.00 acres,₹2.38 Cr,May 2024,Gated Security,"Cctv camera, Children's play area, Vastu compliant, Lift, Club house, Park",Not Found
r58696,Unique Twins Tower Chs,Not Found,A51800026821,P51800013710,"Sector 20, Kharghar, Navi Mumbai, Maharashtra 410210",Not Found,1 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2023,81,350 sqft,350 sqft,1.00 acres,₹68 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Security, Intercom, Visitor parking",Not Found
r416195,Varsha Balaji Skyline,Not Found,A51800026821,P52000052548,"Near Dolphin Hospital and ICCU Kharghar, Sector 34A, Kharghar, Mumbai.",₹1.19 Crores - ₹1.24 Crores,2 BHK,Bike and Car,Apartment,Not Found,Varsha Group,January 1996,Not Found,112,725 sqft,768 sqft,0.50 acres,₹1.36 Cr,July 2028,Gated Security,"Swimming pool, Sewage treatment plant, Rain water harvesting, Shopping center, Cctv camera, Park","Multi Level Car Parking up to 6th Floor, Signatured Styled 2 BHK Flat, Proximity to Commercial Malls"
r163343,Mont Vert Oystera,Not Found,A51800026821,P52100000252,"S. No, 239, Chatrapati Chowk Rd, in front of Riddhi Siddhi Avenue, Shankar Kalat Nagar, Wakad, Pune, Pimpri-Chinchwad, Maharashtra 411057",Not Found,2 BHK,Bike and Car,Apartment,Borewell,Mont Vert Homes,Not Found,June 2016,86,Not Found,Not Found,2.00 acres,₹77.79 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Security, Intercom, Children's play area",Not Found
r32692,Emaar Emerald Hills,HRERA 660/2017/307,Not Found,Not Found,"EMERALD HILLS, Emaar, Sector 65, Gurugram, Haryana",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Emaar India,Not Found,August 2022,970,Not Found,Not Found,55.00 acres,₹1.76 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r16794,Indis PBEL City,P02400003490,Not Found,Not Found,"Near To Bank Of India ATM, Snehita Hills, Peeramcheru, Hyderabad",₹1.39 Crores onwards,"2,2.5,3,4+ BHK",Bike and Car,Apartment,Borewell,Indis smart homes private limited,January 2018,Not Found,900,846 sqft,2911 sqft,25.00 acres,₹1.67 Cr,April 2026,Gated Security,"Park, Aerobics room, Club house, Power backup, Library, Jogging track",Not Found
r1416,Rose Icon,Not Found,A51800026821,A51800000454,"Pimple Saudagar, Pune, Pimpri-Chinchwad, Maharashtra 411027",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,GK Associates,Not Found,September 2014,771,Not Found,Not Found,19.00 acres,₹46.5 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r382638,Gurukrupa Vyom,Not Found,A51800026821,P51900031575,"Near Ops Mother Care Clinic, Chaya Vihar Gulmohar, Juhu, Mumbai",₹5.37 Crores - ₹7.44 Crores,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Gurukrupa Realcon,Not Found,Not Found,50,930 sqft,1240 sqft,0.30 acres,₹5.7 Cr,August 2024,Gated Security,"Security, Visitor parking, Gym, Park, Children's play area, Lift","Connectivity To Western Express Highway, Near To Andheri Metro Station, Near To KLS Memorial Hospital"
r376661,Kolte Patil Verve,Not Found,A51800026821,P51800028783,"C-1, Hari Ratan CHS, Bangur Nagar, Goregaon West",,"2,3 BHK",Bike and Car,Apartment,Not Found,Kolte Patil Developers,January 1991,Not Found,Not Found,759 sqft,1033 sqft,3.00 acres,₹2.72 Cr,July 2025,Gated Security,"Indoor games, Amphitheater, Intercom, Visitor parking, Aerobics room, House keeping",Not Found
r375643,Poulomi Avante,P02400002634,Not Found,Not Found,"Near The Spicy Venue (CLOUD KITCHEN) ,Golden Mile Road, Kokapet, Hyderabad",,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Poulomi Estates Pvt Ltd,January 2005,Not Found,475,931 sqft,1491 sqft,4.75 acres,₹1.69 Cr,January 2027,Gated Security,"Indoor games, Gas pipeline, Intercom, Visitor parking, Aerobics room, Air conditioner",Not Found
r1660,Prestige Residency Pinewood,Not Found,Not Found,Not Found,"Waghbil Naka, Ghodbunder Road, Thane West, Thane, Mumbai, Maharashtra 400610",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Borewell,Prescon Group,Not Found,Not Found,56,Not Found,1651 sqft,Not Found,₹70 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r25910,43 Privet Drive,Not Found,A51800026821,P52100018617,"Balewadi Rd, Balewadi, Pune, Maharashtra 411045",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Bhandari Associates,Not Found,December 2023,204,728 sqft,868 sqft,6.00 acres,₹1.1 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r768,Prestige White Meadows,PRM/KA/RERA/1251/446/PR/071124/007202,Not Found,Not Found,"Near Whitefield Police Station, Sathya Sai Layout, Whitefield, Bangalore.",₹6.05 Crores - ₹12.76 Crores,4 BHK,Bike and Car,Apartment,Corporation and Borewell,Prestige Group,January 1986,Not Found,288,2831 sqft,6150 sqft,28.50 acres,₹6.35 Cr,December 2025,Gated Security,"Sewage treatment plant, Cctv camera, Visitor parking, Security, Vastu compliant, Fire safety","Near to Whitefield IT Hub, Located on Whitefield Main Road, Best Modern Amenities"
r297765,Manbhum Around the Grove,P02400000354,Not Found,Not Found,"White Field Rd, Ashok Nagar, Whitefields, Kondapur",,"3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Manbhum Construction,January 1996,Not Found,Not Found,1319 sqft,2002 sqft,2.00 acres,₹1.97 Cr,January 2022,Gated Security,"Sewage treatment plant, Cctv camera, Swimming pool, Visitor parking, Air conditioner, Security",Not Found
r266208,JK Iris,Not Found,A51800026821,P51700021735,"JK Iris, Mumbai, India",₹1.18 Crores onwards,2 BHK,Bike and Car,Apartment,Corporation and Borewell,JK Developers,January 1990,Not Found,114,658 sqft,745 sqft,4.80 acres,₹1.35 Cr,December 2025,Gated Security,"Vastu compliant, Wifi, Rain water harvesting, Lift, Maintenance staff, Security","Proximity To Metro Stations, Budget Friendly, Prime Location"
r418623,Kanakia Beverly Heights,Not Found,A51800026821,P51700051409,"Near Kanakia International School (IGCSE), Indralok Phase 6, Bhayandar East, Mumbai.",₹89 Lacs - ₹1.11 Crores,"1,2 BHK",Bike and Car,Apartment,Corporation and Borewell,Kanakia Group,January 1986,Not Found,400,411 sqft,701 sqft,1.00 acres,₹1.04 Cr,December 2027,Gated Security,"Cctv camera, Sewage treatment plant, Club house, Fire safety, Park, Lift","Well-Planned Layouts, 10 mins to western Exp Hwy, 25+ indulgent lifestyle amenities"
r8018,Lodha Eternis,Not Found,A51800026821,P51800020147,"Near Madina Masjid,Off Mahakali Caves Road,Andheri East, Mumbai",,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Lodha Group,January 1980,Not Found,300,645 sqft,993 sqft,4.20 acres,₹2.32 Cr,December 2023,Gated Security,"Intercom, Amphitheater, Rain water harvesting, Club house, Cctv camera, Security",Not Found
r1041,Amrapali Terrace Homes,Not Found,Not Found,Not Found,"Amrapali Dream Valley, Greater Noida, Uttar Pradesh 201009",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2018,3481,Not Found,Not Found,4.00 acres,Not Found,Not Found,Gated Security,"Gym, Lift, Club house, Security, Intercom, Children's play area",Not Found
r12172,Samrat Ashoka Enclave Cghs,Not Found,Not Found,Not Found,"6, Sector 18A, Dwarka, Delhi, 110075",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Cooperative Group Housing Society,Not Found,February 2005,105,Not Found,Not Found,2.00 acres,₹1.17 Cr,Not Found,Gated Security,"Lift, Security, Intercom, Visitor parking, Cctv camera, Maintenance staff",Not Found
r12358,Shriram Chirping Woods,PRM/KA/RERA/1251/446/PR/191130/003052,Not Found,Not Found,"Shriram Chirping Woods, Harlur, Bangalore, India",,"2,2.5,3 BHK",Bike and Car,Apartment,Borewell,Shriram Properties,January 1995,Not Found,870,840 sqft,1272 sqft,16.00 acres,₹1.29 Cr,March 2023,Not Found,"Golf course, Intercom, Amphitheater, Aerobics room, Party area, Jogging track",Not Found
r30352,Sai Chaturbhuj,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike and Car,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Park",Not Found
r318639,My Home krishe,P02400000003,Not Found,Not Found,"Cluster_serilingampally 13, Block 1, MY HOME KRISHE, SY.NO. 38 to 41 Gopannapally Village, Serilingampally Mandal, Gachibowli, Hyderabad, Telangana",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,February 2024,650,Not Found,Not Found,7.00 acres,Not Found,Not Found,Gated Security,"Lift, Security, Children's play area, Cctv camera, Atm, Badminton court",Not Found
r5642,Casagrand Pavilion,Not Found,Not Found,Not Found,"Old Mahabalipuram Road , Thazhambur, Chennai, Tamil Nadu 600130",Not Found,"3,4 BHK",Bike and Car,Apartment,Borewell,Casagrand builders private limited,Not Found,September 2015,295,Not Found,Not Found,18.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r272889,Janapriya Sitara,P02200000368,Not Found,Not Found,"Janapriya Sitara, Hyderabad, India",,"1,2 BHK",Bike and Car,Apartment,Corporation and Borewell,Janapriya Homes,January 1986,Not Found,500,410 sqft,426 sqft,6.50 acres,₹27.4 Lacs,June 2021,Gated Security,"Maintenance staff, Visitor parking, Library, Gym, Power backup, Park",Not Found
r278475,Shree Bal Kapil Akhila,Not Found,Not Found,Not Found,"Pan Card Club Rd, Baner, Pune, Maharashtra 411045",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,August 2017,129,Not Found,Not Found,1.00 acres,₹1 Cr,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r408416,Adityaram Palace City Paradise,TN/29/BUILDING /0208/2023,Not Found,Not Found,"Near JR Motors The Garage, Akkarai ,ECR, Chennai",₹2.5 Crores - ₹7.3 Crores,"3,4,4+ BHK",Bike and Car,Apartment,Borewell,Adityaram Properties,Not Found,Not Found,80,1312 sqft,3920 sqft,8.00 acres,₹3 Cr,June 2026,Gated Security,"Park, Party area, Swimming pool, Vastu compliant, Visitor parking, Fire safety","Premium Elite Project, First Ever Palace-themed Villa, Proximity to IT Tech Parks"
r1377,Ajmera Iland,Not Found,A51800026821,P51800010788,"Next to Imax, Wadala East, Bhakti Park, Mumbai, Maharashtra 400037",Not Found,"2,3,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2023,50,994 sqft,2467 sqft,2.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r28906,Bhoomi Sagar,Not Found,Not Found,Not Found,"Sector 34A, Sector 34-B, Sector 34, Kharghar, Navi Mumbai, Maharashtra 410210",Not Found,1 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,May 2012,42,Not Found,Not Found,1.00 acres,Not Found,Not Found,Gated Security,"Lift, Security, Children's play area, Park, Visitor parking, Fire safety",Not Found
r385565,Pratik Springwoods,Not Found,A51800026821,P51800032668,"Spring Woods, Akurli Road, Kandivali, Akurli Nagar, Kandivali East, Mumbai, Maharashtra, India",Not Found,"1,1,2 BHK",Bike and Car,Apartment,Borewell,PRATIK CONSTRUCTION,Not Found,March 2025,276,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Gym, Lift, Security, Children's play area, Park, Fire safety",Not Found
r24872,ACE Platinum,Not Found,Not Found,Not Found,"Zeta I, Greater Noida, Uttar Pradesh 201306",Not Found,"1,2,3,4 BHK",Bike and Car,Apartment,Borewell,Ace Group,Not Found,June 2017,1268,Not Found,Not Found,7.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r375296,Godrej Parkridge,Not Found,Not Found,Not Found,"Manjari Budruk, Pune, Maharashtra 412307",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2023,674,486 sqft,725 sqft,4.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r416810,Lodha Stella,Not Found,A51800026821,P51700053017,"Near MovieMax - Wonder Mall, Kapurbawdi, Manpada, Thane-kapurbawdi",₹3.05 Crores - ₹5.5 Crores,"3,3.5,4,4+ BHK",Bike and Car,Apartment,Corporation and Borewell,Lodha Group,January 1980,Not Found,180,1187 sqft,2089 sqft,4.00 acres,₹3.26 Cr,July 2029,Gated Security,"Gym, Security, Vastu compliant, Visitor parking, Sewage treatment plant, Fire safety","Near to Kalva Railway Station, Near to Bethany Hospital, Reputed Grade A Builders"
r370113,Vipul Mahavir Sapphire,Not Found,A51800026821,P51700025896,"Sector 5, Sector 4, Ghansoli, Navi Mumbai,Mumbai, Maharashtra 400701",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,June 2024,83,457 sqft,635 sqft,Not Found,Not Found,Not Found,Gated Security,"Gym, Lift, Security, Intercom, Children's play area, Park",Not Found
r8678,Paradise Sai Riverdale,Not Found,Not Found,Not Found,"Sector 7, Taloja, Navi Mumbai, Mumbai, Maharashtra 410208",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,Not Found,258,Not Found,Not Found,3.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r379347,ARV Uthville,Not Found,A51800026821,P52100030680,"Near Eon IT park, Rakshak Nagar, Kharadi, Pune,",,"2,3 BHK",Bike and Car,Apartment,Not Found,ARV Group,Not Found,Not Found,Not Found,705 sqft,1006 sqft,3.00 acres,₹88.85 Lacs,December 2024,Gated Security,"Community hall, Children's play area, Jogging track, Visitor parking, Wifi, Club house",Not Found
r30264,Sukhwani Sepia,Not Found,Not Found,Not Found,"Tathawade, Pimpri-Chinchwad, Pune, Maharashtra 411033",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,December 2027,470,Not Found,Not Found,8.00 acres,₹70 Lacs,Not Found,Gated Security,"Gym, Lift, Club house, Security, Intercom, Shopping center",Not Found
r8306,Sai Haridra,Not Found,A51800026821,P51700017785,,Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Sai,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r16108,Mantri Classic,Not Found,Not Found,Not Found,"Mantri Classic, 1st main, 8th Cross, S.T. Bed, Cauvery Colony, Koramangala, Bengaluru, Karnataka, India",Not Found,Not Found,Bike and Car,Apartment,Corporation and Borewell,Mantri Group,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Club house, Security, Intercom, Badminton court",Not Found
