XID,Unit Type,Unit Size,Area Type,Price,Possession Date
r1191,3 BHK,2042 sq.ft,Super Area,3.94 Cr,Possession by Feb'17
r1191,3 BHK,2047 sq.ft,Super Area,3.95 Cr,Possession by Feb'17
r1191,3 BHK,2048 sq.ft,Super Area,3.95 Cr,Possession by Feb'17
r1191,3 BHK,2078 sq.ft,Super Area,4.01 Cr,Possession by Feb'17
r1191,3 BHK,2295 sq.ft,Super Area,4.43 Cr,Possession by Feb'17
r1191,3 BHK,2300 sq.ft,Super Area,4.44 Cr,Possession by Feb'17
r1191,3 BHK,2356 sq.ft,Super Area,4.54 Cr,Possession by Feb'17
r1191,3 BHK,2358 sq.ft,Super Area,4.55 Cr,Possession by Feb'17
r1191,3 BHK,2408 sq.ft,Super Area,4.64 Cr,Possession by Feb'17
r1191,3 BHK,2427 sq.ft,Super Area,4.68 Cr,Possession by Feb'17
r1191,3 BHK,2433 sq.ft,Super Area,4.69 Cr,Possession by Feb'17
r1191,3 BHK,2668 sq.ft,Super Area,5.15 Cr,Possession by Feb'17
r1191,3 BHK,2727 sq.ft,Super Area,5.26 Cr,Possession by Feb'17
r1191,4 BHK,2506 sq.ft,Super Area,4.83 Cr,Possession by Feb'17
r1191,4 BHK,3103 sq.ft,Super Area,5.99 Cr,Possession by Feb'17
r1191,4 BHK,3125 sq.ft,Super Area,6.03 Cr,Possession by Feb'17
r1191,4 BHK,3154 sq.ft,Super Area,6.09 Cr,Possession by Feb'17
r1191,4 BHK,3158 sq.ft,Super Area,6.09 Cr,Possession by Feb'17
r1191,4 BHK,3267 sq.ft,Super Area,6.30 Cr,Possession by Feb'17
r1191,4 BHK,3297 sq.ft,Super Area,6.36 Cr,Possession by Feb'17
r1191,4 BHK,3341 sq.ft,Super Area,6.45 Cr,Possession by Feb'17
r1191,4 BHK,3858 sq.ft,Super Area,7.44 Cr,Possession by Feb'17
r1191,4 BHK,5136 sq.ft,Super Area,Price Not Available,Possession by Feb'17
r1229,Residential plot,1350 sq.ft,Super Area,Price Not Available,Possession by Dec'14
r1229,Residential plot,2043 sq.ft,Super Area,Price Not Available,Possession by Dec'14
r1229,Residential plot,2250 sq.ft,Super Area,Price Not Available,Possession by Dec'14
r1229,Residential plot,4842 sq.ft,Super Area,13.98 Cr,Possession by Dec'14
r1229,Residential plot,6237 sq.ft,Super Area,16.32 Cr,Possession by Dec'14
r1229,Residential plot,6300 sq.ft,Super Area,16.80 Cr,Possession by Dec'14
r1229,Residential plot,6399 sq.ft,Super Area,17 Cr,Possession by Dec'14
r1229,Residential plot,9000 sq.ft,Super Area,Price Not Available,Possession by Dec'14
r1229,3 BHK,1528 sq.ft,Super Area,2.26 Cr,Possession by Dec'14
r1229,5 BHK,4500 sq.ft,Super Area,5 Cr,Possession by Dec'14
r1229,5 BHK,4842 sq.ft,Super Area,5.38 Cr,Possession by Dec'14
r1229,4 BHK,2628 sq.ft,Super Area,2.92 Cr,Possession by Dec'14
r1229,4 BHK,2700 sq.ft,Super Area,3 Cr,Possession by Dec'14
r1229,4 BHK,3734 sq.ft,Super Area,5.56 Cr,Possession by Dec'14
r1229,4 BHK,3750 sq.ft,Super Area,5.58 Cr,Possession by Dec'14
r1229,4 BHK,3770 sq.ft,Super Area,5.61 Cr,Possession by Dec'14
r1229,4 BHK,3790 sq.ft,Super Area,5.64 Cr,Possession by Dec'14
r1229,4 BHK,4000 sq.ft,Super Area,5.95 Cr,Possession by Dec'14
r1229,4 BHK,4500 sq.ft,Super Area,6.70 Cr,Possession by Dec'14
r1229,4 BHK,4700 sq.ft,Super Area,7 Cr,Possession by Dec'14
r1229,6 BHK,5499 sq.ft,Super Area,6.11 Cr,Possession by Dec'14
R12418,3 BHK,1100 sq.ft,Super Area,1.70 Cr,Possession by Jan'09
R12418,3 BHK,1500 sq.ft,Super Area,2.35 Cr,Possession by Jan'09
R12418,2 BHK,852 sq.ft,Super Area,1.30 Cr,Possession by Jan'09
R13494,2 BHK,733 sq.ft,Super Area,1.36 Cr,Possession by Dec'28
R13494,2 BHK,751 sq.ft,Super Area,1.44 Cr,Possession by Dec'28
R13494,2 BHK,879 sq.ft,Super Area,1.22 Cr,Possession by Dec'28
R13494,2 BHK,901 sq.ft,Super Area,1.22 Cr,Possession by Dec'28
R13494,2 BHK,1466 sq.ft,Super Area,2.72 Cr,Possession by Dec'28
R13494,2 BHK,1500 sq.ft,Super Area,2.80 Cr,Possession by Dec'28
r1363,3 BHK,821 sq.ft,Super Area,67.2 Lac,Possession by Dec'25
r1363,3 BHK,906 sq.ft,Super Area,74.2 Lac,Possession by Dec'25
r1363,3 BHK,950 sq.ft,Super Area,77.8 Lac,Possession by Dec'25
r1363,3 BHK,1007 sq.ft,Super Area,82.5 Lac,Possession by Dec'25
r1363,3 BHK,1013 sq.ft,Super Area,83 Lac,Possession by Dec'25
r1363,3 BHK,1032 sq.ft,Super Area,84.5 Lac,Possession by Dec'25
r1363,2 BHK,682 sq.ft,Super Area,55.9 Lac,Possession by Dec'25
r1363,2 BHK,718 sq.ft,Super Area,58.8 Lac,Possession by Dec'25
r1363,2 BHK,747 sq.ft,Super Area,61.2 Lac,Possession by Dec'25
r1363,2 BHK,764 sq.ft,Super Area,62.6 Lac,Possession by Dec'25
r1363,2 BHK,775 sq.ft,Super Area,63.5 Lac,Possession by Dec'25
r1363,2 BHK,782 sq.ft,Super Area,64.1 Lac,Possession by Dec'25
r1363,2 BHK,920 sq.ft,Super Area,75.4 Lac,Possession by Dec'25
r1363,2 BHK,931 sq.ft,Super Area,76.3 Lac,Possession by Dec'25
R154983,3 BHK,880 sq.ft,Super Area,2.50 Cr,Possession by Dec'25
R154983,3 BHK,942 sq.ft,Super Area,2.68 Cr,Possession by Dec'25
R154983,3 BHK,1076 sq.ft,Super Area,3.06 Cr,Possession by Dec'25
R154983,3 BHK,1160 sq.ft,Super Area,2.53 Cr,Possession by Dec'25
R154983,3 BHK,1220 sq.ft,Super Area,2.85 Cr,Possession by Dec'25
R154983,2 BHK,600 sq.ft,Super Area,1.70 Cr,Possession by Dec'25
R154983,2 BHK,722 sq.ft,Super Area,2.05 Cr,Possession by Dec'25
R154983,2 BHK,730 sq.ft,Super Area,1.50 Cr,Possession by Dec'25
R154983,2 BHK,910 sq.ft,Super Area,1.80 Cr,Possession by Dec'25
R177287,3 BHK,830 sq.ft,Super Area,1.45 Cr,Possession by Jun'29
R177287,3 BHK,955 sq.ft,Super Area,1.67 Cr,Possession by Jun'29
R177287,3 BHK,958 sq.ft,Super Area,1.68 Cr,Possession by Jun'29
R177287,3 BHK,1176 sq.ft,Super Area,2.06 Cr,Possession by Jun'29
R177287,3 BHK,1191 sq.ft,Super Area,2.09 Cr,Possession by Jun'29
R177287,2 BHK,618 sq.ft,Super Area,1.08 Cr,Possession by Jun'29
R177287,2 BHK,666 sq.ft,Super Area,1.16 Cr,Possession by Jun'29
R177287,2 BHK,679 sq.ft,Super Area,1.19 Cr,Possession by Jun'29
R177287,2 BHK,722 sq.ft,Super Area,1.26 Cr,Possession by Jun'29
R177287,2 BHK,731 sq.ft,Super Area,1.28 Cr,Possession by Jun'29
R177287,4 BHK,1165 sq.ft,Super Area,2.04 Cr,Possession by Jun'29
R177287,1 BHK,446 sq.ft,Super Area,78.3 Lac,Possession by Jun'29
R18392,2 BHK,821 sq.ft,Super Area,78.8 Lac,Possession by Dec'28
R18392,1 BHK,585 sq.ft,Super Area,56.1 Lac,Possession by Dec'28
R18392,1 BHK,606 sq.ft,Super Area,58.1 Lac,Possession by Dec'28
R189693,3 BHK,1750 sq.ft,Super Area,1.98 Cr,Possession by Jan'25
R189693,3 BHK,1960 sq.ft,Super Area,2.22 Cr,Possession by Jan'25
R189693,2 BHK,1300 sq.ft,Super Area,1.47 Cr,Possession by Jan'25
R189693,2 BHK,1405 sq.ft,Super Area,1.59 Cr,Possession by Jan'25
R189693,2 BHK,1485 sq.ft,Super Area,1.68 Cr,Possession by Jan'25
R19014,3 BHK,1700 sq.ft,Super Area,3.25 Cr,Possession by Jul'10
R19014,3 BHK,1800 sq.ft,Super Area,3.75 Cr,Possession by Jul'10
R19014,2 BHK,1200 sq.ft,Super Area,2.65 Cr,Possession by Jul'10
R19014,2 BHK,1400 sq.ft,Super Area,2.70 Cr,Possession by Jul'10
R208139,2 BHK,920 sq.ft,Super Area,1.10 Cr,Possession by Dec'03
R208139,2 BHK,1176 sq.ft,Super Area,1.31 Cr,Possession by Dec'03
R208139,2 BHK,1252 sq.ft,Super Area,1.25 Cr,Possession by Dec'03
R208139,2 BHK,1300 sq.ft,Super Area,1.10 Cr,Possession by Dec'03
R230275,3 BHK,1650 sq.ft,Super Area,2.50 Cr,Possession by Sep'19
R230275,3 BHK,1810 sq.ft,Super Area,2.61 Cr,Possession by Sep'19
R230275,2 BHK,1299 sq.ft,Super Area,1.75 Cr,Possession by Sep'19
R230275,2 BHK,1427 sq.ft,Super Area,1.80 Cr,Possession by Sep'19
R237262,3 BHK,950 sq.ft,Super Area,2.12 Cr,Possession by Jun'26
R237262,3 BHK,1235 sq.ft,Super Area,2.12 Cr,Possession by Jun'26
R237262,2 BHK,495 sq.ft,Super Area,1.06 Cr,Possession by Jun'26
R237262,2 BHK,529 sq.ft,Super Area,1.18 Cr,Possession by Jun'26
R237262,2 BHK,555 sq.ft,Super Area,1.24 Cr,Possession by Jun'26
R237262,2 BHK,568 sq.ft,Super Area,1.24 Cr,Possession by Jun'26
R237262,2 BHK,700 sq.ft,Super Area,1.56 Cr,Possession by Jun'26
R237262,2 BHK,738 sq.ft,Super Area,1.26 Cr,Possession by Jun'26
R237262,2 BHK,767 sq.ft,Super Area,1.71 Cr,Possession by Jun'26
R237262,2 BHK,808 sq.ft,Super Area,1.80 Cr,Possession by Jun'26
R237262,2 BHK,811 sq.ft,Super Area,1.81 Cr,Possession by Jun'26
R237262,2 BHK,920 sq.ft,Super Area,1.58 Cr,Possession by Jun'26
R237262,4 BHK,1175 sq.ft,Super Area,2.62 Cr,Possession by Jun'26
R237262,4 BHK,1508 sq.ft,Super Area,2.59 Cr,Possession by Jun'26
R237262,1 BHK,318 sq.ft,Super Area,71.1 Lac,Possession by Jun'26
R237262,1 BHK,350 sq.ft,Super Area,74.9 Lac,Possession by Jun'26
R237262,1 BHK,361 sq.ft,Super Area,80.7 Lac,Possession by Jun'26
R237262,1 BHK,387 sq.ft,Super Area,86.5 Lac,Possession by Jun'26
R237262,1 BHK,395 sq.ft,Super Area,82.9 Lac,Possession by Jun'26
R237262,1 BHK,467 sq.ft,Super Area,1.04 Cr,Possession by Jun'26
R237262,1 BHK,612 sq.ft,Super Area,1.36 Cr,Possession by Jun'26
R248339,3 BHK,976 sq.ft,Super Area,5.95 Cr,Possession by Jun'24
R248339,3 BHK,1100 sq.ft,Super Area,6.49 Cr,Possession by Jun'24
R248339,3 BHK,1204 sq.ft,Super Area,7.27 Cr,Possession by Jun'24
R248339,3 BHK,1420 sq.ft,Super Area,8.79 Cr,Possession by Jun'24
R248339,4 BHK,2080 sq.ft,Super Area,12.50 Cr,Possession by Jun'24
R248339,4 BHK,2100 sq.ft,Super Area,12.69 Cr,Possession by Jun'24
R260794,3 BHK,1153 sq.ft,Super Area,2.29 Cr,Possession by Dec'26
R260794,3 BHK,1165 sq.ft,Super Area,2.32 Cr,Possession by Dec'26
R260794,3 BHK,1175 sq.ft,Super Area,2.34 Cr,Possession by Dec'26
R260794,3 BHK,1255 sq.ft,Super Area,2.50 Cr,Possession by Dec'26
R260794,3 BHK,1262 sq.ft,Super Area,2.51 Cr,Possession by Dec'26
R260794,3 BHK,1935 sq.ft,Super Area,2.26 Cr,Possession by Dec'26
R260794,3 BHK,1965 sq.ft,Super Area,2.26 Cr,Possession by Dec'26
R260794,3 BHK,2075 sq.ft,Super Area,2.40 Cr,Possession by Dec'26
R260794,3 BHK,2165 sq.ft,Super Area,2.45 Cr,Possession by Dec'26
R260794,3 BHK,2265 sq.ft,Super Area,2.65 Cr,Possession by Dec'26
R260794,2 BHK,789 sq.ft,Super Area,1.57 Cr,Possession by Dec'26
R260794,2 BHK,869 sq.ft,Super Area,1.73 Cr,Possession by Dec'26
R260794,2 BHK,879 sq.ft,Super Area,1.75 Cr,Possession by Dec'26
R260794,2 BHK,1275 sq.ft,Super Area,1.49 Cr,Possession by Dec'26
R260794,2 BHK,1300 sq.ft,Super Area,1.60 Cr,Possession by Dec'26
R260794,2 BHK,1400 sq.ft,Super Area,1.53 Cr,Possession by Dec'26
R260794,2 BHK,1415 sq.ft,Super Area,1.55 Cr,Possession by Dec'26
R260794,2 BHK,1900 sq.ft,Super Area,2.20 Cr,Possession by Dec'26
R260794,4 BHK,2047 sq.ft,Super Area,4.07 Cr,Possession by Dec'26
R260794,4 BHK,3380 sq.ft,Super Area,3.96 Cr,Possession by Dec'26
R265193,3 BHK,1434 sq.ft,Super Area,1.88 Cr,Possession by Mar'20
R265193,3 BHK,1450 sq.ft,Super Area,2.30 Cr,Possession by Mar'20
R265193,3 BHK,1518 sq.ft,Super Area,1.92 Cr,Possession by Mar'20
R265193,3 BHK,1714 sq.ft,Super Area,2.50 Cr,Possession by Mar'20
R265193,3 BHK,2032 sq.ft,Super Area,2.80 Cr,Possession by Mar'20
R265193,2 BHK,761 sq.ft,Super Area,1.30 Cr,Possession by Mar'20
R265193,2 BHK,896 sq.ft,Super Area,1.35 Cr,Possession by Mar'20
R265193,2 BHK,1024 sq.ft,Super Area,1.18 Cr,Possession by Mar'20
R265193,2 BHK,1224 sq.ft,Super Area,1.38 Cr,Possession by Mar'20
R265193,2 BHK,1235 sq.ft,Super Area,1.44 Cr,Possession by Mar'20
R265193,1 BHK,680 sq.ft,Super Area,78 Lac,Possession by Mar'20
R270361,1 BHK,577 sq.ft,Super Area,34 Lac,Possession by Apr'17
R270361,1 BHK,607 sq.ft,Super Area,35 Lac,Possession by Apr'17
R270361,1 BHK,624 sq.ft,Super Area,41 Lac,Possession by Apr'17
R271405,3 BHK,1192 sq.ft,Super Area,3.38 Cr,Possession by Mar'27
R271405,3 BHK,1300 sq.ft,Super Area,3.35 Cr,Possession by Mar'27
R271405,3 BHK,1411 sq.ft,Super Area,4 Cr,Possession by Mar'27
R271405,2 BHK,655 sq.ft,Super Area,1.70 Cr,Possession by Mar'27
R271405,2 BHK,716 sq.ft,Super Area,1.90 Cr,Possession by Mar'27
R271405,2 BHK,780 sq.ft,Super Area,1.95 Cr,Possession by Mar'27
R271405,2 BHK,854 sq.ft,Super Area,2.42 Cr,Possession by Mar'27
R271405,2 BHK,894 sq.ft,Super Area,2.40 Cr,Possession by Mar'27
R271405,2 BHK,1040 sq.ft,Super Area,2.95 Cr,Possession by Mar'27
R271405,1 BHK,432 sq.ft,Super Area,1.22 Cr,Possession by Mar'27
R271405,1 BHK,480 sq.ft,Super Area,1.30 Cr,Possession by Mar'27
R271405,1 BHK,544 sq.ft,Super Area,1.44 Cr,Possession by Mar'27
R271843,4 BHK villa,2365 sq.ft,Super Area,2.85 Cr,Possession by Jun'23
R271843,4 BHK villa,2835 sq.ft,Super Area,5.93 Cr,Possession by Jun'23
R271843,4 BHK villa,3540 sq.ft,Super Area,4.80 Cr,Possession by Jun'23
R271843,4 BHK villa,4248 sq.ft,Super Area,6 Cr,Possession by Jun'23
R271843,4 BHK villa,5190 sq.ft,Super Area,8 Cr,Possession by Jun'23
R272653,3 BHK,1033 sq.ft,Super Area,2.28 Cr,Possession by Dec'26
R272653,3 BHK,1320 sq.ft,Super Area,2.45 Cr,Possession by Dec'26
R272653,2 BHK,306 sq.ft,Super Area,1.02 Cr,Possession by Dec'26
R272653,2 BHK,765 sq.ft,Super Area,1.73 Cr,Possession by Dec'26
R272653,1 BHK,188 sq.ft,Super Area,Price Not Available,Possession by Dec'26
R272653,1 BHK,264 sq.ft,Super Area,85 Lac,Possession by Dec'26
R272653,1 BHK,516 sq.ft,Super Area,1.16 Cr,Possession by Dec'26
R272675,2 BHK,530 sq.ft,Super Area,80 Lac,Possession by Jun'25
R272675,2 BHK,711 sq.ft,Super Area,1.29 Cr,Possession by Jun'25
R272675,2 BHK,800 sq.ft,Super Area,1.12 Cr,Possession by Jun'25
R272675,2 BHK,843 sq.ft,Super Area,1.22 Cr,Possession by Jun'25
R272675,2 BHK,850 sq.ft,Super Area,1.12 Cr,Possession by Jun'25
R272675,2 BHK,900 sq.ft,Super Area,1.12 Cr,Possession by Jun'25
R272675,2 BHK,1050 sq.ft,Super Area,1.29 Cr,Possession by Jun'25
R272675,2 BHK,1060 sq.ft,Super Area,1.43 Cr,Possession by Jun'25
R272675,2 BHK,1100 sq.ft,Super Area,1.32 Cr,Possession by Jun'25
R272675,2 BHK,1150 sq.ft,Super Area,1.34 Cr,Possession by Jun'25
R272675,2 BHK,1200 sq.ft,Super Area,1.30 Cr,Possession by Jun'25
R272675,2 BHK,1250 sq.ft,Super Area,1.55 Cr,Possession by Jun'25
r272921,3 BHK,1433 sq.ft,Super Area,2.51 Cr,Possession by May'24
r272921,3 BHK,1828 sq.ft,Super Area,3.20 Cr,Possession by May'24
r272921,3 BHK,1850 sq.ft,Super Area,3.24 Cr,Possession by May'24
r272921,3 BHK,1930 sq.ft,Super Area,3.56 Cr,Possession by May'24
r272921,3 BHK,1950 sq.ft,Super Area,3.41 Cr,Possession by May'24
r272921,3 BHK,1990 sq.ft,Super Area,3.40 Cr,Possession by May'24
r272921,3 BHK,2000 sq.ft,Super Area,3.50 Cr,Possession by May'24
r272921,3 BHK,2040 sq.ft,Super Area,3.77 Cr,Possession by May'24
r272921,3 BHK,2054 sq.ft,Super Area,3.79 Cr,Possession by May'24
r272921,2 BHK,1250 sq.ft,Super Area,2.19 Cr,Possession by May'24
r272921,2 BHK,1261 sq.ft,Super Area,2.21 Cr,Possession by May'24
r272921,2 BHK,1310 sq.ft,Super Area,2.29 Cr,Possession by May'24
r272921,2 BHK,1350 sq.ft,Super Area,2.36 Cr,Possession by May'24
r272921,2 BHK,1358 sq.ft,Super Area,2.38 Cr,Possession by May'24
r272921,2 BHK,1516 sq.ft,Super Area,Price Not Available,Possession by May'24
r272921,2 BHK,1526 sq.ft,Super Area,Price Not Available,Possession by May'24
R278061,3 BHK,1450 sq.ft,Super Area,1.70 Cr,Possession by Dec'20
R278061,3 BHK,1493 sq.ft,Super Area,1.71 Cr,Possession by Dec'20
R278061,3 BHK,1500 sq.ft,Super Area,1.89 Cr,Possession by Dec'20
R278061,3 BHK,1666 sq.ft,Super Area,1.75 Cr,Possession by Dec'20
R278061,2 BHK,1000 sq.ft,Super Area,1.20 Cr,Possession by Dec'20
R278061,2 BHK,1050 sq.ft,Super Area,1.17 Cr,Possession by Dec'20
R278061,2 BHK,1100 sq.ft,Super Area,1.30 Cr,Possession by Dec'20
R278061,2 BHK,1152 sq.ft,Super Area,1.25 Cr,Possession by Dec'20
R278061,2 BHK,1171 sq.ft,Super Area,1.30 Cr,Possession by Dec'20
R279479,3 BHK,1074 sq.ft,Super Area,6 Cr,Possession by Jun'24
R279479,3 BHK,1121 sq.ft,Super Area,6.12 Cr,Possession by Jun'24
R279479,3 BHK,1139 sq.ft,Super Area,6.83 Cr,Possession by Jun'24
R279479,3 BHK,1150 sq.ft,Super Area,6.80 Cr,Possession by Jun'24
R279479,3 BHK,1159 sq.ft,Super Area,6.95 Cr,Possession by Jun'24
R279479,3 BHK,1197 sq.ft,Super Area,6.53 Cr,Possession by Jun'24
R279479,3 BHK,1207 sq.ft,Super Area,7.24 Cr,Possession by Jun'24
R279479,3 BHK,1212 sq.ft,Super Area,7.27 Cr,Possession by Jun'24
R279479,3 BHK,1287 sq.ft,Super Area,7.72 Cr,Possession by Jun'24
R279479,3 BHK,1310 sq.ft,Super Area,7.86 Cr,Possession by Jun'24
R279479,3 BHK,1321 sq.ft,Super Area,7.21 Cr,Possession by Jun'24
R279479,3 BHK,1350 sq.ft,Super Area,8.10 Cr,Possession by Jun'24
R279479,3 BHK,1365 sq.ft,Super Area,8.19 Cr,Possession by Jun'24
R279479,3 BHK,1374 sq.ft,Super Area,8 Cr,Possession by Jun'24
R279479,3 BHK,1400 sq.ft,Super Area,8.40 Cr,Possession by Jun'24
R279479,2 BHK,781 sq.ft,Super Area,4.26 Cr,Possession by Jun'24
R279479,2 BHK,809 sq.ft,Super Area,4.85 Cr,Possession by Jun'24
R279479,5 BHK,1800 sq.ft,Super Area,9.83 Cr,Possession by Jun'24
R279479,5 BHK,1945 sq.ft,Super Area,10.62 Cr,Possession by Jun'24
R279479,5 BHK,1947 sq.ft,Super Area,11.69 Cr,Possession by Jun'24
R279479,4 BHK,1657 sq.ft,Super Area,8.47 Cr,Possession by Jun'24
R279479,4 BHK,1707 sq.ft,Super Area,8.73 Cr,Possession by Jun'24
R279479,4 BHK,1800 sq.ft,Super Area,9.20 Cr,Possession by Jun'24
R279479,4 BHK,1804 sq.ft,Super Area,9.22 Cr,Possession by Jun'24
R279479,4 BHK,1831 sq.ft,Super Area,9.36 Cr,Possession by Jun'24
R279479,4 BHK,1850 sq.ft,Super Area,9.46 Cr,Possession by Jun'24
R279479,4 BHK,1945 sq.ft,Super Area,9.95 Cr,Possession by Jun'24
R279687,3 BHK,1450 sq.ft,Super Area,3.40 Cr,Possession by Dec'25
R279687,3 BHK,1500 sq.ft,Super Area,3.25 Cr,Possession by Dec'25
R279687,3 BHK,1550 sq.ft,Super Area,3.70 Cr,Possession by Dec'25
R279687,3 BHK,1600 sq.ft,Super Area,3.79 Cr,Possession by Dec'25
R279687,3 BHK,1650 sq.ft,Super Area,3.80 Cr,Possession by Dec'25
R279687,3 BHK,1734 sq.ft,Super Area,3.63 Cr,Possession by Dec'25
R279687,2 BHK,1250 sq.ft,Super Area,2.60 Cr,Possession by Dec'25
R28824,3 BHK,850 sq.ft,Super Area,43 Lac,Possession by Jun'24
R28824,2 BHK,550 sq.ft,Super Area,25 Lac,Possession by Jun'24
R28824,1 BHK,450 sq.ft,Super Area,16.5 Lac,Possession by Jun'24
R29016,3 BHK,1525 sq.ft,Super Area,2 Cr,Possession by Mar'04
R29016,3 BHK,1550 sq.ft,Super Area,2 Cr,Possession by Mar'04
R29016,3 BHK,1600 sq.ft,Super Area,1.82 Cr,Possession by Mar'04
r291747,Residential plot,1215 sq.ft,Super Area,1.55 Cr,Possession Not Available
r291747,Residential plot,1377 sq.ft,Super Area,1.75 Cr,Possession Not Available
r291747,Residential plot,1575 sq.ft,Super Area,2.01 Cr,Possession Not Available
R29508,3 BHK,1600 sq.ft,Super Area,2.75 Cr,Possession Not Available
R29508,3 BHK,1650 sq.ft,Super Area,2.35 Cr,Possession Not Available
R29508,3 BHK,1750 sq.ft,Super Area,2.40 Cr,Possession Not Available
R296293,3 BHK,1106 sq.ft,Super Area,1.10 Cr,Possession by May'24
R296293,3 BHK,1107 sq.ft,Super Area,1.10 Cr,Possession by May'24
R296293,3 BHK,1283 sq.ft,Super Area,1.28 Cr,Possession by May'24
R296293,2 BHK,941 sq.ft,Super Area,94.3 Lac,Possession by May'24
R296293,2 BHK,942 sq.ft,Super Area,94.4 Lac,Possession by May'24
R296293,2 BHK,943 sq.ft,Super Area,94.5 Lac,Possession by May'24
r303,Penthouse,6600 sq.ft,Super Area,8.50 Cr,Possession by Jun'18
r303,3 BHK,2600 sq.ft,Super Area,3.76 Cr,Possession by Jun'18
r303,3 BHK,2640 sq.ft,Super Area,3.82 Cr,Possession by Jun'18
r303,2 BHK,2081 sq.ft,Super Area,3.01 Cr,Possession by Jun'18
r303,4 BHK,3600 sq.ft,Super Area,5.20 Cr,Possession by Jun'18
r303,4 BHK,3640 sq.ft,Super Area,5.26 Cr,Possession by Jun'18
R303861,3 BHK,988 sq.ft,Super Area,6.42 Cr,Possession by Dec'25
R303861,3 BHK,1040 sq.ft,Super Area,7.98 Cr,Possession by Dec'25
R303861,3 BHK,1041 sq.ft,Super Area,6.76 Cr,Possession by Dec'25
R303861,3 BHK,1046 sq.ft,Super Area,6.79 Cr,Possession by Dec'25
R303861,3 BHK,1047 sq.ft,Super Area,6.80 Cr,Possession by Dec'25
R303861,3 BHK,1048 sq.ft,Super Area,4.95 Cr,Possession by Dec'25
R303861,3 BHK,1050 sq.ft,Super Area,6.30 Cr,Possession by Dec'25
R303861,3 BHK,1060 sq.ft,Super Area,6.89 Cr,Possession by Dec'25
R303861,3 BHK,1063 sq.ft,Super Area,6.91 Cr,Possession by Dec'25
R303861,3 BHK,1093 sq.ft,Super Area,7.10 Cr,Possession by Dec'25
R303861,3 BHK,1120 sq.ft,Super Area,7.28 Cr,Possession by Dec'25
R303861,3 BHK,1128 sq.ft,Super Area,7.33 Cr,Possession by Dec'25
R303861,3 BHK,1138 sq.ft,Super Area,7.39 Cr,Possession by Dec'25
R303861,3 BHK,1140 sq.ft,Super Area,7.41 Cr,Possession by Dec'25
R303861,3 BHK,1142 sq.ft,Super Area,7.42 Cr,Possession by Dec'25
R303861,3 BHK,1147 sq.ft,Super Area,7.45 Cr,Possession by Dec'25
R303861,3 BHK,1200 sq.ft,Super Area,7.80 Cr,Possession by Dec'25
R303861,3 BHK,1250 sq.ft,Super Area,8.12 Cr,Possession by Dec'25
R303861,3 BHK,1272 sq.ft,Super Area,8.26 Cr,Possession by Dec'25
R303861,3 BHK,1280 sq.ft,Super Area,8.32 Cr,Possession by Dec'25
R303861,2 BHK,675 sq.ft,Super Area,4.38 Cr,Possession by Dec'25
R303861,2 BHK,680 sq.ft,Super Area,4.42 Cr,Possession by Dec'25
R303861,2 BHK,700 sq.ft,Super Area,4.55 Cr,Possession by Dec'25
