XID,Project Name,City,Magicbricks.com Link
R12206,Uppal Southend,Gurgaon,https://www.magicbricks.com/4-bhk-flats-in-uppal-southend-gurgaon-for-sale-pppfs
r1222,Royal Velstand Phase 2,Pune East,https://www.magicbricks.com/project-royal-infra-velstand-phase-2-2bhk-for-rent-in-pune-pppfr
R12222,Vatika City,Gurgaon,https://www.magicbricks.com/project-vatika-city-for-sale-in-gurgaon-pppfs
r12272,Unitech Deerwood Chase,Gurgaon,https://www.magicbricks.com/project-plots-unitech-nirvana-country-deerwood-chase-for-sale-in-gurgaon-pppfs
r1229,DLF Alameda,Gurgaon,https://www.magicbricks.com/dlf-alameda-sector-73-gurgaon-pdpid-4d4235303232373137
R122955,Godrej The Trees,Central Mumbai,https://www.magicbricks.com/project-godrej-the-trees-for-sale-in-mumbai-pppfs
R123001,Godrej Icon,Gurgaon,https://www.magicbricks.com/godrej-icon-sector-88a-gurgaon-pdpid-4d4235303832333630
R12318,Agarwal Aditya Mega City,Ghaziabad,https://www.magicbricks.com/aditya-mega-city-indirapuram-ghaziabad-pdpid-4d4235303031323534
R12332,Krishna Apra Gardens,Ghaziabad,https://www.magicbricks.com/project-krishna-apra-gardens-2bhk-for-rent-in-ghaziabad-pppfr
R1234,Savvy Swaraaj Sports Living,Ahmedabad North,https://www.magicbricks.com/project-savvy-swaraaj-sports-living-for-sale-in-ahmedabad-pppfs
R12352,Chitrakoot Dham Apartments,Delhi South West,https://www.magicbricks.com/project-chitrakoot-dham-for-sale-in-new-delhi-pppfs
R12364,CGHS Majestic Apartments,Delhi South West,https://www.magicbricks.com/project-majestic-apartments-for-rent-in-new-delhi-pppfr
R12368,AWHO Vivek Vihar,Noida,https://www.magicbricks.com/awho-vivek-vihar-sector-82-noida-pdpid-4d4235303131333438
R12382,DDA Dwarkadheesh Apartments,Delhi South West,https://www.magicbricks.com/project-new-arohi-apartments-for-rent-in-new-delhi-pppfr
R12398,Ratnakar Apartments,Delhi South West,https://www.magicbricks.com/project-ratnakar-apartments-for-sale-in-new-delhi-pppfs
R12412,CGHS IDC Apartments,Delhi South West,https://www.magicbricks.com/seema-apartments-dwarka-sector-11-new-delhi-pdpid-4d4235303130383630
R12418,Neptune Living Point,Central Mumbai,https://www.magicbricks.com/neptune-living-point-bhandup-west-mumbai-pdpid-4d4235303030363239
R12430,Swami Dayanand Appartments,Delhi South West,https://www.magicbricks.com/swami-dayanand-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303138373437
R12440,Vishrantika Apartments,Delhi South West,https://www.magicbricks.com/project-vishrantika-apartments-for-sale-in-new-delhi-pppfs
R12446,Shri Keshav Kunj Apartments,Delhi South West,https://www.magicbricks.com/project-dda-pink-apartments-2bhk-for-rent-in-new-delhi-pppfr
R12450,DDA Rosewood Apartments,Delhi South West,https://www.magicbricks.com/dda-flats-for-sale-in-shivaji-marg-new-delhi-pppfs
R12466,Parijat Apartment,Delhi South West,https://www.magicbricks.com/project-parijat-apartment-for-rent-in-new-delhi-pppfr
R12478,CGHS Chanakya Apartments,Delhi South West,https://www.magicbricks.com/chanakya-apartments-dwarka-new-delhi-pdpid-4d4235303130393937
R124803,Antriksh Management Apartments,Delhi South West,https://www.magicbricks.com/antriksh-shivalik-apartments-dwarka-sector-6-new-delhi-pdpid-4d4235313730323035
R12486,Vivekanand Apartments,Delhi South West,https://www.magicbricks.com/property-for-rent-in-vivekanand-puri-new-delhi-pppfr
R12488,New Jyoti Apartments,Delhi South West,https://www.magicbricks.com/3-bhk-flats-in-west-jyoti-nagar-new-delhi-for-sale-price-50-lakhs-to-60-lakhs-pppfs
R12496,Sant Sunder Dass CGHS,Delhi South West,https://www.magicbricks.com/sant-sunder-dass-apartment-dwarka-sector-12-new-delhi-pdpid-4d4235303131303435
R12500,Lords CGHS,Delhi South West,https://www.magicbricks.com/lords-apartments-dwarka-sector-19-new-delhi-pdpid-4d4235303130393337
R12504,CGHS Hare Krishna Valley,Delhi South West,https://www.magicbricks.com/project-hare-krishna-valley-for-sale-in-new-delhi-pppfs
R12508,CGHS Ircon Employees,Delhi South West,https://www.magicbricks.com/project-ircon-employees-cghs-for-sale-in-new-delhi-pppfs
R12514,CGHS Joy Apartments,Delhi South West,https://www.magicbricks.com/project-joy-kunj-apartment-for-sale-in-gurgaon-pppfs
R12518,Kalka Apartments,Delhi South West,https://www.magicbricks.com/kalka-apartments-dwarka-sector-6-new-delhi-pdpid-4d4235303130373438
R12530,CGHS Palm Green Apartment,Delhi South West,https://www.magicbricks.com/shivlok-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303131323036
R12536,Azad Hind Apartments,Delhi South West,https://www.magicbricks.com/project-dda-shanti-kunj-apartment-2bhk-for-sale-in-new-delhi-pppfs
R12538,The Gold Croft CGHS,Delhi South West,https://www.magicbricks.com/project-gold-croft-apartment-for-rent-in-new-delhi-pppfr
R12546,DDA Sanskriti Apartments,Delhi South West,https://www.magicbricks.com/society-flats-for-sale-in-dwarka-sector-19-new-delhi-pppfs
R12548,Eden Tower Apartment,Delhi South West,https://www.magicbricks.com/luxury-flats-in-bhagat-enclave-new-delhi-for-sale-pppfs
R12554,CGHS Airlines Apartments,Delhi South West,https://www.magicbricks.com/project-airlines-apartments-for-rent-in-new-delhi-pppfr
R12564,DDA Shaheed Bhagat Singh Apartment,Delhi South West,https://www.magicbricks.com/dda-shaheed-bhagat-singh-apartment-dwarka-sector-14-new-delhi-pdpid-4d4235303734393535
R12566,CGHS Gokul Apartment,Delhi South West,https://www.magicbricks.com/project-gokul-apartment-for-rent-in-new-delhi-pppfr
R12568,Youngsters CGHS,Delhi South West,https://www.magicbricks.com/youngsters-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303131323736
R12600,Hilansh Apartment,Delhi South West,https://www.magicbricks.com/project-suruchi-apartments-2bhk-for-sale-in-new-delhi-pppfs
R12608,Celestial Heights,Delhi South West,https://www.magicbricks.com/project-ministry-of-external-affairs-housing-complex-for-sale-in-new-delhi-pppfs
R12632,Sri Agrasen Apartments,Delhi South West,https://www.magicbricks.com/flats-for-rent-in-dwarka-sector-11-new-delhi-price-25000-to-35000-pppfr
R12636,The Excellence Apartments,Delhi South West,https://www.magicbricks.com/flats-in-dwarka-sector-18a-new-delhi-for-sale-pppfs
R12640,CGHS Beverly Park,Delhi South West,https://www.magicbricks.com/beverly-park-apartments-dwarka-sector-22-new-delhi-pdpid-4d4235303130353831
R12652,Fakhruddin Memorial CGHS,Delhi South West,Not Found
R12658,Manglik Apartment,Delhi South West,https://www.magicbricks.com/blog/vastu-remedies-for-south-west-facing-house/115850.html
R12672,CGHS Daffodils Apartments,Delhi South West,https://www.magicbricks.com/daffodils-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303131333033
R12676,Antriksh Rashi Apartments,Delhi South West,https://www.magicbricks.com/godrej-apartments-dwarka-sector-10-new-delhi-pdpid-4d4235303130363739
R12690,New Ashiana Apartment,Delhi South West,https://www.magicbricks.com/ashiana-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303130383138
R12694,CGHS Princess Park Apartments,Delhi South West,https://www.magicbricks.com/princess-park-apartments-dwarka-sector-6-new-delhi-pdpid-4d4235303334333437
R12724,K.M. Apartments,Delhi South West,https://www.magicbricks.com/project-km-apartment-for-rent-in-new-delhi-pppfr
R12726,Jai Maa Kalyani Apartment,Delhi South West,https://www.magicbricks.com/
R12742,Mayank Apartments,Delhi South West,https://www.magicbricks.com/project-mayank-mansion-for-sale-in-new-delhi-pppfs
R127477,Joy Legend,Western Mumbai,https://www.magicbricks.com/project-joy-legend-3bhk-for-sale-in-mumbai-pppfs
R12754,Kukreja Complex,Central Mumbai,https://www.magicbricks.com/kukreja-complex-bhandup-west-mumbai-pdpid-4d4235303436383735
R12768,CGHS Shubham Apartments,Delhi South West,https://www.magicbricks.com/phillips-cghs-dwarka-sector-23-new-delhi-pdpid-4d4235303131343136
R12770,Param Puneet Apartment,Delhi South West,https://www.magicbricks.com/param-puneet-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303130383732
R12774,Udyog Vihar CGHS,Delhi South West,https://www.magicbricks.com/project-udyog-vihar-apartment-for-sale-in-new-delhi-pppfs
R12776,CGHS Green Valley Apartments,Delhi South West,https://www.magicbricks.com/project-green-valley-apartments-for-sale-in-new-delhi-pppfs
R12780,Mahalaxmi Apartment,Delhi South West,https://www.magicbricks.com/project-mahalaxmi-apartment-for-sale-in-new-delhi-pppfs
R12782,Shree Awas,Delhi South West,https://www.magicbricks.com/
R12790,Shivani Apartments,Delhi South West,https://www.magicbricks.com/project-shivani-apartments-for-sale-in-new-delhi-pppfs
R12802,CGHS New Rashtriya,Delhi South West,https://www.magicbricks.com/new-rashtriya-cghs-dwarka-sector-18-new-delhi-pdpid-4d4235303334313537
R12812,CGHS Kailash Apartment,Delhi South West,https://www.magicbricks.com/project-kailash-milan-vihar-cghs-for-sale-in-new-delhi-pppfs
R12826,DDA Pink Apartments,Delhi South West,https://www.magicbricks.com/project-dda-pink-apartments-2bhk-for-rent-in-new-delhi-pppfr
R12834,Guru Apartments,Delhi South West,https://www.magicbricks.com/property-for-sale-in-guru-angad-nagar-west-new-delhi-pppfs
R130133,Shafalya Shlok Parisar,Ahmedabad North,https://www.magicbricks.com/shlok-parisar-gota-ahmedabad-pdpid-4d4235303737373731
R13344,Lodha The Park,Mumbai South,https://www.magicbricks.com/project-lodha-park-for-sale-in-mumbai-pppfs
R133579,Tower of Adyar by Nahar,Chennai South,https://www.magicbricks.com/project-nahar-tower-of-adyar-for-sale-in-chennai-pppfs
R13494,Dynamix Parkwoods,Thane,https://www.magicbricks.com/dynamix-parkwoods-thane-west-thane-pdpid-4d4235303730303135
R135659,North East County by Bhashyam,Hyderabad,https://www.magicbricks.com/north-east-county-rudraram-hyderabad-pdpid-4d4235303537353132
r1363,Kolte Patil Life Republic,Pune West,https://www.magicbricks.com/kolte-patil-life-republic-hinjewadi-pune-pdpid-4d4235303231313837
R136463,DDA Flat Janakpuri,West Delhi,https://www.magicbricks.com/flats-in-janakpuri-new-delhi-for-sale-pppfs
R136475,DDA D3 and D4 Vasant Kunj,South Delhi,https://www.magicbricks.com/project-d3-and-d4-vasant-kunj-for-rent-in-new-delhi-pppfr
R136591,Hauz Khas RWA,South Delhi,https://www.magicbricks.com/rwa-mayfair-green-hauz-khas-new-delhi-pdpid-4d4235303738363731
R1366,Sunteck City Avenue 1,Western Mumbai,https://www.magicbricks.com/project-sunteck-city-avenue-1-3bhk-for-sale-in-mumbai-pppfs
R137039,RWA Green Park,South Delhi,https://www.magicbricks.com/green-park-rwa-green-park-extension-new-delhi-pdpid-4d4235323135313435
R137101,Nehru Enclave East RWA,South Delhi,https://www.magicbricks.com/3-bhk-flats-for-rent-in-nehru-enclave-new-delhi-pppfr
R137103,Shree Badrinath Apartments,Delhi South West,https://www.magicbricks.com/project-sree-badrinath-apartment-for-sale-in-new-delhi-pppfs
R137347,RWA Saket Block D,South Delhi,https://www.magicbricks.com/project-dda-flats-block-d-4bhk-for-sale-in-new-delhi-pppfs
R137365,Om Satyam Apartment,Delhi South West,https://www.magicbricks.com/project-om-satyam-apartments-for-sale-in-new-delhi-pppfs
r137441,Renovated Apartments Saket,South Delhi,https://www.magicbricks.com/
R137587,Sri Durga Apartment,Delhi South West,https://www.magicbricks.com/project-sri-durga-apartment-for-rent-in-new-delhi-pppfr
R137599,Belur Apartments,Delhi South West,https://www.magicbricks.com/property-for-sale-in-belur-kolkata-pppfs
R137743,DDA SFS Flats,Delhi South West,https://www.magicbricks.com/2-bhk-flats-in-manglapuri-new-delhi-for-sale-pppfs
R137813,RWA Defence Colony Block A,South Delhi,https://www.magicbricks.com/rwa-defence-colony-block-a-defence-colony-new-delhi-pdpid-4d4235313732323539
R137819,Shabad CGHS,Delhi South West,https://www.magicbricks.com/3-bhk-apartments-for-sale-in-kakrola-new-delhi-pppfs
R137827,DDA SFS Flats Dwarka,Delhi South West,https://www.magicbricks.com/project-new-arohi-apartments-for-rent-in-new-delhi-pppfr
R137841,Shatabdi Enclave,Noida,https://www.magicbricks.com/project-shatabdi-enclave-for-sale-in-noida-pppfs
R144579,RDP Shanti Luxuria,Navi Mumbai,https://www.magicbricks.com/shanti-luxuria-shilphata-thane-pdpid-4d4235303832313931
r146995,Magic Villa,Ghaziabad,https://www.magicbricks.com/
R154983,Shapoorji Sarova,Western Mumbai,https://www.magicbricks.com/sd-aquila-at-sarova-kandivali-east-mumbai-pdpid-4d4235333238353431
R157,Emaar Mgf Commonwealth Games Village 2010,East Delhi,https://www.magicbricks.com/emaar-project-commonwealth-games-village-2010-commonwealth-games-village-new-delhi-pdpid-4d4235303735363936
R157563,Vaichal Vastu KalpaVruksha,Pune West,https://www.magicbricks.com/vaichal-kalpa-vruksha-c-pirangut-pune-pdpid-4d4235313332363235
R160387,Mahindra World City,Chennai South,https://www.magicbricks.com/Mahindra-World-City-in-Chennai-Overview
R170885,DDA Flats Munirka,South Delhi,https://www.magicbricks.com/project-dda-flats-munirka-for-rent-in-new-delhi-pppfr
R171013,Hargobind Enclave,South Delhi,https://www.magicbricks.com/hargobind-enclave-chhattarpur-new-delhi-pdpid-4d4235303131323538
R17196,Lake Florence,Central Mumbai,https://www.magicbricks.com/project-lake-florence-for-rent-in-mumbai-pppfr
r17492,Panchshil Towers,Pune East,https://www.magicbricks.com/project-panchshil-towers-for-sale-in-pune-pppfs
R177021,DDA Santushti Apartments,South Delhi,https://www.magicbricks.com/project-dda-santushti-apartments-2bhk-for-rent-in-new-delhi-pppfr
R177287,Lodha Amara,Thane,https://www.magicbricks.com/lodha-amara-kolshet-road-thane-pdpid-4d4235303931353233
R177361,N Block RWA Greater Kailash,South Delhi,https://www.magicbricks.com/property-for-sale-in-greater-kailash-1-new-delhi-pppfs
R177379,Manokamna Apartment,Delhi South West,https://www.magicbricks.com/flats-in-dwarka-sector-18-new-delhi-for-sale-pppfs
R177459,Hamdam Apartment,Delhi South West,https://www.magicbricks.com/dda-flats-for-sale-in-shivaji-marg-new-delhi-pppfs
R177679,Shree Radha CGHS,Delhi South West,https://www.magicbricks.com/2-bhk-flats-in-dwarka-new-delhi-for-sale-pppfs
R177847,RWA Greater Kailash 2,South Delhi,https://www.magicbricks.com/property-for-sale-in-greater-kailash-2-new-delhi-pppfs
R177877,RWA Pamposh Enclave,South Delhi,https://www.magicbricks.com/rwa-pamposh-enclave-pamposh-enclave-new-delhi-pdpid-4d4235323037373731
R178343,RWA Panchseel Enclave,South Delhi,https://www.magicbricks.com/property-for-sale-in-panchsheel-enclave-new-delhi-pppfs
R178437,RWA Sarvodaya Enclave,South Delhi,https://www.magicbricks.com/project-orchid-metropolis-for-sale-in-new-delhi-pppfs
R178917,DMP Apartments,Delhi South West,https://www.magicbricks.com/project-dmp-society-for-rent-in-new-delhi-pppfr
R178983,Nav Nirman CGHS,Delhi South West,https://www.magicbricks.com/project-npsc-apartment-for-sale-in-new-delhi-pppfs
R179121,Fortune Sapphire,Secunderabad,https://www.magicbricks.com/fortune-greenhomes-sapphire-tellapur-hyderabad-pdpid-4d4235323931303739
R17932,Shree Gokul dham,Navi Mumbai,https://www.magicbricks.com/shree-gokul-dham-borivali-west-mumbai-pdpid-4d4235303735323830
R180033,Suramya Three,Gandhinagar,https://www.magicbricks.com/suramya-three-palodia-gandhinagar-pdpid-4d4235313833373739
R18392,Pushpanjali Residency Phase 3,Thane,https://www.magicbricks.com/pushpanjali-residency-phase-iii-owale-thane-pdpid-4d4235303838323938
R18722,Lodha Palava City,Thane Outskirts,https://www.magicbricks.com/flats-near-guardian-school-icse-desale-pada-beyond-thane-pppfs/page-4
R18752,Lodha Lakeshore Greens,Thane Outskirts,https://www.magicbricks.com/3-bhk-flats-in-thane-for-sale-price-60-lakhs-to-70-lakhs-pppfs
R189693,Shriram Southern Crest,Bangalore South,https://www.magicbricks.com/shriram-southern-crest-jp-nagar-phase-6-bangalore-pdpid-4d4235303737323239
R19014,Satellite Tower CHS,Western Mumbai,https://www.magicbricks.com/satellite-tower-goregaon-east-goregaon-east-mumbai-pdpid-4d4235303031333438
R19040,Space India Royal Meadows Residency,Navi Mumbai,https://www.magicbricks.com/project-jewel-residency-2bhk-for-sale-in-navi-mumbai-pppfs
R195707,Innovative Icon,Navi Mumbai,https://www.magicbricks.com/innovative-icon-taloja-navi-mumbai-pdpid-4d4235313034333935
R197199,Chaithanya Smaran,Bangalore East,https://www.magicbricks.com/project-chaithanya-smaran-for-sale-in-bangalore-pppfs
R20518,Hiranandani Ambrosia,Central Mumbai,https://www.magicbricks.com/hiranandani-ambrosia-powai-mumbai-pdpid-4d4235323038303233
R20580,Soham Gardens,Thane,https://www.magicbricks.com/project-soham-garden-for-sale-in-thane-pppfs
R20608,Hiranandani Eldora,Central Mumbai,https://www.magicbricks.com/project-hiranandani-eldora-for-sale-in-mumbai-pppfs
R208059,DDA Ganga Apartments,South Delhi,https://www.magicbricks.com/dda-ganga-apartment-sector-d-pocket-6-vasant-kunj-new-delhi-pdpid-4d4235303333333733
R208091,Golf View Apartments,Delhi South West,https://www.magicbricks.com/
R208139,DDA Flats Mayur Vihar,East Delhi,https://www.magicbricks.com/east-end-apartments-mayur-vihar-1-new-delhi-pdpid-4d4235303732323830
R208215,Park view Apartments,Delhi South West,https://www.magicbricks.com/project-park-view-apartments-for-rent-in-new-delhi-pppfr
R208303,Ansal Chiranjiv Vihar,Ghaziabad,https://www.magicbricks.com/3-bhk-flats-in-chiranjiv-vihar-ghaziabad-for-sale-pppfs
R209289,RWA Pocket 1,Delhi South West,https://www.magicbricks.com/flats-for-rent-in-mayfair-garden-new-delhi-price-15000-to-20000-pppfr
R212007,Raunak Bliss,Thane,https://www.magicbricks.com/project-raunak-bliss-for-sale-in-thane-pppfs
r213249,Godrej 101,Gurgaon,https://www.magicbricks.com/project-godrej-101-for-sale-in-gurgaon-pppfs
R219895,Mayfield Gardens,Gurgaon,https://www.magicbricks.com/orchid-mayfield-gardens-sector-50-gurgaon-pdpid-4d4235313639323939
R220481,RWA East Of Kailash Block E,South Delhi,https://www.magicbricks.com/property-for-sale-in-east-of-kailash-block-b-new-delhi-pppfs
R220587,B1 Vasant Kunj,South Delhi,https://www.magicbricks.com/project-b1-vasant-kunj-3bhk-for-sale-in-new-delhi-pppfs
R22190,Bhagwati Eleganza,Navi Mumbai,https://www.magicbricks.com/project-bhagwati-eleganza-3bhk-for-sale-in-navi-mumbai-pppfs
R223215,DDA Shanti Kunj Apartments,Delhi South West,https://www.magicbricks.com/project-dda-shanti-kunj-apartment-2bhk-for-sale-in-new-delhi-pppfs
R223221,Railway Line Staff CGHS,Delhi South West,https://www.magicbricks.com/railway-apartment-dwarka-sector-19-new-delhi-pdpid-4d4235303734323835
R22738,Ajmera Treon,Mumbai South,https://www.magicbricks.com/project-ajmera-treon-3bhk-for-sale-in-mumbai-pppfs
R229275,DDA Narmada Apartment,South Delhi,https://www.magicbricks.com/project-dda-narmada-apartment-for-sale-in-new-delhi-pppfs
R230275,RNA NG Grand Plaza,Navi Mumbai,https://www.magicbricks.com/ng-grand-plaza-ghansoli-navi-mumbai-pdpid-4d4235303838323635
r23690,DLF New Town Heights 2,Gurgaon,https://www.magicbricks.com/project-dlf-new-town-heights-1-for-sale-in-gurgaon-pppfs
r23702,DLF New Town Heights,Gurgaon,https://www.magicbricks.com/project-dlf-new-town-heights-1-for-sale-in-gurgaon-pppfs
R237262,Piramal Vaikunth,Thane,https://www.magicbricks.com/piramal-vaikunth-balkum-village-thane-pdpid-4d4235303835313332
r238544,Panchshil Yoo Villas,Pune East,https://www.magicbricks.com/project-panchshil-yoo-villas-for-sale-in-pune-pppfs
R23958,Omkar 1973 Worli,Mumbai South,https://www.magicbricks.com/project-omkar-1973-for-sale-in-mumbai-pppfs
R24028,Prestige Siesta,Central Mumbai,https://www.magicbricks.com/prestige-siesta-mulund-west-mumbai-pdpid-4d4235303430393634
R241639,Raunak City 4,Thane Outskirts,https://www.magicbricks.com/raunak-city-sector-4-kalyan-west-beyond-thane-pdpid-4d4235303834353637
R246769,Balaji Garden CHS,Navi Mumbai,https://www.magicbricks.com/project-balaji-garden-for-rent-in-navi-mumbai-pppfr
R248339,Ten BKC,Western Mumbai,https://www.magicbricks.com/radius-10-bkc-bandra-kurla-complex-mumbai-pdpid-4d4235303933383733
R25300,Mahagun Mansion 1 and 2,Ghaziabad,https://www.magicbricks.com/project-mahagun-mansion-1-and-2-3bhk-for-sale-in-ghaziabad-pppfs
R25304,Parsvnath Majestic,Ghaziabad,https://www.magicbricks.com/project-parsvnath-majestic-3bhk-for-sale-in-ghaziabad-pppfs
R253573,Bhagwati Greens,Navi Mumbai,https://www.magicbricks.com/project-bhagwati-greens-for-sale-in-navi-mumbai-pppfs
R255375,DLF City Plots,Gurgaon,https://www.magicbricks.com/
R256033,Rehayashi Apartments,Delhi South West,https://www.magicbricks.com/project-dda-rehayashi-welfare-association-for-rent-in-new-delhi-pppfr
R258015,Indiabulls Park,Navi Mumbai,https://www.magicbricks.com/project-indiabulls-park-4bhk-for-sale-in-navi-mumbai-pppfs
R25942,Baroda House Apartment,Delhi South West,https://www.magicbricks.com/
R26016,The Maharani Aventi Bai,Delhi South West,https://www.magicbricks.com/the-maharani-aventi-bai-cghs-dwarka-sector-22-new-delhi-pdpid-4d4235313639373635
R26036,DDA Kaveri Apartments,South Delhi,https://www.magicbricks.com/project-dda-kaveri-apartment-1bhk-for-rent-in-new-delhi-pppfr
R260794,Paradise Sai World Empire,Navi Mumbai,https://www.magicbricks.com/paradise-sai-world-empire-kharghar-navi-mumbai-pdpid-4d4235303838373638
R261050,DDA Residential Flats,Delhi South West,https://www.magicbricks.com/
R26116,Siddha Waterfront,Kolkata North,https://www.magicbricks.com/project-siddha-waterfront-2bhk-for-sale-in-kolkata-pppfs
R261296,Rosa Manhattan,Thane,https://www.magicbricks.com/project-rosa-manhattan-for-sale-in-thane-pppfs
R26138,Heritage Apartments,Delhi South West,https://www.magicbricks.com/property-for-sale-in-santacruz-west-mumbai-pppfs
R26144,Jawahar Apartment,Delhi South West,https://www.magicbricks.com/
R26164,Classic Apartments CGHS,Delhi South West,https://www.magicbricks.com/4-bhk-flats-in-dwarka-sector-12-new-delhi-for-sale-pppfs
R26176,Din Apartments,Delhi South West,https://www.magicbricks.com/project-din-apartment-for-sale-in-new-delhi-pppfs
R26194,CGHS Kamakshi Apartments,Delhi South West,https://www.magicbricks.com/kamakshi-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303130393737
R26214,CGHS Mohinder Apartments,Delhi South West,https://www.magicbricks.com/project-mohinder-apartments-for-sale-in-new-delhi-pppfs
R26234,Mahajan Shree Apartments,Delhi South West,https://www.magicbricks.com/project-mahajan-shree-apartments-for-sale-in-new-delhi-pppfs
R26242,Shubh Laxmi Apartment,Delhi South West,https://www.magicbricks.com/shubh-laxmi-apartment-sector-6-dwarka-dwarka-sector-6-new-delhi-pdpid-4d4235323039373735
R26300,Badhwar Apartments,Delhi South West,https://www.magicbricks.com/badhwar-apartments-dwarka-sector-6-new-delhi-pdpid-4d4235303131303634
R26328,CGHS Jhelum Arorvansh,Delhi South West,https://www.magicbricks.com/project-meerabai-apartment-for-sale-in-new-delhi-pppfs
R26352,CGHS Shree Balaji Apartment,Delhi South West,https://www.magicbricks.com/project-shree-balaji-cghs-for-rent-in-faridabad-pppfr
R26368,CGHS Skylark Apartments,Delhi South West,https://www.magicbricks.com/project-skylark-apartment-for-sale-in-new-delhi-pppfs
R26376,DDA Saraswati Apartments,South Delhi,https://www.magicbricks.com/dda-saraswati-apartment-vasant-kunj-new-delhi-pdpid-4d4235303735303139
R26402,CGHS Philips Towers,Delhi South West,https://www.magicbricks.com/phillips-cghs-dwarka-sector-23-new-delhi-pdpid-4d4235303131343136
R26408,Batukji Apartments CGHS,Delhi South West,https://www.magicbricks.com/property-near-government-senior-secondary-co-ed-school-dwarka-new-delhi-pppfs/page-2
R26412,CGHS Gauri Ganesh Apartment,Delhi South West,https://www.magicbricks.com/project-gauri-ganesh-apartment-for-rent-in-new-delhi-pppfr
R26420,Shri Ram Apartment,Delhi South West,https://www.magicbricks.com/project-shri-ram-apartment-for-sale-in-new-delhi-pppfs
R264809,Kukreja Chembur Heights 2,Central Mumbai,https://www.magicbricks.com/project-kukreja-chembur-heights-2-for-rent-in-mumbai-pppfr
R265193,Immensa by Kalpataru,Thane,https://www.magicbricks.com/immensa-by-kalpataru-kolshet-road-thane-pdpid-4d4235303932373032
R26526,DDA Flats Sarita Vihar,South Delhi,https://www.magicbricks.com/dda-flats-sarita-vihar-pocket-l-sarita-vihar-new-delhi-pdpid-4d4235303735313637
R26532,CGHS Apoorva Apartments,Delhi South West,https://www.magicbricks.com/project-cghs-apoorva-apartments-for-sale-in-new-delhi-pppfs
R26538,New Priyadarshini Apartment,Delhi South West,https://www.magicbricks.com/project-priyadarshini-apartment-for-rent-in-new-delhi-pppfr
R26540,Lovely Home CGHS,Delhi South West,https://www.magicbricks.com/lovely-home-apartment-dwarka-sector-5-new-delhi-pdpid-4d4235303131333231
R26562,Chandanwari Apartment,Delhi South West,https://www.magicbricks.com/property-for-sale-in-kamla-market-new-delhi-pppfs
R26570,New Arohi Apartment,Delhi South West,https://www.magicbricks.com/project-new-arohi-apartments-for-sale-in-new-delhi-pppfs
R26588,Shakuntalam CGHS,Delhi South West,https://www.magicbricks.com/hahnemann-enclave-dwarka-sector-6-new-delhi-pdpid-4d4235303131313433
