XID,Unit Type,Unit Size,Area Type,Price,Possession Date
R426929,2 BHK,1415 sq.ft,Super Area,1.27 Cr,Possession by Dec'26
R426929,2 BHK,1435 sq.ft,Super Area,1.28 Cr,Possession by Dec'26
R408936,2 BHK,530 sq.ft,Super Area,80 Lac,Possession by Jun'25
R408936,2 BHK,711 sq.ft,Super Area,1.29 Cr,Possession by Jun'25
R408936,2 BHK,800 sq.ft,Super Area,1.12 Cr,Possession by Jun'25
R408936,2 BHK,843 sq.ft,Super Area,1.22 Cr,Possession by Jun'25
R408936,2 BHK,850 sq.ft,Super Area,1.12 Cr,Possession by Jun'25
R408936,2 BHK,900 sq.ft,Super Area,1.12 Cr,Possession by Jun'25
R408936,2 BHK,1050 sq.ft,Super Area,1.29 Cr,Possession by Jun'25
R408936,2 BHK,1060 sq.ft,Super Area,1.43 Cr,Possession by Jun'25
R408936,2 BHK,1100 sq.ft,Super Area,1.32 Cr,Possession by Jun'25
R408936,2 BHK,1150 sq.ft,Super Area,1.34 Cr,Possession by Jun'25
R408936,2 BHK,1200 sq.ft,Super Area,1.30 Cr,Possession by Jun'25
R408936,2 BHK,1250 sq.ft,Super Area,1.55 Cr,Possession by Jun'25
R429430,3 BHK,1303 sq.ft,Super Area,44.3 Lac,Possession by Aug'26
R429430,3 BHK,1405 sq.ft,Super Area,47.8 Lac,Possession by Aug'26
R429430,3 BHK,1500 sq.ft,Super Area,51 Lac,Possession by Aug'26
R429430,2 BHK,1150 sq.ft,Super Area,39.1 Lac,Possession by Aug'26
R430666,3 BHK,1274 sq.ft,Super Area,61.2 Lac,Possession by Sep'24
R430666,3 BHK,1337 sq.ft,Super Area,64.2 Lac,Possession by Sep'24
R430666,3 BHK,1439 sq.ft,Super Area,69.1 Lac,Possession by Sep'24
R430666,3 BHK,1701 sq.ft,Super Area,81.7 Lac,Possession by Sep'24
R430666,3 BHK,1771 sq.ft,Super Area,85 Lac,Possession by Sep'24
R430666,3 BHK,1850 sq.ft,Super Area,88.8 Lac,Possession by Sep'24
R428601,3 BHK,1485 sq.ft,Super Area,2.29 Cr,Possession by Dec'25
R428601,3 BHK,1487 sq.ft,Super Area,2.29 Cr,Possession by Dec'25
R428601,3 BHK,1806 sq.ft,Super Area,2.73 Cr,Possession by Dec'25
R428601,3 BHK,1807 sq.ft,Super Area,2.73 Cr,Possession by Dec'25
R428601,3 BHK,1824 sq.ft,Super Area,2.76 Cr,Possession by Dec'25
R428601,3 BHK,1916 sq.ft,Super Area,2.90 Cr,Possession by Dec'25
R428601,2 BHK,1416 sq.ft,Super Area,2.16 Cr,Possession by Dec'25
R428601,2 BHK,1540 sq.ft,Super Area,2.33 Cr,Possession by Dec'25
R428601,4 BHK,2324 sq.ft,Super Area,3.50 Cr,Possession by Dec'25
R428601,4 BHK,2433 sq.ft,Super Area,3.65 Cr,Possession by Dec'25
R422768,3 BHK,1145 sq.ft,Super Area,70.8 Lac,Possession by Dec'25
R422768,3 BHK,1147 sq.ft,Super Area,70.9 Lac,Possession by Dec'25
R422768,3 BHK,1150 sq.ft,Super Area,71.1 Lac,Possession by Dec'25
R422768,3 BHK,1151 sq.ft,Super Area,71.2 Lac,Possession by Dec'25
R422768,3 BHK,1526 sq.ft,Super Area,94.4 Lac,Possession by Dec'25
R426644,4 BHK,2778 sq.ft,Super Area,3.89 Cr,Possession by Sep'31
R426644,4 BHK,3658 sq.ft,Super Area,5.12 Cr,Possession by Sep'31
R426644,4 BHK,3699 sq.ft,Super Area,5.18 Cr,Possession by Sep'31
R415216,Residential plot,1458 sq.ft,Super Area,29.2 Lac,Possession by Dec'25
R415216,Residential plot,1602 sq.ft,Super Area,32 Lac,Possession by Dec'25
R415216,Residential plot,1647 sq.ft,Super Area,32.9 Lac,Possession by Dec'25
R415216,Residential plot,1719 sq.ft,Super Area,34.4 Lac,Possession by Dec'25
R415216,Residential plot,1755 sq.ft,Super Area,35.1 Lac,Possession by Dec'25
R415216,Residential plot,1791 sq.ft,Super Area,35.8 Lac,Possession by Dec'25
R415216,Residential plot,1845 sq.ft,Super Area,36.9 Lac,Possession by Dec'25
R415216,Residential plot,1935 sq.ft,Super Area,38.7 Lac,Possession by Dec'25
R415216,Residential plot,2088 sq.ft,Super Area,41.8 Lac,Possession by Dec'25
R415216,Residential plot,2250 sq.ft,Super Area,45 Lac,Possession by Dec'25
R415216,Residential plot,2583 sq.ft,Super Area,51.7 Lac,Possession by Dec'25
R415216,Residential plot,2727 sq.ft,Super Area,54.5 Lac,Possession by Dec'25
R415216,Residential plot,2844 sq.ft,Super Area,56.9 Lac,Possession by Dec'25
R415216,Residential plot,2880 sq.ft,Super Area,57.6 Lac,Possession by Dec'25
R415216,Residential plot,2970 sq.ft,Super Area,59.4 Lac,Possession by Dec'25
R415216,Residential plot,3087 sq.ft,Super Area,61.7 Lac,Possession by Dec'25
R415216,Residential plot,3303 sq.ft,Super Area,66.1 Lac,Possession by Dec'25
R415216,Residential plot,3528 sq.ft,Super Area,70.6 Lac,Possession by Dec'25
R415216,Residential plot,4356 sq.ft,Super Area,87.1 Lac,Possession by Dec'25
R433502,Residential plot,900 sq.ft,Super Area,60 Lac,Possession by Feb'25
R433502,Residential plot,945 sq.ft,Super Area,63 Lac,Possession by Feb'25
R433502,Residential plot,963 sq.ft,Super Area,64.2 Lac,Possession by Feb'25
R433502,Residential plot,1008 sq.ft,Super Area,67.2 Lac,Possession by Feb'25
R433502,Residential plot,1053 sq.ft,Super Area,70.2 Lac,Possession by Feb'25
R433502,Residential plot,1080 sq.ft,Super Area,72 Lac,Possession by Feb'25
R433502,Residential plot,1125 sq.ft,Super Area,75 Lac,Possession by Feb'25
R433502,Residential plot,1242 sq.ft,Super Area,82.8 Lac,Possession by Feb'25
R433502,Residential plot,1368 sq.ft,Super Area,91.2 Lac,Possession by Feb'25
R47302,3 BHK,1950 sq.ft,Super Area,2.60 Cr,Possession by Mar'15
R47302,3 BHK,2450 sq.ft,Super Area,3.40 Cr,Possession by Mar'15
R47302,4 BHK,3450 sq.ft,Super Area,5.50 Cr,Possession by Mar'15
R47302,4 BHK,3485 sq.ft,Super Area,5.60 Cr,Possession by Mar'15
R378411,3 BHK,1415 sq.ft,Super Area,1.44 Cr,Possession by Jul'26
R378411,3 BHK,1430 sq.ft,Super Area,1.43 Cr,Possession by Jul'26
R378411,3 BHK,1465 sq.ft,Super Area,1.49 Cr,Possession by Jul'26
R378411,3 BHK,1600 sq.ft,Super Area,1.62 Cr,Possession by Jul'26
R378411,3 BHK,1620 sq.ft,Super Area,1.57 Cr,Possession by Jul'26
R378411,3 BHK,1660 sq.ft,Super Area,1.68 Cr,Possession by Jul'26
R402731,3 BHK,1390 sq.ft,Super Area,83.6 Lac,Possession by Oct'26
R402731,3 BHK,1426 sq.ft,Super Area,85.7 Lac,Possession by Oct'26
R402731,3 BHK,1443 sq.ft,Super Area,86.7 Lac,Possession by Oct'26
R402731,3 BHK,1557 sq.ft,Super Area,77.4 Lac,Possession by Oct'26
R413381,3 BHK,1727 sq.ft,Super Area,1.73 Cr,Possession by Dec'27
R413381,3 BHK,1899 sq.ft,Super Area,1.70 Cr,Possession by Dec'27
R413381,2 BHK,1385 sq.ft,Super Area,1.25 Cr,Possession by Dec'27
R389059,3 BHK,2240 sq.ft,Super Area,1.50 Cr,Possession by Jun'25
R389059,3 BHK,2275 sq.ft,Super Area,1.52 Cr,Possession by Jun'25
R389059,4 BHK,2765 sq.ft,Super Area,1.85 Cr,Possession by Jun'25
R389059,4 BHK,3400 sq.ft,Super Area,2.27 Cr,Possession by Jun'25
R425143,2 BHK,1195 sq.ft,Super Area,1.80 Cr,Possession by Oct'26
R425143,2 BHK,1206 sq.ft,Super Area,1.80 Cr,Possession by Oct'26
R425143,2 BHK,1238 sq.ft,Super Area,1.80 Cr,Possession by Oct'26
R425143,2 BHK,1249 sq.ft,Super Area,1.80 Cr,Possession by Oct'26
R425143,2 BHK,1281 sq.ft,Super Area,1.80 Cr,Possession by Oct'26
R425143,2 BHK,1862 sq.ft,Super Area,2.20 Cr,Possession by Oct'26
R425143,2 BHK,1873 sq.ft,Super Area,2.20 Cr,Possession by Oct'26
R425143,2 BHK,2174 sq.ft,Super Area,2.20 Cr,Possession by Oct'26
R423470,4 BHK villa,2700 sq.ft,Super Area,2.16 Cr,Possession by Dec'24
R423470,4 BHK villa,3000 sq.ft,Super Area,2.40 Cr,Possession by Dec'24
R423470,4 BHK villa,3400 sq.ft,Super Area,2.72 Cr,Possession by Dec'24
R369448,3 BHK,1707 sq.ft,Super Area,1.79 Cr,Possession by Aug'23
R369448,3 BHK,2037 sq.ft,Super Area,2.10 Cr,Possession by Aug'23
R369448,3 BHK,2073 sq.ft,Super Area,2.17 Cr,Possession by Aug'23
R369448,3 BHK,2135 sq.ft,Super Area,2.15 Cr,Possession by Aug'23
R369448,3 BHK,2150 sq.ft,Super Area,2.25 Cr,Possession by Aug'23
R369448,3 BHK,2219 sq.ft,Super Area,2.33 Cr,Possession by Aug'23
R369448,3 BHK,2314 sq.ft,Super Area,2.25 Cr,Possession by Aug'23
R369448,2 BHK,1321 sq.ft,Super Area,1.38 Cr,Possession by Aug'23
R369448,4 BHK,2400 sq.ft,Super Area,2.48 Cr,Possession by Aug'23
R1223,3 BHK,1100 sq.ft,Super Area,82.5 Lac,Possession by Sep'23
R1223,3 BHK,1250 sq.ft,Super Area,93.8 Lac,Possession by Sep'23
R1223,3 BHK,1315 sq.ft,Super Area,98.6 Lac,Possession by Sep'23
R1223,3 BHK,1450 sq.ft,Super Area,1.08 Cr,Possession by Sep'23
R1223,3 BHK,1650 sq.ft,Super Area,1.23 Cr,Possession by Sep'23
R1223,2 BHK,890 sq.ft,Super Area,66.7 Lac,Possession by Sep'23
R1223,2 BHK,990 sq.ft,Super Area,74.2 Lac,Possession by Sep'23
R1223,2 BHK,1090 sq.ft,Super Area,81.8 Lac,Possession by Sep'23
R1223,2 BHK,1100 sq.ft,Super Area,82.5 Lac,Possession by Sep'23
R1223,4 BHK,1695 sq.ft,Super Area,1.27 Cr,Possession by Sep'23
R1223,4 BHK,2150 sq.ft,Super Area,1.61 Cr,Possession by Sep'23
R430897,2 BHK,551 sq.ft,Super Area,1.41 Cr,Possession by Dec'27
