XID,Project Name,City,Magicbricks.com Link
R332999,Mega Sarovar,Vijayawada,https://www.magicbricks.com/mega-sarovar-gollapudi-vijayawada-pdpid-4d4235313236313033
R416320,Sumadhura Sushantham Phase 2,Bangalore North,https://www.magicbricks.com/sumadhura-sushantham-vidyaranyapura-bangalore-pdpid-4d4235313431343431
R306817,Concorde Hill Crest,Bangalore North,https://www.magicbricks.com/project-plots-concorde-hill-crest-for-sale-in-bangalore-pppfs
R393393,Sahjanand Safal,Gandhinagar,https://www.magicbricks.com/project-sahjanand-safal-for-sale-in-gandhinagar-pppfs
R206111,Windsor Troika,Bangalore South,https://www.magicbricks.com/project-windsor-troika-2bhk-for-sale-in-bangalore-pppfs
R293775,S B Skanda Lake Front,Bangalore South,https://www.magicbricks.com/sb-skanda-lake-front-kanakapura-road-bangalore-pdpid-4d4235323933363531
R420217,Ultraluxe Homes by Earthz,South Delhi,https://www.magicbricks.com/shree-fuleshwari-ariha-signature-goregaon-west-mumbai-pdpid-4d4235333334333833
R424425,Abhay Nilima Enclave,Guwahati,https://www.magicbricks.com/abhay-nilima-enclave-azara-guwahati-pdpid-4d4235333234393939
R370636,Mali Pinnacle,Thane Outskirts,https://www.magicbricks.com/mali-pinnacle-kalyan-east-beyond-thane-pdpid-4d4235313930363233
R257091,RKN Nakshatra Enclave,Bhopal,https://www.magicbricks.com/nakshatra-enclave-awadhpuri-bhopal-pdpid-4d4235303836373137
R427769,Sattva Green Groves,Bangalore West,https://www.magicbricks.com/residential-plots-land-for-sale-in-gollarapalya-bangalore-pppfs
R406648,PM Uplands,Indore,https://www.magicbricks.com/project-plots-pm-uplands-for-sale-in-indore-pppfs
R378542,Sophia Elanza,Kochi,https://www.magicbricks.com/sophia-elanza-vengola-ernakulam-pdpid-4d4235343031393131
R403911,Aarya Essenzaa 2,Vadodara,https://www.magicbricks.com/aarya-essenzaa-waghodia-road-vadodara-pdpid-4d4235333033383435
R431525,Om ShivChhaya,Nasik,Not Found
R324931,Satvik Homes,Faridabad,https://www.magicbricks.com/nri/villas-in-ghaziabad-for-sale-pppfs
R428685,MP Golden Heights,Chennai West,https://www.magicbricks.com/mp-golden-heights-kovur-chennai-pdpid-4d4235343232333131
R410183,Natures Cove,South Goa,https://www.magicbricks.com/searock-leisure-dona-paula-goa-pdpid-4d4235303330323934
R429182,The Olympia,Navi Mumbai,https://www.magicbricks.com/the-olympia-panvel-navi-mumbai-pdpid-4d4235343234373539
R382108,ATC Extension,Jamshedpur,https://www.magicbricks.com/project-atc-extension-for-sale-in-jamshedpur-pppfs
R414547,Swargaseema S Suketana,Nalgonda,Not Found
R437223,KSR Capital City,Guntur,https://www.magicbricks.com/residential-plots-land-for-sale-in-guntur-pppfs
R316505,Narayan Greenwoods,Vadodara,https://www.magicbricks.com/project-narayan-greenwoods-for-sale-in-vadodara-pppfs
R423659,Solitaire Vista 2,Ahmedabad North,https://www.magicbricks.com/anmol-solitaire-vista-2-gota-ahmedabad-pdpid-4d4235333732353831
R395174,Promax Dreamville Home,Bangalore North,https://www.magicbricks.com/promax-sai-ram-paradise-amrutahalli-bangalore-pdpid-4d4235313634343831
R428520,Panora Hills at The Nature,Pune West,Not Found
R426565,Podar Avanta Heights,Mumbai South,https://www.magicbricks.com/ganga-amber-phase-2-tathawade-pune-pdpid-4d4235313838383630
R145261,Essen Raj Manohar Residency,Bhubaneswar,https://www.magicbricks.com/rajmanohar-residency-ii-patia-bhubaneswar-pdpid-4d4235313235313639
R391947,Ananyas AA Garden,Coimbatore,https://www.magicbricks.com/ananyas-aa-garden-saravanampatti-coimbatore-pdpid-4d4235333836353931
R330597,Signature Global Park,Gurgaon,Not Found
R413420,Geethikas Ensconsia,Hyderabad,Not Found
R378617,Suchirindia The Tales of Greek,Hyderabad,https://www.magicbricks.com/project-suchirindia-the-tales-of-greek-for-sale-in-hyderabad-pppfs
R743,Logix Blossom County,Noida,https://www.magicbricks.com/project-logix-blossom-county-4bhk-for-sale-in-noida-pppfs
R430089,Parth Crown,Jaipur,https://www.magicbricks.com/parth-crown-nirman-nagar-jaipur-pdpid-4d4235343232333333
R382844,RKN Carnation Hills,Solan,Not Found
R399516,Prominent Chourasia Revanta,Bangalore East,https://www.magicbricks.com/project-mahindra-eminente-phase-2-for-sale-in-mumbai-pppfs
R401373,MP Rudra,Chennai South,https://www.magicbricks.com/mp-rudra-pammal-chennai-pdpid-4d4235333930323039
R433621,Sumeru Enclave,Dehradun,https://www.magicbricks.com/project-eastern-arc-phase-ii-for-sale-in-dehradun-pppfs
R411745,Anuhar Gautami Heights,Hyderabad,https://www.magicbricks.com/anuhar-gautami-heights-miyapur-hyderabad-pdpid-4d4235333333303339
R427901,Zahause Essencia,Siddipet District,Not Found
R420359,The Avenue Milestone,Nasik,https://www.magicbricks.com/ganesh-milestone-jail-road-nashik-pdpid-4d4235323632333331
R431513,Unifra Mysa Villas,Chennai South,Not Found
R417396,Hiliving Pristine Signature Villas,Chennai North,https://www.magicbricks.com/project-hi-living-pristine-signature-villas-for-sale-in-chennai-pppfs
R382676,Green Field Fairland,Coimbatore,https://www.magicbricks.com/greenfield-fairland-kovilpalayam-coimbatore-pdpid-4d4235333138353035
R420711,Adross Radharani Housing Complex,Kolkata North,https://www.magicbricks.com/adross-radharani-housing-complex-madhyam-gram-kolkata-pdpid-4d4235343138323831
R394931,Raj High Gardens,Bangalore South,https://www.magicbricks.com/project-raj-high-gardens-for-sale-in-bangalore-pppfs
R424573,Felixa Maplewood,Chennai South,Not Found
R428869,Anaadi Ananta Avenue,Raipur,Not Found
R424564,Atithi Prime,Ahmedabad East,https://www.magicbricks.com/project-atithi-elegance-for-sale-in-ahmedabad-pppfs
R418592,Saha Fortune,Mysore,https://www.magicbricks.com/saha-fortune-belavadi-mysore-pdpid-4d4235343233363437
R272201,Sattva Opus,Bangalore West,https://www.magicbricks.com/project-sattva-opus-2bhk-for-sale-in-bangalore-pppfs
R433766,Prudent Krishna Manohar Pride,Bangalore East,Not Found
R433627,NM Avantikaa,Chennai South,https://www.magicbricks.com/vgk-saindhavi-madambakkam-chennai-pdpid-4d4235333332393939
R145129,AMG Palm Garden,Ludhiana,https://www.magicbricks.com/palm-garden-villas-sahnewal-ludhiana-pdpid-4d4235343232323733
R389749,Iris Heights,Nasik,https://www.magicbricks.com/samarth-infra-iris-heights-gangapur-road-nashik-pdpid-4d4235343139393935
R433366,Solitude By Krishna Infra,Ahmedabad North,https://www.magicbricks.com/Chenpur-Road-in-Ahmedabad-Overview
R367231,Vihaana Grandeur,Visakhapatnam,https://www.magicbricks.com/independent-house-for-sale-in-visakhapatnam-pppfs/page-4
R337519,Risland The Ace,Chennai South,https://www.magicbricks.com/project-risland-the-ace-3bhk-for-sale-in-chennai-pppfs
R381827,Om Sree Delight,Secunderabad,https://www.magicbricks.com/project-om-sree-heights-for-rent-in-hyderabad-pppfr
R393952,Maa Santoshi Aaditya Residency,Nagpur,https://www.magicbricks.com/maa-santoshi-aditya-residency-pipla-nagpur-pdpid-4d4235343139393235
R418265,Pragathi Green Woods,Hyderabad,https://www.magicbricks.com/sunshine-avenue-pragathi-nagar-hyderabad-pdpid-4d4235303236393334
R408739,Pranava East Crest,Hyderabad,https://www.magicbricks.com/pranava-east-crest-hastinapuram-hyderabad-pdpid-4d4235343234343133
R431019,Murugan Townships Balaji Gardens,Guntur,https://www.magicbricks.com/independent-house-for-sale-in-vizianagaram-price-20-lakhs-to-30-lakhs-pppfs
R402881,SNR Safa,Bangalore East,https://www.magicbricks.com/project-snr-safa-for-sale-in-bangalore-pppfs
R432489,Sri Sai Nandana Royal,Bangalore South,https://www.magicbricks.com/project-sri-sai-nandana-royal-3bhk-for-sale-in-bangalore-pppfs
R416280,SIP Tatia Township,Chennai South,Not Found
R404653,Yuva Sunrise,Bangalore South,https://www.magicbricks.com/project-yuva-sunrise-3bhk-for-sale-in-bangalore-pppfs
R379979,Shubharambh,Nashik,Not Found
R43934,Signature Island,Western Mumbai,https://www.magicbricks.com/signature-island-bandra-kurla-complex-mumbai-pdpid-4d4235303935383631
R296889,Abhinav Aadhaar City,Bhopal,https://www.magicbricks.com/abhinav-aadhaar-city-vidisha-road-bhopal-pdpid-4d4235313337303337
R420145,Signature Ganesh Dham,Central Mumbai,https://www.magicbricks.com/shops-for-rent-in-pant-nagar-mumbai-pppfr
R420796,Amardeep Harmony,Vadodara,https://www.magicbricks.com/project-siddheshwar-harmony-for-sale-in-vadodara-pppfs
R384098,Roseate Homes,Chandigarh,https://www.magicbricks.com/roseate-homes-gazipur-zirakpur-pdpid-4d4235333930323731
R302349,S B Temple Tree,Bangalore South,https://www.magicbricks.com/sb-temple-tree-bommanahalli-bangalore-pdpid-4d4235323933363539
R427781,Bahiti,Hyderabad,https://www.magicbricks.com/project-janapriya-bahiti-3bhk-for-sale-in-hyderabad-pppfs
R413623,Swarga Sirulaseema II,Hyderabad,https://www.magicbricks.com/sirula-seema-1-burgul-hyderabad-pdpid-4d4235343233313431
R404003,Paranjape Misty Greens,Pune West,https://www.magicbricks.com/residential-plots-land-for-sale-in-bavdhan-pune-pppfs/page-2
R432449,RRR West Fields by J Group,Hyderabad,https://www.magicbricks.com/rrr-west-fields-sadashivpet-hyderabad-pdpid-4d4235343233323535
R428409,SP Luxurious Homes,West Delhi,https://www.magicbricks.com/project-western-springs-3bhk-for-sale-in-hyderabad-pppfs
R422802,Aarna Anantam,Vadodara,https://www.magicbricks.com/sequence-samanvay-anantam-akota-vadodara-pdpid-4d4235343137313531
R414268,Vinayak Aangan,Navi Mumbai,https://www.magicbricks.com/project-vinayak-aangan-for-rent-in-navi-mumbai-pppfr
R414242,Fair Field Magilam and Anicham,Coimbatore,Not Found
R428713,Magnolia Vishnupriya,Kolkata South,https://www.magicbricks.com/apsara-apartment-bijoygarh-kolkata-pdpid-4d4235333237333837
R408465,Candeur Skyline,Hyderabad,https://www.magicbricks.com/project-candeur-skyline-for-sale-in-hyderabad-pppfs
R409476,Casagrand Hanford,Hyderabad,https://www.magicbricks.com/casagrand-hanford-mamidipally-hyderabad-pdpid-4d4235343037373139
R351351,Baashyaams Le Chalet Smart Choice,Chennai West,https://www.magicbricks.com/project-baashyaam-le-chalet-smart-choice-homes-for-sale-in-chennai-pppfs
R422102,Chetanya Grandeur Heights,Bhopal,https://www.magicbricks.com/chethana-cosmos-ramamurthy-nagar-bangalore-pdpid-4d4235313631363331
R418404,The Nest Glitz,Chennai South,https://www.magicbricks.com/nest-glitz-santhosapuram-chennai-pdpid-4d4235343138343537
R390060,Poulomi Palazzo,Hyderabad,https://www.magicbricks.com/project-poulomi-90-for-rent-in-hyderabad-pppfr
R394092,Coronation Amy Villa,Lucknow,Not Found
R374795,JD Gaatha,Pune East,https://www.magicbricks.com/shops-for-sale-in-lohegaon-pune-pppfs
R261,SBP Orchard County,Mohali,https://www.magicbricks.com/project-ansal-orchard-county-for-sale-in-mohali-pppfs
R430221,Vanam Villa,North Goa,https://www.magicbricks.com/square-yard-to-square-feet-pppfa
R432717,Tulip,North Goa,https://www.magicbricks.com/white-boutique-tulip-arpora-goa-pdpid-4d4235343234323335
R179121,Fortune Sapphire,Secunderabad,https://www.magicbricks.com/fortune-greenhomes-sapphire-tellapur-hyderabad-pdpid-4d4235323931303739
R408184,SRIRAM Nagar by Raghava Foundations,Chennai North,https://www.magicbricks.com/vgp-pushpa-nagar-medavakkam-chennai-pdpid-4d4235303336323337
R398743,Nahar Grandeur,Chennai South,https://www.magicbricks.com/nahar-grandeur-sholinganallur-chennai-pdpid-4d4235333436373231
R374540,Godrej Woodland,Bangalore East,https://www.magicbricks.com/godrej-woodland-sarjapur-road-bangalore-pdpid-4d4235323330313739
R432510,Birla Ojasvi,Bangalore West,https://www.magicbricks.com/project-birla-ojasvi-3bhk-for-sale-in-bangalore-pppfs
R433634,Dream Villas Elite,Vadodara,https://www.magicbricks.com/dream-villas-atladra-vadodara-pdpid-4d4235313137393839
R369077,Unitevision Vatican City,Lucknow,https://www.magicbricks.com/vatican-city-sultanpur-road-lucknow-pdpid-4d4235313838393332
R427396,Shree Om Niwas,Central Mumbai,https://www.magicbricks.com/om-niwas-chembur-east-mumbai-pdpid-4d4235343231373833
R429471,Pramukh Meadows,Silvassa,https://www.magicbricks.com/3-bhk-villa-for-sale-in-valsad-pppfs
R400692,Multiversal Nova Grand,Nellore,Not Found
R395313,GK Triad,Secunderabad,https://www.magicbricks.com/gks-triad-yapral-hyderabad-pdpid-4d4235333333353537
R421123,Sri Garudadri Gardens,Bangalore West,Not Found
R419026,AIGIN Royal Park,Ghaziabad,https://www.magicbricks.com/aigin-royal-park-nh-24-ghaziabad-pdpid-4d4235343138383031
R427298,Aura Vidha,Hyderabad,https://www.magicbricks.com/project-aura-vidha-3bhk-for-sale-in-hyderabad-pppfs
R437329,Casagrand Madelyn,Chennai South,https://www.magicbricks.com/casagrand-madelyn-thirumudivakkam-chennai-pdpid-4d4235343235373437
R403885,Trilok Villas And Apartments,Bangalore West,https://www.magicbricks.com/project-dsk-trilok-for-sale-in-mumbai-pppfs
R57026,M1 Terra Alegria,Bangalore East,https://www.magicbricks.com/m1-terra-alegria-whitefield-bangalore-pdpid-4d4235303431353535
R405075,Shreehari Skyleaf,Ahmedabad North,https://www.magicbricks.com/flats-for-rent-in-ahmedabad-nadiad-highway-ahmedabad-pppfr
R256929,Bright Aristo,Pune East,https://www.magicbricks.com/2-bhk-flats-in-kesnand-pune-for-sale-pppfs
R403634,Amardeep Infinity,Vadodara,https://www.magicbricks.com/Harni-in-Vadodara-Overview
R214597,Pramod Rajshree Plaza,Nagpur,https://www.magicbricks.com/pramod-rajshree-plaza-khamla-nagpur-pdpid-4d4235323634313139
R429979,Mokshaa Highway Pride,Hyderabad,https://www.magicbricks.com/aamukthas-pride-isnapur-hyderabad-pdpid-4d4235313135303835
R43936,Signia Pearl,Western Mumbai,https://www.magicbricks.com/signia-pearl-bandra-kurla-complex-mumbai-pdpid-4d4235303837383032
R410684,Vrindhavana Visthara,Coimbatore,https://www.magicbricks.com/independent-house-for-rent-in-saravanampatti-coimbatore-pppfr
R381026,Dinesh Auric,Hyderabad,https://www.magicbricks.com/dinesh-auric-bachupally-hyderabad-pdpid-4d4235323832323639
R380484,Infinity Residences,Mumbai South,https://www.magicbricks.com/infinity-residences-parel-mumbai-pdpid-4d4235333437303237
R399555,Kalash Landmark,Aurangabad,https://www.magicbricks.com/project-plots-kalash-vatika-for-sale-in-nagpur-pppfs
R409515,Sameera IRIS,Chennai South,https://www.magicbricks.com/project-plots-sameera-iris-for-sale-in-chennai-pppfs
R383708,Aparna Zenon,Hyderabad,https://www.magicbricks.com/aparna-zenon-puppalaguda-hyderabad-pdpid-4d4235333234393831
R433843,RMC Farms,Coimbatore,https://www.magicbricks.com/cm-to-feet-pppfa
R435448,3Baan Homes,South Delhi,https://www.magicbricks.com/farm-house-for-sale-in-bandh-road-new-delhi-pppfs
R436077,Jupiter Nature Village,Hyderabad,https://www.magicbricks.com/jupiter-commanders-7th-avenue-chikkaballapur-bangalore-pdpid-4d4235333334393931
R421892,Naiknavare Avasa Woodland,Pune North,Not Found
R432471,Right Forest Hills,Pune West,https://www.magicbricks.com/
R427921,Hi Life Inspire,Thrissur,https://www.magicbricks.com/plama-heights-hennur-main-road-bangalore-pdpid-4d4235303139363139
R417863,GP Homes The Breeze Way,Chennai North,https://www.magicbricks.com/flats-in-menambedu-chennai-for-sale-pppfs
R405007,Rohit Galaxy,Lucknow,https://www.magicbricks.com/project-rohit-galaxy-for-sale-in-lucknow-pppfs
R383881,Parijaat Residency,Lucknow,https://www.magicbricks.com/parijaat-residency-faizabad-road-lucknow-pdpid-4d4235333234383837
R297161,Riverdale Aerovista,Mohali,https://www.magicbricks.com/riverdale-aerovista-aerocity-mohali-pdpid-4d4235313232343731
R397824,Larica Green Hamlet 2,Guwahati,https://www.magicbricks.com/larica-green-hamlet-ii-bongra-kamrup-pdpid-4d4235333638383537
R54,Purva Windermere,Chennai South,https://www.magicbricks.com/puravankara-lakevista-at-purva-windermere-pallikaranai-chennai-pdpid-4d4235303139333531
R425507,DS Max Sky Blossom,Bangalore South,https://www.magicbricks.com/ds-max-sky-blossom-begur-bangalore-pdpid-4d4235343139383531
R385704,Shree Luxurio 75 Residences,Hyderabad,https://www.magicbricks.com/shree-kamla-luxurio-75-residences-kondapur-hyderabad-pdpid-4d4235333838333633
R314527,Dreamz Goa Shiroda by Levelup Constructions,North Goa,Not Found
R423472,Kaaviya Gardens Sri Sai Nagar,Chennai West,https://www.magicbricks.com/independent-house-for-rent-in-kavya-garden-chennai-pppfr
R425850,Gajanan Royal Bungalows,Ahmedabad East,https://www.magicbricks.com/project-rr-royal-regency-2bhk-for-sale-in-ahmedabad-pppfs
R389272,Casagrand Aquene,Bangalore West,https://www.magicbricks.com/project-urban-nest-by-5-elements-4bhk-for-sale-in-bangalore-pppfs
R433626,GD Chitrakoot Apartment,South Delhi,https://www.magicbricks.com/chitrakoot-dham-dwarka-sector-19-new-delhi-pdpid-4d4235303131333731
R396197,Auro Infinity,Vadodara,https://www.magicbricks.com/neptune-green-woods-infinity-sevasi-vadodara-pdpid-4d4235333039303437
R274711,Renaissance Reserva,Bangalore North,Not Found
R271059,Aastha Nest,Coimbatore,https://www.magicbricks.com/aastha-nest-kovai-pudur-coimbatore-pdpid-4d4235333332393237
R434533,D Pal Apartments,North Goa,https://www.magicbricks.com/d-pal-opal-suites-calangute-goa-pdpid-4d4235343234333131
R432981,KTGS Elite Residio,South Delhi,Not Found
R417702,Mars Vel Enclave,Chennai South,https://www.magicbricks.com/sree-guru-prakriti-pallikaranai-chennai-pdpid-4d4235323533363733
R337671,Aditya Athena,Hyderabad,https://www.magicbricks.com/aditya-athena-shaikpet-hyderabad-pdpid-4d4235313237343931
R429647,Gem Silver Residency,South Delhi,https://www.magicbricks.com/blog/vastu-for-south-east-facing-house-entrance/115848.html
R410244,Sapthagiri Sandalwoods,Bangalore East,https://www.magicbricks.com/project-sapthagiri-sandalwoods-for-sale-in-bangalore-pppfs
R399608,DAC Manapark,Chennai South,https://www.magicbricks.com/project-dac-manapark-for-sale-in-chennai-pppfs
R434129,Bavasons Villa Exotica,Kochi,Not Found
R419028,Goldenkey Meraki,Hyderabad,https://www.magicbricks.com/goldenkey-meraki-ameenpur-hyderabad-pdpid-4d4235333333303035
R410488,Sarvatra,Pune Central,https://www.magicbricks.com/pg-near-allen-career-institute-hanuman-nagar-campus-sarvatra-6-in-jaipur-pppfr
R434128,Ratifier Atal Vihar,Lucknow,Not Found
R425355,Sophia Amelia,Kochi,https://www.magicbricks.com/sophia-amelia-edappally-kochi-pdpid-4d4235343231353633
R417559,Adani Embrace,Ahmedabad North,https://www.magicbricks.com/project-embrace-for-sale-in-ahmedabad-pppfs
R366979,Shantanu Green,Vadodara,https://www.magicbricks.com/project-shantanu-green-for-sale-in-vadodara-pppfs
R431691,Krushna Pride 4,Nashik,https://www.magicbricks.com/
R435547,Bright Temple bells,Bangalore East,https://www.magicbricks.com/project-plots-temple-bells-premier-for-sale-in-bangalore-pppfs
R434721,Walls N Windows Twinz,Hyderabad,https://www.magicbricks.com/project-risinia-the-twinz-for-rent-in-hyderabad-pppfr
R355806,Jayabharath Yoga Mudhra,Coimbatore,Not Found
R323217,Steel Strips Towers,Chandigarh,https://www.magicbricks.com/project-sab-steel-strips-towers-3bhk-for-sale-in-chandigarh-pppfs
R427054,Anjaneya Crest by Yash Infraventures,Nagpur,Not Found
R432538,Laxmi Serenity,Ahmedabad South,https://www.magicbricks.com/bhagirath-serenity-laxmipura-ahmedabad-pdpid-4d4235333038363937
R411353,Natural Quest,Kolkata South,https://www.magicbricks.com/natural-quest-survey-park-kolkata-pdpid-4d4235343130373437
R273521,Bhawani Heights,Patna,https://www.magicbricks.com/bhawani-heights-saguna-more-patna-pdpid-4d4235333939313039
R167135,M2K Suites,South Delhi,https://www.magicbricks.com/m2k-suites-kailash-colony-new-delhi-pdpid-4d4235303131333233
R431636,Solaris Residency,Ahmedabad West,https://www.magicbricks.com/project-solaris-residency-3bhk-for-sale-in-ahmedabad-pppfs
R385666,SSI Som Boulevard,Hyderabad,https://www.magicbricks.com/project-ssi-kc-som-boulevard-for-sale-in-hyderabad-pppfs
R408715,Aksara Green Scapes,Hyderabad,https://www.magicbricks.com/aksharas-perumbakkam-chennai-pdpid-4d4235303430343739
R373148,Elysian by Oberoi Realty,Western Mumbai,https://www.magicbricks.com/project-oberoi-elysian-for-sale-in-mumbai-pppfs
R350069,Nikunjam Tharangini,Trivandrum,https://www.magicbricks.com/project-nikunjam-tharangini-for-rent-in-trivandrum-pppfr
R424985,Mukurthi Tiara,Coimbatore,Not Found
R156477,Master Orchard Estate,Kolkata North,https://www.magicbricks.com/rera-registered-projects-Madhyamgram-in-Kolkata
R403616,DS Max Shreshta,Bangalore North,https://www.magicbricks.com/ds-max-shresta-bellahalli-bangalore-pdpid-4d4235333933383933
R432912,Vishaka Sai Villas,Chennai South,https://www.magicbricks.com/flats-in-visakhapatnam-for-sale-pppfs
R417989,Shreeji Elevate,Nashik,https://www.magicbricks.com/shreeji-elevate-indira-nagar-nashik-pdpid-4d4235343233363739
R432044,Atmosphere Anandham,Chennai South,https://www.magicbricks.com/project-priyam-apartments-for-sale-in-chennai-pppfs
R415490,FK Meadows Square,Chennai South,https://www.magicbricks.com/dgm-sai-latha-apartment-indira-nagar-adyar-chennai-pdpid-4d4235323830313931
R428422,Serenity Shores,South Goa,Not Found
R423503,Villa Heritage,Navi Mumbai,https://www.magicbricks.com/project-dream-heritage-for-sale-in-navi-mumbai-pppfs
R398157,Manorath 56,Vadodara,https://www.magicbricks.com/manorath-56-bhayli-vadodara-pdpid-4d4235343138303533
R413095,TVH Swarnam,Coimbatore,https://www.magicbricks.com/Thudiyalur-in-Coimbatore-Overview
